"","sample","tissue","endometriosis","severity","p214448_x_at","p214062_x_at","p228388_at","NFKBIB"
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.210866,7.288345,6.104624,6.53461166666667
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.695471,7.181099,5.88012,6.25223
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.564586,6.799485,5.343151,5.90240733333333
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.592311,7.722613,6.341068,6.88533066666667
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.861143,7.355077,6.265657,6.82729233333333
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.658998,5.607929,4.496994,4.921307
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.636504,6.720251,5.534084,5.963613
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.676811,6.835271,5.603365,6.03848233333333
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.865644,6.232919,4.990556,5.36303966666667
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.619034,7.122331,5.428497,6.05662066666667
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.477221,7.286916,7.084901,6.94967933333333
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.067498,6.288674,5.481104,5.61242533333333
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.892261,7.824489,7.267263,7.32800433333333
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.664632,7.11487,5.807269,6.19559033333333
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.109563,6.834389,5.069211,5.67105433333333
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.475981,7.881849,5.779227,6.71235233333333
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.493177,6.643481,5.956027,6.030895
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.215562,7.560827,6.640381,6.80559
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.58612,7.577217,7.791262,7.31819966666667
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.94172,7.572308,5.060227,6.52475166666667
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.557356,7.641863,5.437154,6.54545766666667
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.511825,7.282982,6.292018,6.69560833333333
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.036499,7.161731,6.068941,6.42239033333333
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.036183,6.722391,5.668427,5.80900033333333
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.696406,6.562271,4.929677,5.72945133333333
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.735546,6.356399,5.429293,5.50707933333333
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.709732,5.927051,5.880915,5.50589933333333
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.671311,6.814692,5.872902,6.119635
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.545147,6.140982,6.339972,6.00870033333333
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.729834,6.233109,5.630148,5.53103033333333
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.458634,6.690742,4.377991,5.50912233333333
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.399683,6.679174,5.855324,5.97806033333333
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.639949,6.717394,5.382572,5.913305
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.99887,6.281933,5.436163,5.572322
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.85651,6.474801,7.440645,6.25731866666667
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.536646,5.836511,3.776519,4.71655866666667
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.089929,6.576903,5.527725,5.731519
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.780677,7.008237,4.761343,5.85008566666667
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.210492,5.566245,4.550467,4.77573466666667
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.253137,4.933658,4.253052,4.479949
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.266385,5.548446,3.481768,4.43219966666667
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.22823,5.018044,3.900738,4.38233733333333
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.327015,4.875945,4.286242,4.49640066666667
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.740853,5.335435,3.559182,4.21182333333333
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.194346,5.330296,3.925436,4.48335933333333
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.946698,4.953877,4.589211,4.49659533333333
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.312802,5.194634,3.219818,4.242418
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.793681,5.176254,4.501206,4.49038033333333
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.824082,5.804149,5.299887,5.30937266666667
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.192192,5.161938,4.086386,4.480172
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.675144,5.831414,4.899713,5.13542366666667
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.259275,5.274602,4.015769,4.51654866666667
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.33326,5.214042,3.128894,4.22539866666667
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.044657,6.411775,5.28475,5.580394
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.140927,6.411074,5.178516,5.576839
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.434006,5.994158,4.251462,5.226542
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.963647,6.32761,5.57558,5.95561233333333
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.23235,6.990233,5.087745,6.10344266666667
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.860692,7.341964,4.78418,5.995612
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.865644,6.290797,4.231715,5.12938533333333
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.770267,6.897387,5.694532,6.12072866666667
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.76632,7.028352,5.53552,6.110064
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.169447,7.199186,4.911981,6.093538
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.888538,7.475389,6.696314,7.02008033333333
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.10885,6.663973,5.390276,5.721033
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.908368,7.103314,5.716135,6.24260566666667
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.407724,7.12623,6.397897,6.310617
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.224373,6.508272,6.15239,5.96167833333333
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.308082,6.777105,5.942392,6.34252633333333
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.083668,6.501951,5.927871,6.17116333333333
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.630507,7.210676,5.913659,6.251614
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.027602,6.008814,5.115499,5.38397166666667
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.072641,6.308535,3.996271,5.12581566666667
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.128417,6.908598,5.715017,5.917344
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.130583,6.749659,6.517217,6.46581966666667
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.761055,6.842878,5.278685,5.96087266666667
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.926269,6.054715,5.268178,5.41638733333333
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.984711,6.507528,5.984771,5.82567
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.473768,7.623098,6.639439,6.91210166666667
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.20296,6.049253,5.513339,5.58851733333333
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.913764,6.978669,4.834778,5.90907033333333
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.902319,7.049427,5.64355,6.198432
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.95192,6.179454,4.90018,5.34385133333333
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.719732,6.299291,4.321541,5.11352133333333
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.716734,5.80228,2.57399,4.36433466666667
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.716734,5.80228,4.183248,4.900754
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.822573,5.804149,4.09985,4.90885733333333
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.716734,5.689139,4.128773,4.844882
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.716734,5.671471,4.054937,4.81438066666667
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.655712,5.507881,3.772097,4.64523
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.716734,5.439712,3.049371,4.401939
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",4.464409,5.513247,5.570372,5.182676
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.655712,5.346541,3.387464,4.463239
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",4.253137,5.029189,4.584602,4.62230933333333
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.655712,5.800183,4.523903,4.993266
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.653354,5.541259,4.707885,4.96749933333333
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.716734,5.80228,3.922265,4.81375966666667
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.77793,5.883024,4.823574,5.16150933333333
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.655712,5.80228,5.020909,5.15963366666667
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.716734,5.802239,4.79155,5.10350766666667
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.253137,4.885022,4.073304,4.403821
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.865644,6.049253,7.297014,6.070637
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.897023,5.186116,4.419002,4.50071366666667
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.253137,5.138136,3.824677,4.40531666666667
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.253196,5.108188,3.520915,4.29409966666667
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.291822,5.214959,4.877624,4.79480166666667
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.459922,5.448787,3.640071,4.51626
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.273319,5.354169,4.355334,4.66094066666667
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.614605,5.483622,5.976488,5.35823833333333
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.655712,5.80228,4.829443,5.09581166666667
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.253137,5.339562,5.420888,5.004529
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.514063,5.304235,4.307975,4.70875766666667
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.493221,5.222422,4.839553,4.851732
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.421833,6.416444,7.400761,6.41301266666667
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.38178,5.611422,3.502187,4.498463
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.716734,5.80228,5.235034,5.25134933333333
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.513627,5.687981,3.579318,4.593642
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.270325,5.219635,3.721725,4.403895
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.428008,5.10848,3.872678,4.469722
