"","sample","tissue","endometriosis","severity","p222573_s_at","p218276_s_at","p234491_s_at","SAV1"
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.041635,7.849418,7.608892,7.16664833333333
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.725162,6.151402,7.165941,6.34750166666667
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.237471,6.578209,7.790557,6.86874566666667
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.645154,5.873782,9.796404,7.10511333333333
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.764405,5.930759,7.645076,6.44674666666667
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.155741,7.517526,8.417874,7.36371366666667
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.128961,7.56378,8.514941,7.735894
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.393312,6.995889,7.909734,7.099645
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.88629,5.929278,7.251799,6.355789
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.47882,6.625127,8.049694,7.05121366666667
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.18696,7.075367,8.137204,7.133177
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.141681,7.366341,4.766892,5.75830466666667
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.723265,6.617658,7.790557,6.71049333333333
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.071364,7.408597,8.110932,7.19696433333333
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.162761,6.791841,7.790557,6.915053
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.956044,6.790632,5.971351,6.23934233333333
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.064799,8.147831,8.936331,8.04965366666667
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.919289,8.511376,8.812671,8.081112
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.583389,6.831759,8.171138,7.19542866666667
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.462406,7.789305,8.256572,7.502761
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.962925,7.667241,8.151906,7.594024
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.173313,7.395147,7.651987,7.40681566666667
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.565404,6.585296,7.790557,6.980419
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.656553,6.151402,6.488261,6.432072
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.344555,6.735476,7.688499,6.92284333333333
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",6.358652,8.333415,8.90233,7.864799
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.376587,7.838874,9.106875,7.774112
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",7.317656,8.064826,9.077841,8.153441
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.997708,8.455526,8.94589,8.13304133333333
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.889177,8.124702,9.161076,8.05831833333333
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.749629,8.307099,9.527499,8.52807566666667
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.365097,8.495708,9.578446,8.47975033333333
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.658665,7.827184,8.768996,7.751615
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.818946,7.051518,8.195323,7.021929
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.706346,7.439791,9.17835,7.774829
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.21883,8.147697,9.560324,8.30895033333333
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.158005,8.668583,9.991146,8.93924466666667
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.384307,8.164224,9.600412,8.382981
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.450743,8.028195,9.654999,8.377979
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.580124,8.640532,9.492668,8.571108
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.108102,8.43782,9.055254,8.200392
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.569666,7.87598,9.653016,8.36622066666667
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.397052,7.496254,8.763232,7.55217933333333
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.440003,7.072755,9.056752,7.85650333333333
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.321622,7.92087,9.336179,8.19289033333333
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.361233,7.739409,9.396086,8.165576
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.737958,7.930787,8.92792,7.865555
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.687817,8.807831,9.607584,8.70107733333333
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.948834,7.896914,9.345506,8.06375133333333
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.667092,6.870824,8.830644,7.45618666666667
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.813483,7.855639,9.129382,7.93283466666667
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.342712,7.75023,9.173809,8.088917
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.981353,7.525697,9.083206,7.86341866666667
