"","sample","tissue","endometriosis","severity","p222872_x_at","p233085_s_at","NABP1"
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.328233,6.222675,6.275454
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.906426,6.285888,6.096157
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.680246,5.042437,4.3613415
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.695643,4.938264,3.8169535
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.302187,7.172591,7.237389
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.260965,8.880152,9.0705585
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.726544,5.042437,4.8844905
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.273876,7.168492,7.221184
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.35624,5.350959,5.3535995
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.887953,7.659812,7.7738825
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.687615,6.643845,6.66573
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.623804,6.241657,6.4327305
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.140191,7.076165,7.108178
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.905339,8.34911,8.6272245
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.720966,8.475238,8.598102
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.945587,4.721619,5.333603
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.407314,6.57857,5.492942
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.636367,7.432981,7.534674
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.209718,6.898493,7.0541055
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.878733,5.042437,4.960585
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.878733,7.153429,6.016081
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.620752,8.508961,8.5648565
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.360806,5.375418,5.368112
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.635674,6.29279,6.464232
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.107617,5.529413,5.818515
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.680547,7.719435,7.699991
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.097476,6.200332,6.148904
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.156284,9.896246,10.026265
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.693097,9.203951,9.448524
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.248222,6.484799,6.3665105
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.913701,5.509563,5.211632
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.851462,9.45506,9.653261
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.37687,9.060509,9.2186895
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.12963,8.063707,8.0966685
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.377986,7.047986,7.212986
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.052602,5.6878,5.870201
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.368176,5.782158,6.075167
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.293171,7.041096,7.1671335
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.246312,7.168492,7.207402
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.773193,7.729874,7.7515335
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.338087,8.224139,8.281113
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.729387,7.770052,7.7497195
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.393943,7.965753,8.179848
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.252657,7.255157,7.253907
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.147878,7.791254,7.969566
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.425312,9.137073,9.2811925
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.588328,7.485467,7.5368975
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.672067,9.471426,9.5717465
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.258906,7.931772,8.095339
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.299379,7.293612,7.2964955
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.261192,7.079111,7.1701515
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.557334,7.544204,7.550769
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.64663,8.441276,8.543953
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.179238,9.083003,9.1311205
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.801345,6.514521,6.657933
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.277577,9.12767,9.2026235
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.878733,4.869446,4.8740895
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.669333,8.355746,8.5125395
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.131178,6.089529,6.1103535
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.878733,5.02019,4.9494615
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.295372,7.169455,7.2324135
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.624742,6.527864,6.576303
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.374657,6.383486,6.3790715
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.996402,8.842144,8.919273
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.406098,7.740574,8.073336
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.90262,7.20187,7.052245
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.561573,8.304716,8.4331445
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.921479,8.563294,8.7423865
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.794691,4.982835,5.388763
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.607141,6.448272,6.0277065
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.312822,6.104442,6.208632
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.691794,6.666009,6.6789015
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.979304,8.670561,8.8249325
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.913701,5.817854,5.3657775
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.039255,7.810943,7.925099
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.896439,8.884559,8.890499
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.630912,5.390789,5.5108505
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.274357,6.909455,6.591906
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.531228,6.3642,6.447714
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.143339,6.703178,6.9232585
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.638921,6.01836,5.8286405
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.517658,5.046556,5.282107
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.622867,5.812682,6.2177745
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.34042,11.229938,11.285179
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.497348,10.046445,10.2718965
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.931621,10.183696,10.0576585
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.65667,10.283709,10.4701895
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.0406,7.266301,7.1534505
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.293983,5.553399,5.423691
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.813954,6.38745,6.600702
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",8.157166,8.066026,8.111596
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.768513,7.763713,7.766113
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",7.233278,6.861794,7.047536
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.718909,8.030491,7.8747
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.085255,7.824573,7.954914
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.985317,8.513122,8.7492195
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.730462,8.469993,8.6002275
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.697086,10.283709,10.4903975
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.131564,10.888263,11.0099135
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.535915,7.198242,7.3670785
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.030184,8.769863,8.9000235
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.505853,7.329299,7.417576
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.295372,7.362839,7.3291055
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.881256,7.875757,7.8785065
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.9753,8.07117,8.023235
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.608979,8.39433,8.5016545
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.295372,7.42637,7.360871
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.641399,9.245288,9.4433435
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.659618,10.495905,10.5777615
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.620635,9.42727,9.5239525
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.603807,7.436862,7.5203345
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.436735,7.467977,7.452356
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.242581,9.964206,10.1033935
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.359536,7.168492,7.264014
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.51287,10.221322,10.367096
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.417341,7.416339,7.41684
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.239807,7.115806,7.1778065
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.052636,7.095685,7.0741605
