"","sample","tissue","endometriosis","severity","p78047_s_at","p221953_s_at","p225860_at","MMP24OS"
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.049479,7.491666,6.885765,6.80897
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.309198,7.421343,6.794676,6.841739
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.334054,7.410063,7.328929,7.02434866666667
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.217402,7.421343,7.130629,6.92312466666667
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.500251,8.050102,7.229957,7.26010333333333
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.512167,7.408996,7.008382,6.976515
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.36719,7.195872,6.896069,6.81971033333333
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.690589,7.699389,7.294868,7.228282
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.920626,8.199258,7.756678,7.62552066666667
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.849614,7.421343,6.992079,7.08767866666667
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.305097,7.725167,6.89775,6.97600466666667
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.150195,9.267841,9.055166,8.82440066666667
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.877202,8.824086,9.046386,8.582558
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.121172,9.845543,9.953413,9.64004266666667
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.200664,9.254764,9.390961,8.94879633333333
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.259956,10.134609,10.023696,9.806087
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.924998,9.510796,9.716404,9.384066
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.941815,10.354701,9.791824,9.36278
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.68731,10.27549,9.993186,9.65199533333333
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.906259,8.6616,8.532234,8.36669766666667
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.152839,9.733298,9.70884,9.531659
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.958142,10.021895,9.876918,9.618985
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.133734,8.748997,8.801687,8.56147266666667
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.041101,9.768197,9.718349,9.50921566666667
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.413793,8.506555,8.473402,8.13125
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.382511,8.973552,8.960424,8.77216233333333
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.490117,9.075455,8.779073,8.78154833333333
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.344035,9.883625,9.176092,9.134584
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.850287,10.310095,9.723725,9.62803566666667
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.150611,9.362964,9.246283,8.91995266666667
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.7584,9.068657,7.994093,7.94038333333333
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.314354,9.33304,8.969844,8.87241266666667
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.8151,10.398663,9.877107,9.69695666666667
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.412285,9.527589,9.306339,9.082071
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.07205,8.916988,8.50648,8.498506
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.281681,9.4164,8.946422,8.881501
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.990966,8.764508,8.980149,8.578541
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.941677,8.852049,8.558673,8.45079966666667
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.126869,9.813681,9.595316,9.178622
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.414463,10.49534,10.236482,10.0487616666667
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.503571,8.754195,8.449573,8.23577966666667
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.456523,9.251089,8.926387,8.54466633333333
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.456391,7.8931,7.419791,7.58976066666667
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.363371,7.856065,7.933325,7.717587
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.218083,7.455817,7.569052,7.41431733333333
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.568676,7.789266,8.039725,7.79922233333333
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.609317,7.111503,6.973558,6.898126
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.23987,7.420111,7.90025,7.520077
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.433632,7.786586,6.485572,6.90193
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",6.014484,7.455849,6.750956,6.74042966666667
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.742403,7.148414,6.263144,6.38465366666667
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",5.599491,7.267786,6.807401,6.558226
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.695847,7.852857,7.434088,7.32759733333333
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.993485,7.100469,6.902862,6.66560533333333
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.162397,7.100469,6.497793,6.58688633333333
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.007267,7.190985,7.038264,6.74550533333333
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.297713,7.339009,7.362331,6.99968433333333
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.683837,7.602862,7.310701,7.19913333333333
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.172688,7.28145,6.907434,6.78719066666667
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.372542,7.255026,6.878443,6.835337
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.944553,7.426526,6.845876,6.738985
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.405377,7.29529,7.211611,6.637426
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.761928,7.408025,6.78381,6.65125433333333
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.760418,8.116199,8.174991,7.68386933333333
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.420086,7.470616,6.97411,6.95493733333333
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.829582,7.227831,6.637552,6.56498833333333
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.227719,7.049962,6.750316,6.675999
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.131203,8.10425,7.88138,7.705611
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.402441,7.100469,6.906095,6.80300166666667
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.317709,7.334802,7.199334,6.950615
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.747894,7.100469,6.941536,6.596633
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.61656,6.911155,6.766401,6.76470533333333
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.89223,7.399024,7.011618,6.767624
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.111124,7.398204,7.316599,6.94197566666667
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.192567,7.334802,7.171723,6.89969733333333
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.023871,7.334802,7.08824,6.81563766666667
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.471872,7.225203,7.084781,6.92728533333333
