"","sample","tissue","endometriosis","severity","p209669_s_at","p210076_x_at","p217724_at","p227369_at","p228129_at","SERBP1"
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.673583,7.547014,11.962222,8.756489,7.499205,9.4877026
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.79738,7.430192,11.759593,8.961308,6.41915,9.0735246
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.721281,7.407397,12.077293,9.417564,6.781694,9.2810458
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.072713,7.677107,11.991944,9.03142,6.502787,9.2551942
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.592798,7.228982,11.990487,9.408053,7.611879,9.3664398
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.146386,7.407397,11.034428,8.379292,6.188755,8.8312516
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.428489,8.01904,12.470992,9.683851,8.285786,10.1776316
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.808595,7.425343,12.072371,8.940016,7.250598,9.4993846
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.238152,7.797185,12.439747,9.511521,8.067234,10.0107678
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.931445,7.542029,12.065456,9.445197,6.932577,9.3833408
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.393805,7.407397,11.611733,8.343659,6.673574,9.0860336
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.757445,7.655113,12.08712,9.507269,7.733034,9.7479962
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.937239,7.407397,11.898467,9.264434,7.203009,9.3421092
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.670724,7.700317,11.606147,8.180134,6.783399,9.1881442
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.493167,7.483395,12.093938,9.425241,7.420982,9.5833446
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.047204,7.670535,12.249306,8.955531,7.717341,9.7279834
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.057857,7.552846,12.130637,9.347489,7.136748,9.4451154
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.706365,7.571628,11.042336,8.20974,5.66743,8.6394998
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.993389,7.904285,12.451542,8.885855,7.632165,9.7734472
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.478065,7.710343,11.627683,8.130065,7.185625,9.2263562
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.72829,7.92645,12.164489,9.125834,7.42935,9.6748826
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.971578,7.813117,12.182172,8.986207,7.405883,9.6717914
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.216839,7.565295,12.045066,8.845049,7.020329,9.5385156
