"","sample","tissue","endometriosis","severity","p201469_s_at","p214853_s_at","SHC1"
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.974425,11.13956,9.0569925
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.981701,11.13577,9.0587355
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.886223,11.995354,10.4407885
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.958787,11.265596,9.1121915
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.384832,12.202255,10.7935435
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.072438,11.523244,9.297841
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.775968,11.415527,9.5957475
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.693038,11.953556,10.323297
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.060481,10.890343,8.975412
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.991461,11.286331,9.638896
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.152318,11.965087,10.0587025
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.95288,11.429746,9.691313
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.60506,10.667049,9.1360545
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.453902,10.785001,9.1194515
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.810412,11.044443,9.4274275
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.761477,11.62352,9.6924985
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.692684,11.139427,9.4160555
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.282348,11.576672,9.42951
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.729557,10.494307,8.111932
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.034101,11.347288,9.6906945
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.473735,11.648411,10.061073
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.207508,11.455999,9.8317535
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.463696,11.157733,9.3107145
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.302491,11.68926,9.9958755
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.359891,11.728949,10.04442
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.157071,11.783043,9.970057
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.552208,10.324534,8.438371
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.832711,10.479107,8.655909
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.102078,11.59462,9.848349
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.282632,11.794962,10.038797
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.965984,10.83436,8.400172
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.377836,10.521367,7.9496015
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.50401,10.863807,8.6839085
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.597218,10.663142,8.63018
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.649772,10.319283,7.9845275
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.42867,10.911309,8.6699895
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.416988,10.766584,8.591786
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.926885,10.041228,7.9840565
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.768057,11.025028,8.8965425
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.739033,10.321507,8.03027
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.19726,11.239174,9.218217
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.248625,10.868457,8.558541
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.769817,11.250263,8.51004
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.07508,10.54557,8.310325
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.360004,10.462236,8.41112
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.243997,12.00669,10.1253435
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.588909,10.806366,9.1976375
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.692664,10.630164,9.161414
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.860946,12.088014,10.47448
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.383623,11.330537,9.85708
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.545777,11.856091,10.200934
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.063487,11.740115,9.901801
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.12339,11.649919,9.8866545
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.761477,11.143352,9.4524145
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.761477,10.755154,9.2583155
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.191899,12.315239,10.753569
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.788905,11.535618,9.6622615
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.515237,10.968431,9.241834
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.50528,12.021859,10.2635695
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.979441,11.947113,9.963277
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.761477,11.610708,9.6860925
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.246321,10.811225,9.028773
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.525886,11.213538,8.869712
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.935085,11.147317,9.541201
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.70683,11.153395,9.4301125
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.956462,11.94894,9.952701
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.361914,11.846969,10.1044415
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.646288,11.61398,9.630134
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.191778,11.814734,10.003256
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.355575,11.324629,9.340102
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.799182,11.945163,10.3721725
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.844576,11.050074,8.947325
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.44989,12.109268,10.279579
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.317819,11.69412,10.0059695
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.582156,11.251019,9.4165875
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.113483,11.180559,9.147021
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.566254,10.898457,9.7323555
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.468442,10.303467,9.3859545
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.327688,11.066012,10.19685
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.769883,11.223794,10.4968385
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.659483,10.23668,9.4480815
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.460351,10.734029,9.59719
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.360826,10.744816,9.552821
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",6.327368,10.692669,8.5100185
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.576794,11.237655,9.4072245
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",6.378414,10.628286,8.50335
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.069448,10.98455,9.026999
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.526766,11.386015,9.4563905
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.850091,10.685149,8.26762
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.236701,10.916849,9.076775
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.7574,11.503034,9.630217
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.761477,11.414286,9.5878815
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.329538,10.974771,9.1521545
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.955544,11.917543,9.9365435
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.559086,10.089849,7.8244675
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.664069,10.777845,8.720957
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.107143,10.507276,8.3072095
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.974875,10.64296,8.8089175
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.055657,11.152896,9.1042765
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.068639,10.554489,8.811564
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.374121,10.938034,8.6560775
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.430228,11.21103,9.320629
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.108097,10.851605,8.979851
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.075006,10.920035,8.9975205
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.114582,10.763283,8.9389325
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.015309,11.792819,9.904064
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.903189,10.772398,8.8377935
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.811751,11.543419,9.677585
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.47139,10.783324,8.627357
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.539296,10.663142,8.601219
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.627896,10.745573,8.6867345
