"","sample","tissue","endometriosis","severity","p55705_at","p221764_at","R3HDM4"
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.663038,11.526375,11.0947065
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.191139,10.850311,10.520725
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.141006,9.771382,9.956194
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.119358,10.760865,10.4401115
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.440782,10.41207,9.926426
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.036258,10.683608,10.359933
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.580974,11.361139,10.9710565
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.331155,11.110178,10.7206665
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.441385,11.412348,10.9268665
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.040399,10.731676,10.3860375
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.604162,11.551326,11.077744
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.594229,10.344353,9.969291
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.639871,11.749218,11.1945445
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.81265,12.485014,12.148832
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.782459,10.946169,10.364314
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.440158,10.159051,9.7996045
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.344516,9.968318,9.656417
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.547314,10.217042,9.882178
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.769858,10.498685,10.1342715
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.746515,10.434255,10.090385
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.516402,8.602379,8.5593905
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.448392,8.883288,9.16584
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.413175,9.138265,9.27572
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",8.628673,9.415452,9.0220625
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.593314,9.980142,9.286728
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",8.490494,9.129972,8.810233
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.785127,10.002929,9.394028
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.759283,9.917772,9.3385275
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.689536,8.711845,8.7006905
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.11862,10.313719,9.7161695
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.526686,10.895269,10.2109775
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.4996,10.652905,10.0762525
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.614836,9.785186,9.200011
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.554383,10.964639,10.259511
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.79031,8.572306,8.181308
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.530711,8.873124,8.7019175
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.401626,8.724634,8.56313
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.314848,9.464474,8.889661
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.687696,9.123336,8.905516
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.487344,9.530114,9.008729
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.20008,10.188198,9.694139
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.942,9.702807,9.3224035
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.937735,10.214402,9.5760685
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.447934,9.158422,8.803178
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.627933,9.818937,9.223435
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.626824,10.797531,10.2121775
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.344631,9.094808,8.7197195
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.129307,10.12054,9.6249235
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.70826,9.177033,8.9426465
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.462453,8.981805,8.722129
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.584695,9.389197,8.986946
