"","sample","tissue","endometriosis","severity","p201504_s_at","p201515_s_at","p201513_at","TSN"
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.828358,9.605747,6.860477,7.76486066666667
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.550238,9.446455,6.863602,7.62009833333333
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.30143,9.676029,6.867076,7.94817833333333
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.788947,9.680008,7.122185,7.86371333333333
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.012544,8.902203,5.957719,6.95748866666667
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.166893,9.244883,5.386684,6.93282
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.420047,9.028602,6.390912,7.27985366666667
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.63051,7.774686,5.386684,5.93062666666667
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.203892,8.746826,5.454242,6.80165333333333
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.401937,8.302003,5.025996,6.243312
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.67845,7.407989,3.076333,5.05425733333333
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.196072,7.583987,5.527735,6.102598
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.521098,9.456269,5.46871,7.14869233333333
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.534798,8.80403,3.317748,5.88552533333333
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.176024,7.988423,3.703688,5.62271166666667
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.935533,8.493343,4.41256,5.94714533333333
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.104876,9.270513,6.090753,7.15538066666667
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.63051,6.984937,2.879775,4.83174066666667
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.305034,7.838058,3.307097,5.48339633333333
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.604808,9.743699,7.565424,7.97131033333333
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.481171,8.828177,6.31938,6.87624266666667
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.975295,8.27814,4.287761,5.84706533333333
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.847416,9.308234,6.863164,7.672938
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.611302,8.721614,5.016671,6.44986233333333
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.995563,7.787489,4.30908,5.69737733333333
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.493068,9.02744,6.310425,6.94364433333333
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.681906,7.988519,5.548744,6.40638966666667
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.918466,8.305448,3.93089,5.718268
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.030643,8.696729,6.367415,6.69826233333333
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.61872,8.429446,5.208686,6.41895066666667
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.848673,9.32711,6.17933,7.118371
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.63051,8.008163,2.87074,5.16980433333333
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.278389,8.448996,5.386684,6.37135633333333
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.903042,7.755628,4.975875,5.87818166666667
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.995808,7.43442,4.743906,5.72471133333333
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.918466,7.942295,3.948857,5.603206
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.716044,8.463745,5.14686,6.77554966666667
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.66894,8.877646,5.362617,6.636401
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.830837,9.199216,5.262207,6.76408666666667
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.017504,9.465213,6.425142,7.30261966666667
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.582881,9.481808,7.449914,7.838201
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.918466,8.953382,5.446108,6.43931866666667
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.047364,9.607645,7.674795,8.10993466666667
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.177335,10.194899,7.449492,8.607242
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.243709,8.92075,5.358581,6.84101333333333
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.394108,9.180036,6.434859,7.33633433333333
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.512181,9.321819,7.014193,7.94939766666667
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.6385,9.695356,6.90911,7.74765533333333
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.28259,9.872736,6.931961,8.02909566666667
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.488489,9.855624,6.54951,7.964541
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.398053,9.407055,6.348148,7.38441866666667
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.314032,9.272018,5.562735,7.38292833333333
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.14629,10.831242,8.515837,9.16445633333333
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.65668,10.899602,8.30237,8.952884
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.520653,10.785644,8.166321,8.824206
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.055153,10.681845,8.334334,9.02377733333333
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.180492,10.222125,8.036239,8.47961866666667
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.622291,10.889993,8.066184,8.85948933333333
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.892033,10.812312,7.868007,8.85745066666667
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.066675,10.700067,8.056099,8.940947
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.583619,10.328303,8.223554,8.71182533333333
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.086011,10.881661,8.625488,9.19772
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.192389,10.817406,8.258666,9.089487
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.073115,11.034473,8.656851,9.254813
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.405252,9.767925,7.855566,8.009581
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.072668,11.148945,8.492957,9.23819
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.112932,10.984488,8.560431,9.21928366666667
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.389489,8.754824,5.354197,6.83283666666667
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.110672,9.517312,6.271223,7.633069
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.127726,9.719358,6.727451,7.85817833333333
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.592413,9.295144,6.58468,7.49074566666667
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.964177,8.431608,5.386684,6.260823
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.129973,8.888017,5.564002,6.860664
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.32543,9.91707,6.781022,8.00784066666667
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.706345,9.080855,5.504899,7.09736633333333
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.044941,8.710458,5.873649,6.87634933333333
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.918466,8.111912,5.417207,6.149195
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.810412,8.291381,4.989948,6.36391366666667
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.51521,9.605166,6.842464,7.65428
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.285609,8.533956,5.907212,6.57559233333333
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.624797,9.49957,6.410542,7.51163633333333
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.399912,9.159326,5.555098,7.038112
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.398775,8.930515,6.643737,6.991009
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.918466,7.461423,5.393098,5.924329
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.63051,8.278567,6.645181,6.518086
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.444054,9.623339,6.397081,7.488158
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.195482,10.193722,7.256119,8.21510766666667
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.072087,9.3706,7.135231,7.52597266666667
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.047553,8.736841,5.386684,6.39035933333333
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.481171,9.012729,6.444512,6.97947066666667
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.078318,9.420077,6.662979,7.38712466666667
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.601857,9.638516,6.558257,7.59954333333333
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.319851,8.570813,5.628799,6.50648766666667
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.670069,9.834932,6.283106,7.59603566666667
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.174699,9.320947,5.803088,7.099578
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.080091,8.707884,5.172194,6.65338966666667
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.687116,9.242923,6.612429,7.18082266666667
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.618602,9.459409,6.566654,7.54822166666667
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.879679,9.916502,7.756471,8.18421733333333
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.714057,9.713449,6.765667,7.73105766666667
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.903224,10.146847,7.262807,8.10429266666667
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.411866,10.332595,7.07012,8.271527
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.070829,10.543496,6.864824,8.49304966666667
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.10438,10.350342,6.929989,8.128237
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.478533,10.47013,7.3565,8.101721
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",5.051259,10.067367,7.972284,7.69697
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.379419,10.32407,7.827525,8.17700466666667
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",6.439306,10.175265,7.555883,8.056818
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.370255,9.917515,7.70431,7.99736
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.56264,10.520033,7.836173,8.306282
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.299534,9.865238,7.333906,7.83289266666667
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.71981,10.221415,7.328823,8.090016
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.810844,10.399219,7.916994,8.37568566666667
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.867742,10.284863,8.009166,8.387257
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.460828,10.363472,7.396203,8.073501
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.347183,10.016822,7.673199,8.01240133333333
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.669557,10.806004,8.207504,8.894355
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.843763,10.323926,7.597632,8.255107
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.917273,10.439894,8.017037,8.458068
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.241292,10.402275,7.766357,8.13664133333333
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.374032,10.153153,7.313493,7.94689266666667
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.007015,9.952003,7.191835,7.716951
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.481171,9.597215,7.200934,7.42644
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.104282,10.238204,7.899732,8.41407266666667
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.04939,9.693942,7.489181,7.744171
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.225831,10.492928,7.764241,8.49433333333333
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.532756,10.499671,7.839024,8.29048366666667
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.906757,9.723276,7.097971,7.90933466666667
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.958249,10.498002,7.48979,8.315347
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.677738,10.078604,7.248585,8.00164233333333
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.938221,10.484727,7.460031,8.29432633333333
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.089186,10.585118,7.706865,8.46038966666667
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.817494,10.428074,7.581378,8.27564866666667
