"","sample","tissue","endometriosis","severity","p205555_s_at","p210319_x_at","MSX2"
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.949119,10.101129,8.525124
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.018584,6.889861,5.9542225
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.211486,8.944363,8.0779245
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.669305,11.473259,11.071282
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.906346,12.555102,12.230724
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.889913,9.445212,8.6675625
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.453658,8.974147,8.2139025
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.454476,10.083841,9.7691585
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.53306,10.608054,10.070557
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.979554,6.871094,7.425324
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.763678,10.904533,10.3341055
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.983541,13.505476,12.7445085
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.037963,12.030981,11.034472
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.800534,9.626922,8.713728
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.096911,11.416284,10.7565975
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.897329,7.399271,6.6483
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.828466,7.027453,6.4279595
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.088223,9.974471,9.031347
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.343773,10.212396,9.7780845
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.676529,7.489216,6.5828725
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.63101,7.31199,5.9715
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.874892,9.08352,8.479206
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.695223,10.63435,9.6647865
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.545046,12.436145,11.4905955
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.609883,11.709345,11.159614
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.844203,11.013422,9.9288125
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.928088,9.549302,8.238695
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.739885,11.191923,9.965904
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.584893,9.939036,8.7619645
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.392532,8.561249,7.4768905
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.718934,9.678511,8.6987225
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.059342,10.297226,9.178284
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.545777,9.392648,8.4692125
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.076018,7.246893,6.1614555
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.593109,11.534174,10.5636415
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.597776,7.43355,6.515663
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.48257,10.301032,9.391801
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.60078,9.439201,8.0199905
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.388703,11.334083,10.361393
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.725787,11.24545,10.4856185
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.018584,7.289959,6.1542715
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.430265,8.845944,7.6381045
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.692598,11.225196,10.958897
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.938836,6.900459,5.9196475
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.143202,12.424541,11.7838715
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.80542,5.723268,5.764344
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.635232,11.015026,10.325129
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.861982,12.307862,11.584922
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.121783,9.591444,8.3566135
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.129031,11.027421,10.078226
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.126696,10.370723,9.7487095
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.336809,7.619118,6.4779635
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.385888,7.970452,7.67817
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.843555,10.674525,9.75904
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.601325,5.865126,5.2332255
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.119253,6.586493,5.852873
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.741424,10.35192,9.546672
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.188973,10.600553,9.394763
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.403577,11.711321,11.057449
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.718692,12.336916,11.527804
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.361957,7.331522,6.3467395
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.711706,12.524341,11.6180235
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.903635,9.743507,8.323571
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.01958,7.890551,6.4550655
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.417725,12.294271,11.355998
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.300808,10.477336,9.389072
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.554432,12.244879,11.3996555
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.368153,11.258538,10.3133455
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.997468,11.253367,10.6254175
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.767248,9.286819,8.0270335
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.518644,11.101243,10.3099435
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.099236,6.26468,5.181958
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.601325,7.544394,6.0728595
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.327425,5.487762,4.4075935
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.556258,6.21384,5.385049
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.058166,12.11234,10.585253
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.324138,11.812138,10.568138
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.179433,11.151002,9.6652175
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",3.735573,6.295665,5.015619
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.258764,8.589836,6.9243
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",6.785829,9.975048,8.3804385
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.972754,8.793663,7.3832085
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.965087,9.990679,8.477883
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.245561,8.105186,6.1753735
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.597206,10.152285,8.3747455
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.073349,6.722842,5.3980955
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.735573,4.997591,4.366582
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.731721,11.284733,9.508227
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.638778,9.421279,8.0300285
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.711322,10.994994,9.353158
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.084706,10.734541,8.9096235
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.334931,12.507132,10.9210315
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.362181,8.766313,7.064247
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.617467,9.024367,7.320917
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.702437,8.436727,7.069582
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.069228,10.13585,8.602539
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.88608,5.89268,4.88938
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.625911,8.795573,7.210742
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.14387,11.985624,10.564747
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.158456,11.413523,10.2859895
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.780566,7.619927,6.7002465
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.821892,11.837251,10.3295715
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.601325,6.375046,5.4881855
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.040833,11.296796,9.6688145
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.159504,11.400384,9.779944
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.057021,12.056878,10.5569495
