"","sample","tissue","endometriosis","severity","p201456_s_at","p201458_s_at","p209974_s_at","BUB3"
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.326167,8.208197,9.798005,8.11078966666667
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.208472,7.045373,9.566152,7.60666566666667
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.266603,8.22477,9.480174,7.65718233333333
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.502572,7.672946,8.69827,7.29126266666667
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.972834,6.996823,8.657601,6.87575266666667
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.619415,7.348827,8.594194,7.18747866666667
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.330278,9.287814,10.534878,9.05099
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.943327,8.13175,9.306225,7.79376733333333
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.972723,7.72385,9.519782,7.40545166666667
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.972723,7.348827,9.26369,7.19508
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.540803,8.686669,9.960588,8.39602
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.166464,6.658338,8.350107,6.39163633333333
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.844511,7.574465,9.069078,7.496018
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.710627,9.784371,11.025981,9.84032633333333
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.994839,8.129698,9.756208,8.29358166666667
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.619415,7.695591,9.252592,7.52253266666667
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.582898,9.001856,10.322245,8.63566633333333
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.73243,8.132246,10.067196,7.97729066666667
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.619415,7.209716,8.614714,7.14794833333333
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.948094,8.324622,9.867022,8.04657933333333
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.71924,7.271612,9.379469,7.12344033333333
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.588308,6.915871,8.475535,6.65990466666667
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.844516,8.190873,9.874287,7.969892
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.389656,7.506166,9.308065,7.40129566666667
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.509022,8.500158,10.274844,8.428008
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.608002,7.348827,9.519292,7.49204033333333
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.266221,7.207168,9.345983,7.273124
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.972723,7.355472,9.025605,7.11793333333333
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.619415,7.011349,8.898817,7.176527
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.996609,7.338201,9.640463,7.65842433333333
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.619415,7.386205,8.940549,7.31538966666667
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.593394,8.096991,9.368656,7.686347
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.014319,8.497219,9.797983,8.436507
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.791913,9.409494,10.254334,8.81858033333333
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.229605,9.525159,11.001353,9.252039
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.806893,8.996976,10.081499,8.628456
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.512762,9.343855,10.336766,9.064461
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.419401,9.765565,10.732121,9.639029
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.690255,8.339203,10.103227,8.04422833333333
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.613596,8.302599,9.81368,8.24329166666667
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.56899,9.843177,10.667623,9.35993
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.314442,9.423294,10.079736,8.93915733333333
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.680147,8.99585,10.57905,8.75168233333333
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.384999,10.287271,10.967276,9.87984866666667
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.645537,8.691228,9.96454,8.43376833333333
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.281471,9.364139,10.358398,9.001336
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.976392,10.691504,12.101905,10.923267
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.693684,10.345213,11.763845,10.600914
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.583525,10.672941,11.911226,10.722564
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.217825,10.186065,11.353939,10.2526096666667
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.893611,9.858282,11.300279,10.0173906666667
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.107,10.877021,11.748935,10.9109853333333
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.723142,10.620397,11.943026,10.7621883333333
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.741475,10.492989,11.881379,10.705281
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.069956,10.154962,11.312497,10.1791383333333
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.452318,10.275544,11.760522,10.496128
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.194678,9.634339,11.229275,10.0194306666667
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.170221,10.109984,11.280594,10.186933
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.072708,9.127877,11.016979,9.40585466666667
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.764261,10.704367,11.893503,10.787377
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.951782,10.45637,12.215438,10.87453
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.156147,8.654284,10.258565,8.68966533333333
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.473932,9.408895,10.525425,9.136084
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.085707,9.839032,11.017809,9.647516
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.728581,8.669428,9.992505,8.46350466666667
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.052571,7.846474,9.683877,7.860974
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.452057,8.293744,9.804633,8.183478
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.490713,9.617876,10.685671,9.26475333333333
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.122108,8.44709,9.969073,8.17942366666667
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.185268,8.133964,9.867564,8.06226533333333
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.619415,7.000869,9.055821,7.22536833333333
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.013271,7.314782,9.742179,7.356744
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.759027,9.296181,9.940742,8.66531666666667
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.619415,7.66614,9.102637,7.46273066666667
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.333208,8.758377,10.115881,8.40248866666667
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.216877,8.528556,10.052514,8.26598233333333
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.425835,8.077824,9.548536,8.01739833333333
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.613596,7.060819,9.734971,7.80312866666667
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.502965,7.992826,9.893953,7.79658133333333
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.156125,9.113534,10.498319,8.92265933333333
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.353925,9.58761,10.933267,9.29160066666667
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.932793,8.454528,10.116871,8.168064
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.150911,7.582891,9.436186,7.72332933333333
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.736815,8.193495,9.62503,7.85178
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.881761,8.88034,10.069511,8.61053733333333
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.825799,9.394012,10.47236,8.89739033333333
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.318547,7.727835,9.004316,7.683566
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.146179,9.342853,10.762432,9.08382133333333
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.922064,8.630556,9.967449,8.17335633333333
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.399169,8.207606,9.709321,8.10536533333333
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.615964,8.561123,10.003521,8.393536
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.225293,9.178628,10.686385,9.030102
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.387655,9.915622,10.65038,9.651219
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.470051,9.725392,10.458075,9.55117266666667
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.4063,9.91749,10.727504,9.68376466666667
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.321618,9.511007,10.263666,9.36543033333333
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.764146,10.003942,11.177332,10.31514
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.262868,9.955773,11.280106,9.83291566666667
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.328151,9.894099,11.324903,9.849051
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",7.507993,9.914431,11.234643,9.55235566666667
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.184449,10.313351,11.158314,9.88537133333333
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",8.649563,10.218093,11.059812,9.97582266666667
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.865486,9.88505,11.163772,9.63810266666667
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.119095,10.090508,11.335138,9.848247
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.873376,9.890604,10.637767,9.467249
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.892118,9.885962,11.109009,9.62902966666667
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.468668,10.446626,11.046539,9.98727766666667
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.309664,10.208635,11.005152,9.84115033333333
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.757708,10.778824,11.825155,10.4538956666667
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.713246,9.740395,10.973184,9.47560833333333
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.741528,10.604874,11.455109,10.6005036666667
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.773511,10.118481,11.244538,10.04551
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.091824,10.501389,11.436837,10.34335
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.974459,10.817035,11.68044,10.4906446666667
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.037372,9.675892,10.978648,9.56397066666667
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.207808,9.90769,10.92696,9.68081933333333
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.041629,10.147211,10.985762,9.72486733333333
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.425797,9.812653,10.49143,9.57662666666667
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.088823,10.083617,11.094518,9.75565266666667
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.870851,10.511408,11.563615,10.3152913333333
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.697142,10.821068,11.76549,10.4279
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.026442,10.037169,11.017264,9.693625
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.064878,10.290156,11.468961,10.274665
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.012441,9.767528,10.577212,9.45239366666667
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.880439,10.602909,11.493165,10.3255043333333
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.861387,10.433363,11.441147,10.245299
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.620795,10.561972,11.376218,10.1863283333333
