"","sample","tissue","endometriosis","severity","p206020_at","p227542_at","SOCS6"
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.608617,6.790059,5.199338
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.621828,6.49609,5.558959
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.811488,7.162617,5.4870525
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.58011,5.668282,4.624196
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.053035,6.130988,4.5920115
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.922097,10.079622,8.5008595
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.595667,7.955199,6.275433
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.821534,6.860888,5.341211
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.7999,8.034972,6.417436
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.704161,7.16953,5.9368455
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.224769,7.359443,5.792106
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.621828,7.614108,6.117968
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.980553,6.680807,5.33068
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.278618,6.778847,5.5287325
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.675977,8.340347,7.008162
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.954314,7.357332,5.655823
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.954314,6.66441,5.309362
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.58011,5.706879,4.6434945
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.621828,7.164605,5.8932165
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.985831,7.199539,5.592685
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.7999,7.064362,5.932131
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.141853,6.599529,5.370691
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.334966,5.928186,4.631576
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.954314,7.837799,5.8960565
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.966553,7.539604,5.7530785
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.069202,7.42979,5.749496
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.789934,9.69075,7.740342
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.954314,7.089931,5.5221225
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.437618,7.807312,5.622465
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.066681,8.56014,6.8134105
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.095477,8.706971,6.401224
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.7999,8.192849,6.4963745
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.621828,7.845559,6.2336935
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.405616,8.026054,6.215835
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.379931,8.538153,6.959042
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.247601,9.777676,8.0126385
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.703538,7.199516,5.451527
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.933382,6.710685,5.3220335
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.92121,8.798716,6.859963
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.313777,9.429027,7.871402
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.899707,8.935541,6.917624
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.15113,9.232009,7.6915695
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.660676,9.874367,8.2675215
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.706891,9.482787,7.594839
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.909036,8.481725,6.6953805
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.475929,9.811024,8.1434765
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.196077,9.431149,7.813613
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.625213,8.945292,7.2852525
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.35418,9.200428,7.777304
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.516505,9.178071,7.347288
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.778181,8.675074,7.2266275
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.390561,8.936272,7.1634165
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.90157,9.119675,7.5106225
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.156607,7.89065,6.0236285
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.682678,8.419159,6.5509185
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.131645,8.154633,6.143139
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.058751,7.929716,5.9942335
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.308546,6.49609,5.402318
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.356636,7.668201,6.0124185
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.621828,7.980945,6.3013865
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.469447,7.024219,5.246833
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.296363,8.021607,6.158985
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.340479,7.994739,6.167609
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.749074,7.600751,6.1749125
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.621828,8.297365,6.4595965
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.954314,7.482762,5.718538
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.049288,8.089909,6.0695985
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.007359,7.9418,6.4745795
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.026622,7.876733,5.9516775
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.540797,8.466723,7.00376
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.954314,7.552293,5.7533035
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.621828,8.091038,6.356433
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.382415,7.70578,6.0440975
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.621828,7.886549,6.2541885
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.141393,6.966202,5.5537975
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.77676,7.852798,6.314779
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.539859,7.486038,6.0129485
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.954314,7.422753,5.6885335
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.800995,7.802666,6.3018305
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.062906,7.392412,5.727659
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.521579,7.130196,5.3258875
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.58011,6.001299,4.7907045
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.581523,9.057823,7.319673
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.218535,9.330062,7.2742985
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.053828,8.7512,6.902514
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.503514,8.534817,7.0191655
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.343336,9.060092,7.201714
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.34019,8.485851,6.9130205
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.420699,7.962369,6.191534
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.58011,6.926134,5.253122
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.617652,6.891568,5.75461
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",5.954945,9.589209,7.772077
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.505019,9.110022,7.3075205
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",5.958249,9.486427,7.722338
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.849103,9.281355,8.065229
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.818837,8.890321,7.354579
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.409061,9.812725,8.110893
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.664197,8.776868,7.2205325
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.919349,8.903904,7.4116265
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.51403,8.555128,7.034579
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.221937,8.554464,6.8882005
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.256061,8.589559,7.42281
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.404179,9.559352,7.9817655
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.765905,8.917239,6.841572
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.621828,8.474286,6.548057
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.801141,9.759664,7.7804025
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.684719,8.857567,7.271143
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.824165,9.041954,7.4330595
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.63383,9.01305,7.82344
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.557803,8.707551,7.132677
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.225732,9.297796,7.761764
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.664062,8.090095,6.3770785
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.339923,8.152253,6.746088
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.061774,8.772818,7.917296
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.805004,8.378727,6.5918655
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.32995,8.802246,7.066098
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.7999,8.183405,6.4916525
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.7999,8.268643,6.5342715
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.831222,8.441393,6.6363075
