"","sample","tissue","endometriosis","severity","p230263_s_at","p230206_at","p230207_s_at","DOCK5"
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.874867,6.061223,6.949824,6.96197133333333
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.603065,5.660583,7.525888,7.26317866666667
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.747169,5.398853,6.416424,6.187482
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.308736,6.572613,7.569795,7.48371466666667
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.077789,4.303263,6.407802,5.929618
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.443047,4.050167,6.234042,5.90908533333333
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.065386,4.874573,6.54538,6.16177966666667
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.60128,5.571742,6.319415,6.16414566666667
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.06893,4.141148,5.681067,5.29704833333333
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.794064,4.141148,6.564779,5.499997
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.768394,5.179255,6.710426,6.55269166666667
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.596773,7.153054,7.981091,7.910306
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.797267,7.108887,8.107448,8.004534
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.733948,9.936578,9.549524,10.07335
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.415524,7.036395,7.539939,7.66395266666667
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.96236,8.322628,8.834517,9.039835
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.025908,9.0881,9.255425,9.45647766666667
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.911851,8.140337,8.903035,8.98507433333333
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.304212,8.029364,8.458062,8.59721266666667
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.258395,6.820546,7.306032,7.46165766666667
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.527904,8.175158,8.332426,8.678496
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.313336,8.4563,8.560502,8.77671266666667
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.969965,8.964417,9.426734,9.45370533333333
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.357717,5.72163,6.947199,6.67551533333333
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.620847,5.761293,7.280239,6.88745966666667
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.91582,5.919471,7.65745,7.49758033333333
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.343651,4.685438,6.222966,6.41735166666667
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.078068,4.844218,6.947199,6.956495
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.185225,4.171044,6.475929,6.27739933333333
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.496853,6.010889,8.36962,8.292454
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.427856,4.033585,6.52628,6.32924033333333
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.621553,4.038105,6.782478,6.480712
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.471655,4.033585,6.644885,6.383375
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.185942,5.171251,6.922534,7.09324233333333
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.684543,6.965518,8.025095,8.225052
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.274059,5.262532,6.815506,7.11736566666667
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.106783,4.819862,6.499223,6.47528933333333
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.114005,5.317745,7.884343,7.772031
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.69188,5.210979,7.150196,7.017685
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.638437,5.714894,7.497361,7.283564
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.517834,5.520623,7.346324,6.794927
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.064938,8.648656,8.785141,9.166245
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.443337,6.823447,7.478184,7.581656
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.016545,6.985473,7.992593,7.99820366666667
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.062307,4.141148,6.11919,5.10754833333333
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.145873,4.547408,6.782478,6.15858633333333
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.012053,7.761527,8.274428,8.349336
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.048685,5.782575,6.947199,6.926153
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.227454,8.031857,8.873417,9.04424266666667
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.42783,3.522605,5.005575,4.98533666666667
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.939522,4.050167,5.759256,5.58298166666667
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.963705,7.056875,8.002788,8.00778933333333
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.496172,6.286982,7.436394,7.406516
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.370453,5.913771,6.323183,6.53580233333333
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.718692,6.180754,7.275962,7.05846933333333
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.545372,6.791036,7.325314,7.55390733333333
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.324505,4.141148,6.139677,5.53511
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.062181,5.710179,6.166607,6.312989
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.291607,6.383052,6.955767,7.210142
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.022255,7.593376,8.053598,8.22307633333333
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.644264,7.228809,7.792922,7.888665
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.685077,4.050167,5.756247,5.49716366666667
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.727961,6.629685,7.794603,7.71741633333333
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.491752,6.324933,7.430391,7.415692
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.113806,6.910783,7.111288,7.37862566666667
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.034603,4.215941,5.509192,5.58657866666667
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.790416,7.185681,7.948264,7.974787
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.598247,6.157261,6.543866,6.766458
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.900991,5.482629,6.551347,6.644989
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.87174,7.504343,8.111152,8.16241166666667
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.79429,8.512452,8.629602,8.97878133333333
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.123259,9.153578,10.319821,9.86555266666667
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.524415,9.195451,10.41683,9.712232
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.217052,7.925299,9.68985,9.27740033333333
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.456729,8.703445,10.218562,9.45957866666667
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.470675,8.649077,10.284406,9.46805266666667
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.733465,7.487049,9.253867,8.49146033333333
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.952827,6.91559,9.10523,7.99121566666667
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",9.069406,4.447512,7.325914,6.94761066666667
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.992567,4.050167,6.134856,6.05919666666667
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",9.608627,5.926916,7.630387,7.72197666666667
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.566095,7.491473,9.401038,9.486202
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.206793,5.227213,7.309072,7.24769266666667
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.621095,5.580635,7.531197,7.57764233333333
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.131746,4.949063,6.968395,7.01640133333333
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.711925,7.008009,8.481851,8.73392833333333
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.789328,5.198836,7.252732,7.413632
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.627445,4.746902,6.74853,6.70762566666667
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.167138,4.40451,6.943466,6.83837133333333
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.901661,4.596844,6.917845,6.80545
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.364235,4.951858,7.364232,7.226775
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.809635,6.004976,8.023304,7.94597166666667
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.257252,6.122652,8.085169,8.15502433333333
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.565317,4.141148,6.752368,6.48627766666667
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.021934,6.894355,8.807859,8.90804933333333
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.472743,5.378453,7.281957,7.37771766666667
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.59566,6.072105,8.001575,7.88978
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.278576,5.420376,8.089751,7.92956766666667
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.844419,6.169856,8.011916,8.00873033333333
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.158265,5.331308,7.986581,7.82538466666667
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.20471,5.589367,7.319694,7.371257
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.244931,5.528453,7.676554,7.48331266666667
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.686451,5.811614,7.987287,7.82845066666667
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.318795,5.289465,7.418507,7.34225566666667
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.479098,5.91729,7.781369,7.725919
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.11846,5.9053,7.843177,7.95564566666667
