"","sample","tissue","endometriosis","severity","p202626_s_at","p210754_s_at","LYN"
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.940731,4.486383,5.213557
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.235345,3.125483,3.180414
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.850987,3.728053,3.78952
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.110987,5.861646,6.4863165
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.486986,5.831994,7.15949
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.749265,3.125483,3.937374
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.932731,3.674908,3.8038195
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.597465,4.348609,4.973037
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.5084,3.906932,3.707666
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.913145,3.96433,4.4387375
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.648814,6.022368,6.335591
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.646524,6.346163,6.4963435
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.109171,3.575588,4.3423795
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.411963,5.177415,5.794689
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.51648,4.299829,4.9081545
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.573789,3.171482,3.8726355
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.162372,5.144721,6.1535465
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.536317,3.96433,4.7503235
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.035499,3.881861,4.95868
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.786165,4.586661,5.686413
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.339214,5.659359,6.4992865
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.056232,4.86202,5.459126
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.805409,3.125483,3.465446
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.695458,4.739752,6.217605
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.210911,4.053577,4.632244
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.020866,3.260221,3.6405435
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.415509,3.96433,4.1899195
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.243218,4.672753,4.9579855
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.750537,3.937346,4.8439415
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.276266,5.902066,6.589166
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.552984,5.170968,5.861976
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.551697,4.952882,5.7522895
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.463604,3.978449,4.7210265
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.519302,7.721022,8.120162
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.125913,7.451552,7.7887325
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.679557,4.774742,5.2271495
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.135611,5.216661,5.676136
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.356157,7.60852,7.9823385
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.312249,5.992163,6.652206
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.618211,6.700783,7.159497
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.163887,6.172714,6.6683005
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.734358,6.18323,5.958794
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.595261,5.996663,6.295962
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.703001,7.28964,7.4963205
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.677938,7.993637,8.3357875
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.447959,7.08604,7.2669995
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.357939,7.885773,8.121856
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.027308,6.19218,6.609744
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.247896,7.216837,7.2323665
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.114324,8.035675,8.0749995
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.051087,7.846448,7.9487675
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.318993,7.015676,7.1673345
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.48541,7.138664,7.312037
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.381809,8.114395,8.248102
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.014571,7.592244,7.8034075
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.675622,6.328557,7.0020895
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.087075,7.728888,7.9079815
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.933283,7.578228,7.7557555
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.992884,7.352138,7.672511
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.477273,6.675099,7.076186
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.264492,6.387558,6.826025
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.664969,6.949324,7.3071465
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.161296,3.870977,4.5161365
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.489079,7.708388,8.0987335
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.780257,6.406642,6.5934495
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.183651,5.90818,6.0459155
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.852034,5.748956,6.300495
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.195769,3.125483,3.660626
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.769444,5.615818,6.192631
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.233268,6.146746,6.690007
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.31378,3.527077,4.4204285
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.968834,5.595877,6.2823555
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.70787,7.263709,7.9857895
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.198269,5.88015,6.5392095
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.340055,3.96433,4.1521925
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.251838,3.260221,4.7560295
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.924251,5.769245,6.346748
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.926619,5.665045,6.295832
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.923622,7.599395,8.2615085
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.669975,3.96433,4.8171525
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.731647,5.170968,5.9513075
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.197747,6.061376,6.6295615
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.964905,3.263675,4.11429
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.373491,5.170968,5.7722295
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.780257,5.586757,6.183507
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.332333,6.033019,6.682676
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.926538,5.957438,6.441988
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.249096,5.281665,5.7653805
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.610263,4.210493,4.910378
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.270587,6.990271,7.130429
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.004648,5.170968,5.087808
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.277629,5.334538,5.3060835
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.942646,6.787548,6.865097
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.908288,6.089697,5.9989925
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.999547,5.870229,5.934888
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.583197,5.673542,6.1283695
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",4.703824,4.109786,4.406805
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.019461,5.516328,5.7678945
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",7.699033,6.814834,7.2569335
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.623075,5.501012,5.5620435
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.021415,6.423445,6.72243
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.225774,6.270301,6.7480375
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.970437,6.97746,7.4739485
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.206843,5.708393,5.957618
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.708781,7.922163,8.315472
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.89121,5.714384,5.802797
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.198494,7.599432,7.898963
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.78879,7.471927,7.6303585
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.817827,7.312173,7.565
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.889819,6.054493,6.472156
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.290539,6.667019,6.978779
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.411414,8.36671,8.889062
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.38221,6.003567,6.1928885
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.495734,5.170968,5.333351
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.579222,8.964808,9.272015
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.308685,5.628303,5.968494
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.531991,7.067127,7.299559
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.541135,5.728964,6.1350495
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.116788,6.335607,6.7261975
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.722165,7.06627,7.3942175
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.399618,8.641732,9.020675
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.103652,7.376241,7.7399465
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.21694,7.58991,7.903425
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.843858,7.078362,7.46111
