"","sample","tissue","endometriosis","severity","p206284_x_at","p205172_x_at","p211043_s_at","CLTB"
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.28841,9.954337,10.652247,10.2983313333333
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.227067,9.813079,10.450671,10.1636056666667
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.715886,9.366117,10.196955,9.75965266666667
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.256237,8.937469,9.708316,9.300674
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.597377,8.432864,9.263856,8.764699
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.920701,9.48527,10.376473,9.92748133333333
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.542106,10.394835,10.947266,10.628069
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.116176,8.350943,8.654918,8.37401233333333
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.159083,8.081808,8.360207,8.200366
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.253666,7.98912,8.52535,8.25604533333333
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.310995,8.094591,8.653589,8.35305833333333
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.423904,8.42627,8.84433,8.56483466666667
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.140783,7.868996,8.344583,8.11812066666667
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.318255,8.174832,8.567417,8.35350133333333
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.235658,7.86574,8.429473,8.176957
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.433069,8.412453,8.865401,8.57030766666667
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.382806,8.25661,8.773236,8.470884
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.886271,8.473478,9.019604,8.79311766666667
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.845611,8.644184,9.167499,8.88576466666667
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.639384,9.361086,9.896882,9.63245066666667
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.360636,8.259323,8.785013,8.468324
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.475985,8.33288,8.838469,8.54911133333333
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.318926,8.985193,9.757678,9.35393233333333
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.311825,8.960679,9.716304,9.32960266666667
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.357427,10.10008,10.757202,10.404903
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.14523,9.768446,10.211592,10.041756
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.322539,10.198937,10.963696,10.4950573333333
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.40068,10.290423,10.85678,10.515961
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.100425,9.680965,10.440087,10.0738256666667
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.396398,10.090622,10.738107,10.4083756666667
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.615049,9.344317,10.26206,9.74047533333333
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.868746,10.390037,11.346595,10.8684593333333
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.498755,10.290894,11.193755,10.6611346666667
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.367006,9.047771,10.292561,9.56911266666667
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.257736,9.892714,11.070657,10.4070356666667
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.239801,9.82898,10.793098,10.287293
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.081668,9.831295,10.735832,10.216265
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.929154,9.655664,10.670678,10.0851653333333
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.720337,9.463406,10.177168,9.78697033333333
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.791265,9.494885,10.97143,10.08586
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.657355,9.423361,10.253927,9.77821433333333
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.29059,9.092662,9.93023,9.43782733333333
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.906653,9.460175,10.616637,9.99448833333333
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.528065,10.303388,10.976439,10.6026306666667
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.823362,9.583909,10.727467,10.0449126666667
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.764942,9.561285,10.490318,9.93884833333333
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.897383,9.562988,10.382087,9.947486
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.069515,9.639514,10.588004,10.099011
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.342372,9.138017,10.168478,9.54962233333333
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.367428,10.0226,10.95578,10.4486026666667
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.708617,10.425437,11.186585,10.7735463333333
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.929362,9.5199,10.083732,9.84433133333333
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.121403,8.937469,9.764069,9.27431366666667
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.632753,8.305874,8.396212,8.44494633333333
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.351647,8.473265,8.162521,8.32914433333333
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.387263,8.412307,8.06579,8.28845333333333
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.530293,8.610636,8.586778,8.57590233333333
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.124174,7.914396,7.616887,7.88515233333333
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.610325,8.369685,8.05541,8.34514
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.022681,8.934347,9.197688,9.051572
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",8.507903,8.494495,9.053392,8.68526333333333
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.713074,8.554927,8.722979,8.66366
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",7.636961,7.665798,8.169108,7.82395566666667
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.555966,8.468338,8.865401,8.62990166666667
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.483314,8.496252,8.878328,8.619298
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.985449,7.907804,8.258481,8.050578
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.37057,8.273876,8.534156,8.39286733333333
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.35213,8.350718,8.544718,8.41585533333333
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.615346,8.479515,8.92929,8.674717
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.680138,7.81911,8.066075,7.85510766666667
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.715826,8.529834,8.88035,8.70867
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.383319,7.450685,7.847,7.56033466666667
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.664356,7.433766,7.902497,7.666873
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.721114,7.695078,8.105388,7.84052666666667
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.696086,8.122497,7.98825,7.935611
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.470755,8.318846,8.635363,8.474988
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.194219,8.206411,8.539177,8.313269
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.385122,8.279427,8.539404,8.40131766666667
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.510018,8.259323,8.587266,8.45220233333333
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.349978,8.259323,8.538018,8.38243966666667
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.795279,7.829786,8.043578,7.88954766666667
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.310774,8.172202,8.634792,8.37258933333333
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.844381,8.854378,9.282666,8.99380833333333
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.79589,7.539898,8.169537,7.83510833333333
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.451632,8.259323,8.805127,8.50536066666667
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.115153,8.259357,8.406676,8.26039533333333
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.775415,7.648963,8.164453,7.86294366666667
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.072307,7.92964,8.433959,8.145302
