"","sample","tissue","endometriosis","severity","p203041_s_at","p226671_at","LAMP2"
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.998063,8.808364,9.9032135
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.590992,7.730025,9.1605085
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.012458,8.173682,9.59307
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.712491,7.886595,9.299543
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.001319,8.233106,9.6172125
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.610204,8.247998,9.429101
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.724924,7.04029,8.382607
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.228094,6.456793,7.8424435
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.182592,7.552119,8.8673555
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.801611,7.974594,9.3881025
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.197643,8.413371,9.305507
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.114289,8.794331,9.95431
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.661739,8.83999,10.2508645
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.353926,8.532911,9.9434185
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.321334,7.620908,8.971121
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.192062,7.864549,9.5283055
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.507584,9.324197,10.9158905
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.934445,8.134655,9.53455
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.617421,8.863816,10.2406185
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.903321,7.799229,9.351275
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.738232,9.27874,10.508486
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.857615,8.151968,9.5047915
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.242743,7.352416,8.7975795
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.442907,6.710812,8.5768595
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.234655,8.548708,10.3916815
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.231307,7.888342,9.0598245
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.496223,7.290029,8.893126
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.345532,5.738065,7.5417985
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.19221,6.006582,8.099396
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.457019,7.123744,8.2903815
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.702509,6.000642,7.8515755
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.371623,8.002926,9.6872745
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.571081,4.710015,6.140548
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.904458,6.626455,8.2654565
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.659015,7.685874,9.1724445
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.112719,6.30418,8.7084495
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.090987,7.177964,8.6344755
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.289566,6.675057,8.4823115
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.058332,7.21266,8.635496
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.562434,4.710015,6.6362245
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.589482,6.854259,8.2218705
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.898549,7.234986,8.5667675
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.302487,5.934129,7.618308
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.267012,7.21266,8.739836
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.133776,6.050904,7.59234
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.768511,7.448546,9.1085285
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.149998,7.013692,8.581845
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.804737,6.195042,7.9998895
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.996569,7.351463,8.174016
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.607806,6.737156,8.172481
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.756053,5.600446,7.6782495
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.408612,6.076078,7.742345
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.724856,7.743004,9.23393
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.82032,8.101834,9.461077
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.313383,7.959776,9.6365795
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.374691,7.294158,9.3344245
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.186565,7.253831,8.720198
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.692081,7.561879,9.12698
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.606736,6.246631,7.9266835
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.263925,7.050598,8.1572615
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.668597,5.688221,7.178409
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",9.436284,7.533095,8.4846895
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.499972,9.082128,9.79105
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",10.433237,8.194918,9.3140775
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.753165,9.429278,10.5912215
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.935602,7.97282,8.954211
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.534555,8.985225,10.25989
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.234488,8.440708,9.337598
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.429956,8.654545,9.5422505
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.669298,7.916022,9.29266
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.50901,9.115757,9.8123835
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.64227,8.056866,9.349568
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.825499,8.15143,9.4884645
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.207712,8.537999,9.3728555
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.973172,8.259303,9.1162375
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.051802,9.183965,10.1178835
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.770204,8.409572,9.589888
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.815288,8.927016,10.371152
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.408434,8.445334,9.426884
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.105956,7.721948,9.413952
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.287742,8.4269,9.857321
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.584785,7.212671,8.398728
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.593936,7.264989,8.4294625
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.62986,8.452904,9.541382
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.092642,7.686994,8.889818
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.136835,8.251359,9.694097
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.38944,7.340044,8.364742
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.970148,7.185643,8.5778955
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.955864,7.785227,8.8705455
