"","sample","tissue","endometriosis","severity","p204381_at","p228525_at","LRP3"
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.30173,4.592127,4.9469285
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.932436,4.627198,5.279817
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.424622,5.354513,6.8895675
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.291738,6.595862,7.9438
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.998096,4.934666,6.466381
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.989901,4.592127,6.291014
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.11684,6.128715,7.6227775
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.599624,6.449857,7.5247405
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.227478,7.943367,9.0854225
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.346644,7.860417,9.6035305
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.400709,5.375506,7.3881075
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.147597,5.559356,6.8534765
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.04683,7.033353,8.5400915
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.89509,7.015329,8.4552095
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.822525,5.466714,7.1446195
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.369553,8.52097,9.9452615
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.128571,8.174061,9.651316
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.270369,5.063773,6.667071
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.85328,6.816327,7.8348035
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.404259,7.276389,8.840324
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.205035,5.609179,6.907107
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.607291,6.89011,8.2487005
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.806298,7.028111,7.9172045
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.961094,6.472797,7.7169455
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.702246,6.362886,7.532566
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.74084,5.779697,7.2602685
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.827996,5.351581,6.5897885
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.565498,5.695984,7.130741
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.866581,6.475211,8.170896
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.54474,7.431253,8.9879965
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.442745,5.358802,6.9007735
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.484287,7.883911,8.184099
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.735679,8.115725,9.425702
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.077839,7.658815,8.868327
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.255744,7.717953,8.9868485
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.186109,6.259309,7.722709
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.154647,5.433028,7.2938375
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.927151,6.472827,8.199989
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.129423,5.193103,6.661263
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.161333,7.059544,8.6104385
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.193554,5.069163,6.6313585
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.387501,4.592127,5.989814
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.382119,5.817244,7.5996815
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.342033,7.044776,8.6934045
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.957222,4.804585,6.3809035
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.039987,5.343912,6.6919495
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.348762,4.46166,5.905211
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.549978,4.967386,6.758682
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.222081,6.089973,7.656027
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.924929,6.706438,8.3156835
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.628227,4.592127,6.110177
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.837479,4.388612,6.1130455
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.151953,4.615021,5.883487
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.921461,4.069319,5.49539
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.91009,4.627198,5.768644
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.440269,4.627198,6.0337335
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.762141,4.627198,6.1946695
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.723704,4.724664,6.224184
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.928839,4.801575,5.865207
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.657323,4.592127,6.124725
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.004292,4.619694,5.811993
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.406983,4.32929,5.8681365
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.692993,4.829517,6.261255
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.55636,4.592127,6.0742435
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.580233,4.592127,6.08618
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.456777,6.215068,7.3359225
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.82856,4.837529,6.3330445
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.020972,6.389417,8.2051945
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.959717,5.406554,6.6831355
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.061405,7.129402,8.5954035
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.850728,5.9839,7.417314
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.309568,5.142206,7.225887
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.099056,6.734927,8.4169915
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.905194,5.394877,7.1500355
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.958738,7.141341,8.0500395
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.40667,6.47203,7.93935
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.985292,5.422975,6.7041335
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.957493,6.899993,7.928743
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.620742,4.95892,6.789831
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.140499,4.801575,6.471037
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.615078,5.186143,6.9006105
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.703408,5.94314,7.823274
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.236165,6.988981,8.612573
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.356975,6.155927,7.756451
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.237829,4.801575,7.019702
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.448402,4.627198,6.5378
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.312526,7.311039,8.8117825
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.175412,6.263694,7.219553
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.139213,4.837529,6.488371
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.43279,6.380788,7.906789
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.364838,5.63353,6.999184
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.211961,5.720922,7.4664415
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.988626,4.86711,6.927868
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.622014,6.573799,8.0979065
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.487636,5.451111,7.4693735
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.780605,6.042245,7.911425
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.337096,4.592127,4.9646115
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.531988,4.627198,5.079593
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.74614,4.629759,5.1879495
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.216348,4.592127,5.4042375
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.309243,4.913171,5.611207
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.27096,4.615021,5.9429905
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.763848,4.615021,6.1894345
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",6.23942,4.615021,5.4272205
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.715369,4.606827,5.661098
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",6.812233,4.795708,5.8039705
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.427168,4.592127,5.5096475
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.698765,4.592127,5.645446
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.209826,4.592148,5.400987
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.159766,4.592127,5.3759465
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.162672,4.592127,5.3773995
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.152747,4.592127,5.372437
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.040625,4.594425,5.817525
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.165312,4.592127,5.3787195
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.132976,4.627198,5.880087
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.39593,4.615021,6.0054755
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.765719,4.592127,5.678923
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.172911,4.61907,5.8959905
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.448148,4.407017,5.4275825
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.602894,4.615021,5.6089575
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.511875,4.615021,5.563448
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.085501,4.592127,5.338814
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.159766,4.592127,5.3759465
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.137851,4.592127,5.864989
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.940342,3.777914,5.359128
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.777739,4.592127,5.184933
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.783944,4.52769,6.155817
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.198481,4.280853,5.239667
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.452369,4.592407,5.522388
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.012787,4.592127,5.802457
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.887583,4.592127,5.739855
