"","sample","tissue","endometriosis","severity","p202701_at","p205574_x_at","p207595_s_at","BMP1"
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.756752,9.643877,7.704499,8.70170933333333
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.92698,10.194583,7.873939,9.331834
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.071104,9.745912,7.949624,8.92221333333333
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.480636,9.288592,7.791751,8.85365966666667
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.115796,8.970269,7.46657,8.517545
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.490488,9.80078,7.884284,9.05851733333333
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.608686,9.720635,7.861645,9.06365533333333
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.529808,8.306173,6.661668,7.83254966666667
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.827809,10.252424,8.057782,9.37933833333333
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.223879,8.861442,6.950915,8.345412
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.837197,9.565595,7.85183,9.084874
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.008553,10.550663,8.511841,9.69035233333333
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.653296,10.434681,8.683333,9.59043666666667
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.875077,5.938687,4.831922,6.21522866666667
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.871367,7.983717,6.121638,7.65890733333333
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.463664,9.427897,7.453018,8.78152633333333
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.238682,8.434715,6.839383,7.83759333333333
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.266202,8.87245,6.952582,8.36374466666667
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.868252,8.927533,6.978687,8.25815733333333
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.063416,9.091046,6.526657,8.22703966666667
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.894607,10.97632,9.113694,10.328207
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.86678,7.933787,6.526657,7.77574133333333
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.109651,8.394414,6.526657,8.01024066666667
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.137859,9.57568,7.739386,8.81764166666667
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.372852,8.379746,6.517323,8.08997366666667
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.461908,9.477496,7.309994,8.74979933333333
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.42511,9.224992,7.461996,8.70403266666667
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.763448,9.161773,7.294932,8.40671766666667
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.948113,8.018758,6.14935,7.37207366666667
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.651943,9.119469,7.00299,8.258134
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.451746,8.713975,6.753216,7.972979
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.832951,8.513981,6.888458,8.41179666666667
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.369696,8.789214,7.039542,8.06615066666667
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.010023,9.661648,7.977462,9.21637766666667
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.268476,4.9866,3.657286,5.30412066666667
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.031982,8.380865,6.633189,8.01534533333333
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.359209,8.13976,6.535991,7.67832
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.782481,8.218882,6.541022,7.51412833333333
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.138412,8.260793,6.299777,7.56632733333333
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.899959,9.029967,7.532165,8.48736366666667
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.478198,9.366825,7.751919,8.532314
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.213768,8.408795,6.526657,7.71640666666667
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.885592,8.42767,6.656235,7.98983233333333
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.407181,7.003087,5.796993,6.73575366666667
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.399379,9.235309,7.521092,9.05192666666667
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.670585,10.038808,8.270036,9.32647633333333
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.957126,6.118802,4.420593,6.165507
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.783349,6.200288,4.74707,6.243569
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.106543,6.273433,4.876941,6.75230566666667
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.261984,6.70855,5.589339,7.18662433333333
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.571729,5.263374,3.903473,5.57952533333333
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.769533,5.998824,5.044854,6.60440366666667
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.017279,6.738824,5.508888,7.08833033333333
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.711175,5.198613,4.568744,5.82617733333333
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.790416,5.791299,4.885096,6.15560366666667
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.113046,6.192675,4.653193,6.319638
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.969448,5.980774,5.044854,5.99835866666667
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.551509,7.049724,5.441131,7.01412133333333
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.664458,6.493543,4.871476,6.343159
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.982996,6.596722,5.013555,6.531091
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.187026,6.228652,4.709136,6.374938
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.21516,9.102084,7.594243,8.63716233333333
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.3176,7.968723,6.360008,7.548777
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.078019,9.232593,7.411073,8.573895
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.865462,9.109632,7.499488,8.49152733333333
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.032254,9.374463,7.360234,8.922317
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.866799,9.464377,7.704981,8.678719
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.952862,10.051452,8.528889,9.51106766666667
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.102518,10.460358,8.692276,9.75171733333333
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.092309,8.189737,6.621704,7.63458333333333
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.305558,8.399107,6.720503,8.14172266666667
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.500521,10.82561,8.785972,10.0373676666667
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.505342,8.837841,6.93998,8.09438766666667
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.595668,7.842554,6.388493,7.608905
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.265406,10.120357,8.420424,9.60206233333333
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.975949,8.933987,6.967193,8.29237633333333
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.771006,8.412504,6.397206,7.86023866666667
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.608968,7.847455,6.161208,7.53921033333333
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.869307,6.858944,5.775228,7.16782633333333
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.188952,9.50586,7.827941,8.84091766666667
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.851649,8.897874,7.179961,8.309828
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.838208,9.255285,7.413603,8.50236533333333
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.993489,10.200792,8.528942,9.57440766666667
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.688597,9.09344,7.211174,8.33107033333333
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.071945,9.317122,7.508843,8.63263666666667
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.963075,9.817783,7.99189,9.25758266666667
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.632002,10.081274,8.722266,9.81184733333333
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.316668,8.729473,7.079526,8.37522233333333
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.171505,10.495294,8.61727,9.76135633333333
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.670419,9.480013,7.317272,8.822568
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.842089,8.635433,7.113327,8.19694966666667
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.420285,7.549365,5.997204,7.32228466666667
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.652583,7.525751,5.985413,7.05458233333333
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.216566,7.26868,6.526657,7.00396766666667
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.115132,7.573613,6.397206,7.36198366666667
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.071369,8.456118,6.6095,7.712329
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.823054,8.050747,6.680621,7.851474
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.388107,9.124742,7.647802,8.720217
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.671662,9.031956,7.337906,8.680508
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",9.411791,6.096651,4.272756,6.59373266666667
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.676502,6.493543,5.204061,7.124702
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",8.51876,6.493543,5.545923,6.852742
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.059829,6.567516,5.044854,6.55739966666667
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.602223,7.694839,6.226343,7.841135
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.496441,5.849995,4.784244,6.04356
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.349565,7.728608,6.037123,7.70509866666667
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.839055,7.064055,5.438409,7.11383966666667
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.67984,7.586879,6.052973,7.43989733333333
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.646875,7.553454,6.047891,7.74940666666667
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.524937,8.195371,6.369451,8.02991966666667
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.128873,6.428635,4.914709,6.15740566666667
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.386503,6.493543,5.291663,6.723903
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.630041,6.493543,5.151399,6.75832766666667
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.128416,6.355135,5.044854,6.50946833333333
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.277243,7.313704,6.082943,7.55796333333333
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.156127,6.183862,5.044854,6.46161433333333
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.014837,6.607353,4.896163,6.50611766666667
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.024802,7.094787,5.839452,6.986347
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.147637,6.502374,5.009103,6.553038
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.813514,7.444393,5.824619,7.360842
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.114927,7.428474,5.668703,7.40403466666667
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.679856,8.458051,6.547249,8.22838533333333
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.757509,7.528062,6.047125,7.444232
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.779066,7.921663,6.487977,7.72956866666667
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.070555,7.39776,6.053754,7.50735633333333
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.618373,7.141978,5.714643,7.15833133333333
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.458827,6.997761,5.620839,7.025809
