"","sample","tissue","endometriosis","severity","p219291_at","p229984_at","p236649_at","DTWD1"
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.96086,8.231418,6.721933,7.97140366666667
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.899612,7.953151,6.637765,7.830176
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.554778,7.469603,7.21863,7.414337
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.673899,8.180932,7.996533,7.95045466666667
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.404571,8.05471,8.333184,8.264155
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.37163,6.916354,8.194264,7.49408266666667
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.652711,6.762479,8.404818,7.273336
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.743832,6.709435,8.495311,7.31619266666667
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.727388,7.06723,7.783481,7.526033
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.398102,6.484306,7.960057,7.28082166666667
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.549487,6.787384,8.902606,7.413159
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.470365,5.520655,7.616381,6.53580033333333
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.470365,5.977607,7.086378,6.51145
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.036531,8.116063,10.096554,8.749716
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.981555,6.674605,8.988869,7.548343
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.922298,6.54046,7.425504,6.962754
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.323063,7.038559,9.554615,7.972079
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.281077,6.58966,8.76762,7.546119
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.126881,5.681959,9.725742,7.51152733333333
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.853152,6.462055,9.038104,7.45110366666667
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.556447,7.078673,8.89894,7.84468666666667
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.321112,5.92078,8.159376,7.133756
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.331531,6.828699,9.231496,7.797242
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.032768,6.852734,7.03076,6.97208733333333
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.174637,7.268167,8.797767,7.746857
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.505912,7.615057,8.957882,8.02628366666667
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.669208,7.885292,9.765009,8.43983633333333
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.466496,5.864815,7.590245,6.64051866666667
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.470525,6.47789,9.03096,7.65979166666667
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.553405,6.338422,7.449744,6.78052366666667
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.470365,5.993791,7.033423,6.499193
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.246986,7.461047,9.221766,7.97659966666667
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.413353,6.557958,8.673804,7.54837166666667
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.768876,6.838867,8.74464,7.78412766666667
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.557207,6.260331,8.039852,7.28579666666667
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.736513,7.353134,8.922783,8.00414333333333
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.774339,7.132563,8.124756,7.67721933333333
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.382957,7.09895,7.783117,7.42167466666667
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.988037,6.573521,7.860071,7.140543
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.547479,6.332203,7.805742,6.89514133333333
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",8.536531,7.816744,9.530837,8.62803733333333
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.636135,8.175891,9.53875,8.783592
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",8.773425,8.248781,9.849455,8.95722033333333
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.353525,7.703673,9.016903,8.35803366666667
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.233829,7.26367,8.291343,7.929614
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.907957,7.890625,9.300413,8.36633166666667
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.238109,7.072443,8.690922,8.00049133333333
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.739492,8.135161,9.042324,8.63899233333333
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.347584,6.731295,8.406124,7.82833433333333
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.122304,8.110316,10.365855,9.19949166666667
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.466982,6.182725,7.947773,7.19916
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.776631,8.234431,8.642122,8.55106133333333
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.674908,7.451159,9.808538,8.64486833333333
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.575417,7.25371,9.566871,8.46533266666667
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.25014,7.959912,9.669037,8.95969633333333
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.814353,6.51899,8.869509,7.734284
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.82085,7.373434,9.376304,8.52352933333333
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.351859,6.501906,7.708512,7.520759
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.370784,6.519976,8.382574,7.757778
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.99227,7.956936,8.672169,8.54045833333333
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.810059,7.426926,8.947125,8.39470333333333
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.720673,7.629225,8.647329,8.332409
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.419518,5.114164,7.795315,6.77633233333333
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.546425,7.619092,8.90111,8.35554233333333
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.370048,6.273043,9.321668,7.988253
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.453987,7.745812,8.86572,8.355173
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.690921,6.520743,8.683177,7.964947
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.723433,7.189885,8.306058,8.07312533333333
