"","sample","tissue","endometriosis","severity","p208290_s_at","p208708_x_at","p208706_s_at","EIF5"
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.885431,9.410734,9.617717,8.971294
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.386754,8.800595,9.411965,8.53310466666667
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.971867,9.456363,9.011206,8.81314533333333
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.490212,7.979391,8.713507,7.72770333333333
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.73169,8.857709,8.907429,8.49894266666667
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.476814,8.001134,7.934767,7.13757166666667
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.245313,6.481811,6.814716,5.51394666666667
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.281425,7.087466,6.222827,5.863906
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.972323,8.595456,9.12888,8.23221966666667
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.793028,7.470744,8.236405,6.500059
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.307261,7.293898,6.987291,5.86281666666667
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.002114,6.988355,7.306032,6.432167
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.446821,7.509891,8.298129,7.084947
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.817236,5.802241,6.298822,5.30609966666667
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.547889,7.232049,6.993879,6.257939
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.23847,10.519096,11.011272,10.2562793333333
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.043625,8.816742,9.202139,8.35416866666667
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.758259,7.265568,7.567362,6.53039633333333
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.16038,9.681523,9.71657,9.18615766666667
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.577055,8.011733,8.245434,7.278074
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.85047,7.958877,7.911122,6.906823
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.4299,7.638456,7.993053,6.68713633333333
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.056768,8.69165,8.317396,8.021938
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.701771,7.194351,6.43309,6.10973733333333
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.56335,8.362561,8.616574,7.847495
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.237797,8.518018,8.442552,7.732789
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.896595,8.389833,8.450768,7.57906533333333
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.559087,6.437437,6.404369,5.46696433333333
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.787504,8.701629,8.789058,7.759397
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.787504,8.351625,8.405002,7.51471033333333
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.20608,7.666983,7.760928,6.877997
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.854327,7.776167,6.93126,6.52058466666667
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.3748,8.910759,7.507092,7.59755033333333
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.927685,8.109689,8.508732,7.51536866666667
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.56212,7.791834,8.593855,7.31593633333333
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.226191,8.613171,9.088548,7.97597
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.976179,10.486496,11.272108,10.2449276666667
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.864251,7.973768,8.5871,7.47503966666667
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.388191,10.66369,10.635946,10.2292756666667
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.070477,11.263449,11.171163,10.8350296666667
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.224015,9.411073,9.646866,9.09398466666667
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.423905,9.443788,9.417956,9.09521633333333
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.071153,10.464831,10.403326,9.97977
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.300542,10.787623,10.746854,10.2783396666667
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.723665,10.088342,10.210639,9.67421533333333
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.30566,10.488566,11.329732,10.3746526666667
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.558616,8.122925,8.839064,7.84020166666667
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.905176,9.079742,9.709224,8.89804733333333
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.370476,10.638643,10.698174,10.2357643333333
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.589368,10.880011,11.460011,10.64313
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.793645,10.302735,11.015042,10.0371406666667
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.134664,11.293701,11.620526,11.016297
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.523103,10.952923,11.547332,10.6744526666667
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.538125,10.796145,11.452247,10.5955056666667
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.385262,10.714445,11.09985,10.3998523333333
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.75966,11.246971,11.641621,10.8827506666667
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.556161,11.010675,11.669678,10.7455046666667
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.142482,10.409076,10.951843,10.1678003333333
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.052706,11.495646,11.741286,11.096546
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.738257,11.053843,11.241518,10.6778726666667
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.871586,10.481397,11.066564,10.139849
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.279275,10.614307,10.951232,10.2816046666667
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.432842,10.673726,11.107585,10.4047176666667
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.296128,8.62274,9.093238,8.33736866666667
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.089254,10.367519,10.72421,10.0603276666667
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.469788,9.81131,10.008848,9.429982
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.27359,9.763286,9.465466,9.16744733333333
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.134706,7.317183,6.957119,6.136336
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.965703,8.908452,8.834556,8.236237
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.509095,9.003515,9.016777,8.50979566666667
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.600895,8.148954,7.430756,7.393535
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.766468,9.218674,9.576645,8.853929
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.512559,7.066219,6.715958,5.43157866666667
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.214378,8.741178,8.273343,8.07629966666667
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.905466,9.308894,9.846035,9.02013166666667
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.39601,9.178965,9.188306,8.58776033333333
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.458847,8.963307,8.687367,8.36984033333333
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.602169,9.330797,9.370099,8.76768833333333
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.430244,9.141542,9.396647,8.65614433333333
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.20922,7.932199,8.246389,7.12926933333333
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.574892,8.513202,8.451199,7.17976433333333
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.806923,8.508003,8.907738,8.07422133333333
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.371325,9.090002,9.191324,8.55088366666667
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.065769,9.596143,9.558129,9.073347
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.997554,7.207305,7.871113,6.35865733333333
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.187619,8.578516,9.721659,8.49593133333333
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.940048,9.437831,9.628753,9.00221066666667
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.011901,8.257685,8.886205,8.05193033333333
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.637312,6.872886,7.152837,5.88767833333333
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.973827,8.65489,9.077824,8.23551366666667
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.430492,7.943817,7.822621,7.39897666666667
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.73559,8.401922,8.856285,7.99793233333333
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.901213,9.410328,9.892692,9.06807766666667
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.633269,9.941542,10.386112,9.653641
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.789595,11.187218,11.316271,10.7643613333333
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.90873,11.245468,11.295237,10.8164783333333
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.574501,11.101569,11.324771,10.666947
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.682935,11.077426,11.229706,10.6633556666667
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.824671,10.493555,10.587667,9.968631
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.869299,9.766131,10.331615,9.32234833333333
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.41964,10.327538,10.526548,9.75790866666667
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",7.554621,9.059329,10.382857,8.99893566666667
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.405324,9.742193,10.895201,9.680906
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",8.391753,9.939621,10.78496,9.70544466666667
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.333257,10.600559,11.316275,10.416697
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.15236,9.733199,10.708659,9.531406
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.619954,10.062035,10.450493,9.71082733333333
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.243348,10.666125,11.097998,10.3358236666667
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.514783,10.82971,11.510656,10.618383
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.474284,10.947906,11.36948,10.5972233333333
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.78904,9.363753,10.738535,9.29710933333333
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.521085,10.746133,11.004651,10.4239563333333
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.297474,10.575099,11.247547,10.3733733333333
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.671619,10.166627,10.976641,9.93829566666667
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.523093,9.930695,10.819817,9.75786833333333
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.271339,10.632715,11.521624,10.475226
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.900173,10.408445,10.681689,9.996769
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.080018,10.516853,11.015323,10.2040646666667
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.399317,9.821295,9.75542,9.325344
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.844533,11.149358,11.120488,10.704793
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.409806,10.533745,11.035048,10.3261996666667
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.86872,10.280689,10.676682,9.94203033333333
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.982558,9.525919,10.334961,9.281146
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.223165,12.212662,11.583297,11.6730413333333
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.117578,10.553973,10.947174,10.2062416666667
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.770743,11.22205,11.144766,10.7125196666667
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.872775,10.252571,10.679798,9.935048
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.976681,10.476643,10.769984,10.074436
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.524835,9.897133,10.797208,9.73972533333333
