"","sample","tissue","endometriosis","severity","p217792_at","p222417_s_at","p229980_s_at","SNX5"
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.289433,6.75975,9.422739,8.15730733333333
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.721084,4.620349,7.832438,6.39129033333333
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.459214,5.58746,8.169555,7.07207633333333
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.275653,10.32619,11.948085,10.849976
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.365537,6.983978,9.338536,7.896017
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.185666,6.13204,9.067053,7.46158633333333
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.892951,8.574262,10.165348,9.21085366666667
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.645748,6.564255,9.377925,7.86264266666667
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.384676,4.307109,7.84326,6.17834833333333
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.160478,6.564255,9.493937,8.07289
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.11292,6.320024,8.146858,7.19326733333333
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.80843,4.85048,8.431543,6.69681766666667
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.788609,6.834429,9.188512,7.93718333333333
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.005855,6.564255,8.947225,7.50577833333333
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.026456,7.748564,9.970332,8.581784
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.632119,4.872327,8.29644,6.93362866666667
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.454234,4.423778,8.493845,6.790619
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.761182,5.720699,8.536642,7.00617433333333
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.593775,6.466282,9.306718,7.788925
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.364739,6.643835,9.182138,7.73023733333333
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.927455,6.129906,8.201638,7.086333
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.902298,6.140996,8.539929,7.527741
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.90738,7.424125,9.406618,8.246041
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.470459,7.310374,9.383817,8.38821666666667
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.316911,9.221647,10.962537,9.83369833333333
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.059342,6.450119,8.940018,7.816493
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.615308,8.014634,9.706389,8.778777
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.12775,8.718898,10.165348,9.337332
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.172656,9.321535,10.778659,9.75761666666667
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.627658,8.376108,10.165348,9.05637133333333
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.80496,8.667906,9.963626,9.14549733333333
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.498678,8.22355,9.987359,8.90319566666667
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.528745,8.664601,10.379687,9.191011
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.930408,9.892645,11.417761,10.4136046666667
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.301955,7.201609,9.289484,8.26434933333333
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.831892,8.246203,10.105869,9.06132133333333
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.238445,10.233833,11.736124,10.736134
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.781752,9.889114,11.617664,10.42951
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.895973,9.304774,11.169095,10.1232806666667
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.525493,9.606549,11.156958,10.0963333333333
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.773046,10.111122,11.758762,10.5476433333333
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.980916,9.743311,11.365775,10.363334
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.951636,9.882719,11.259259,10.364538
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.310526,10.590275,11.964562,10.955121
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.544415,9.336331,11.101246,9.99399733333333
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.887252,10.097291,11.742096,10.5755463333333
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.032542,9.449144,10.640146,9.70727733333333
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.960817,10.004995,11.360369,10.4420603333333
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.344328,9.068534,11.144718,9.85252666666667
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.229013,10.327118,11.693606,10.7499123333333
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.106068,10.134364,11.54695,10.595794
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.362008,7.90999,9.937465,8.73648766666667
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.59828,9.460578,10.780702,9.94652
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.35286,8.701765,10.238495,9.43104
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.899842,7.529541,9.723922,8.384435
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.770422,6.276757,8.360925,7.469368
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.922665,7.266304,9.516023,8.23499733333333
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.828573,8.704173,10.81145,9.44806533333333
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.779198,7.521961,9.327176,8.209445
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.412532,8.653092,10.112356,9.05932666666667
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.690056,3.814942,8.275403,6.593467
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.024039,6.564255,8.320807,7.30303366666667
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.148209,7.129529,9.45571,8.24448266666667
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.406912,5.951394,8.995843,7.451383
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.337396,7.786013,9.711902,8.61177033333333
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.217066,7.347657,9.808751,8.45782466666667
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.330874,6.733342,9.241342,7.76851933333333
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.778441,5.962077,9.49926,7.74659266666667
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.764522,6.328183,10.039677,8.04412733333333
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.573474,7.89398,9.868044,8.77849933333333
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.939004,8.806179,10.62268,9.45595433333333
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.938563,7.481854,9.726877,8.38243133333333
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.507325,6.408329,8.79458,7.570078
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.632119,6.564255,9.192156,7.79617666666667
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.17912,6.813226,8.918976,7.97044066666667
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.384838,7.683583,9.627663,8.56536133333333
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.312523,5.920405,8.063845,7.09892433333333
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.047959,7.773759,10.131174,8.98429733333333
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.123309,7.593878,9.651628,8.45627166666667
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.061359,7.24935,8.620365,7.97702466666667
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.908416,8.956233,10.806235,9.55696133333333
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.611048,9.537476,10.74415,9.96422466666667
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.421713,8.673197,10.929301,9.674737
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.179543,8.512279,10.165348,9.28572333333333
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.555873,8.796079,10.412184,9.58804533333333
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.508588,9.125318,10.310277,9.648061
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.617666,9.902879,11.534666,10.6850703333333
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.098343,9.340131,10.80692,10.081798
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.142141,8.733719,11.05533,9.97706333333333
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",8.917299,7.520446,10.556147,8.997964
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.552234,8.261047,10.552228,9.45516966666667
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",9.978351,9.044233,11.124536,10.04904
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.053896,9.691339,11.599879,10.4483713333333
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.750014,8.899518,11.326613,9.99204833333333
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.323283,9.058663,11.15824,9.84672866666667
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.184889,8.637007,10.862273,9.56138966666667
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.114572,8.107722,10.723411,9.315235
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.816779,8.61244,10.332223,9.253814
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.328889,8.132103,10.804683,9.42189166666667
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.839885,8.237804,10.531991,9.20322666666667
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.786203,9.773992,11.395224,10.318473
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.584203,9.23077,11.21937,10.0114476666667
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.699986,9.319651,11.255882,10.0918396666667
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.069602,9.542148,11.565918,10.392556
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.530763,9.261539,11.136968,9.97642333333333
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.226242,9.962617,12.050988,10.7466156666667
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.230294,8.187409,10.834634,9.41744566666667
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.903905,9.387321,11.00141,9.764212
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.411389,9.061893,11.303603,9.92562833333333
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.789707,9.69198,11.491119,10.3242686666667
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.155168,9.308892,11.623485,10.362515
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.53805,8.595857,10.422953,9.18562
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.523098,9.440926,11.372754,10.1122593333333
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.787236,9.033297,10.585193,9.46857533333333
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.76933,9.525672,11.177051,10.157351
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.536743,9.428923,11.237455,10.067707
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.932902,9.803683,11.539528,10.425371
