"","sample","tissue","endometriosis","severity","p223051_at","p226229_s_at","p227244_s_at","SSU72"
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.898222,8.154825,7.895883,9.31631
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.888138,8.512091,6.809874,9.07003433333333
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.97503,8.191949,7.957297,9.37475866666667
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.747569,8.292748,6.196302,8.74553966666667
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.881525,8.080214,6.55787,8.83986966666667
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.094178,8.356253,6.509924,8.986785
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.504579,8.435806,7.58707,9.50915166666667
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.53337,8.749372,6.762915,9.015219
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.761942,7.482404,6.197846,8.48073066666667
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.000397,7.145377,4.583759,7.90984433333333
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.273057,8.759275,7.49066,9.507664
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.707817,9.263304,5.975749,8.98229
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.900499,7.768161,6.250577,8.63974566666667
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.512538,9.406787,5.985584,8.968303
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.050366,8.512763,5.829648,8.79759233333333
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.621258,7.050725,6.237967,8.30331666666667
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.251303,8.826593,7.307328,9.46174133333333
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.981145,8.783036,7.479895,9.414692
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.988719,7.768161,7.170896,8.97592533333333
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.932476,8.483052,7.708422,9.37465
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.87366,8.598974,5.160851,8.544495
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.635199,8.420569,6.2047,8.75348933333333
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.105399,8.429946,7.168178,9.23450766666667
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.241577,7.06902,7.368511,8.893036
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.710598,7.590618,6.630861,8.64402566666667
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.117466,8.258073,6.476777,8.950772
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.860856,7.964094,6.440229,8.75505966666667
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.99015,8.886219,6.92447,9.26694633333333
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.944864,8.495057,7.036805,9.15890866666667
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.151603,7.947043,7.680461,9.25970233333333
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.860735,9.035729,6.778843,9.22510233333333
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.719077,8.635114,4.469193,8.27446133333333
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.748717,9.297731,7.472693,9.50638033333333
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.684222,8.650433,7.901088,9.74524766666667
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.744545,7.805308,5.848011,8.46595466666667
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.966048,8.754452,7.382498,9.367666
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.464979,7.554228,6.183558,8.40092166666667
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.63002,8.120634,5.840829,8.53049433333333
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.675991,7.856346,6.878361,8.803566
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.581185,7.169958,7.461715,8.73761933333333
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.955349,7.892427,7.64797,9.16524866666667
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.691315,8.86057,5.64919,8.73369166666667
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.261399,7.43508,6.388594,8.361691
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.708292,7.546477,6.466445,8.573738
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.398324,6.753266,6.221384,8.12432466666667
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.672369,7.37489,6.754737,8.60066533333333
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.474553,7.273878,5.773875,8.174102
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.294584,8.127062,5.824769,8.41547166666667
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.548675,7.006128,7.538646,8.69781633333333
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.495309,6.933498,6.221384,8.21673033333333
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.075079,6.611815,6.221384,7.969426
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.118366,6.646639,6.655301,8.140102
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.52261,7.014895,6.78965,8.442385
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.198765,6.499144,6.222348,7.973419
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.971635,6.70472,6.546903,8.07441933333333
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.118815,7.093218,6.355229,8.18908733333333
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.524402,6.473586,6.323569,8.10718566666667
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.493543,6.855625,6.896382,8.41518333333333
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.637551,6.45276,7.108439,8.39958333333333
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.424479,6.636262,6.196302,8.085681
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.449154,7.346176,5.262774,8.019368
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.48803,7.006128,6.654473,8.382877
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.57899,6.966999,6.814084,8.45335766666667
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.475803,7.738167,5.483715,8.23256166666667
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.428371,6.839247,6.2752,8.18093933333333
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.190344,7.96863,6.392762,8.51724533333333
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.055896,8.140453,5.724132,8.64016033333333
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.97268,8.182897,6.344133,8.83323666666667
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.651729,8.199536,6.196302,8.68252233333333
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.845385,8.077296,5.797873,8.573518
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.933544,8.625715,5.713838,8.757699
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.80393,7.622564,6.483197,8.63656366666667
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.989039,8.219697,6.448692,8.88580933333333
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.124516,8.500431,7.146445,9.25713066666667
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.683665,7.439907,6.774197,8.63258966666667
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.016588,8.253119,7.257563,9.17575666666667
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.848535,7.671447,6.221384,8.58045533333333
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.844437,8.095001,7.272458,9.070632
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.806021,8.402283,6.881913,9.03007233333333
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.671943,8.684521,6.221384,8.85928266666667
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.912311,8.519123,3.968351,8.13326166666667
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.530633,7.290662,6.322398,8.381231
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.07168,8.0748,7.280626,9.14236866666667
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.859896,7.890129,7.197336,8.98245366666667
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.894084,9.052948,6.221384,9.05613866666667
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.95535,7.514297,7.190327,8.886658
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.605065,8.099179,6.245108,8.649784
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.723597,7.463151,6.229371,8.47203966666667
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.420884,8.304857,6.027219,8.58432
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.835452,7.719259,6.828098,8.79426966666667
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.84492,8.078772,5.968957,8.630883
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.684273,8.139292,5.715062,8.51287566666667
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.764783,7.561774,4.728656,8.01840433333333
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.158193,8.049961,7.201439,9.136531
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.254584,5.208961,5.940449,7.13466466666667
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.950294,4.377934,3.328247,5.88549166666667
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.598575,4.721355,4.158544,6.15949133333333
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.857629,4.882973,4.925653,6.55541833333333
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.493988,5.086228,5.015025,6.531747
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.508033,5.566447,5.407294,6.827258
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.991201,6.045784,4.243208,6.76006433333333
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",11.036783,6.201221,5.159042,7.465682
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.207456,5.831629,6.268954,7.76934633333333
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",10.760592,6.706282,6.167695,7.87818966666667
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.239411,6.906672,5.910811,8.01896466666667
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.883499,6.579304,6.098281,7.85369466666667
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.210251,6.130843,5.803988,7.71502733333333
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.027499,6.501917,5.678844,7.73608666666667
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.241697,6.515497,6.485007,8.08073366666667
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.162966,6.311674,6.221384,7.89867466666667
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.726862,6.556757,5.783189,7.688936
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.903635,6.517041,6.145614,7.85543
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.310752,6.63315,6.46938,8.13776066666667
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.640279,6.277681,5.796522,7.571494
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.9968,6.143251,6.076549,7.73886666666667
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.599309,7.00897,5.922235,7.84350466666667
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.13763,6.388896,6.221384,7.91597
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.192641,5.856789,6.411732,7.82038733333333
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.867486,6.141897,6.117758,7.709047
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.027189,6.358631,6.368148,7.91798933333333
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.24085,6.536257,6.431366,8.069491
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.08707,6.531013,6.196302,7.93812833333333
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.016921,6.549606,6.064167,7.876898
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.672684,6.682729,5.717321,7.69091133333333
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.007931,6.724435,6.221384,7.98458333333333
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.192546,6.624057,6.277605,8.03140266666667
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.00603,6.589471,6.196302,7.930601
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.890698,6.158232,6.221384,7.75677133333333
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.898083,6.765563,6.090031,7.91789233333333
