"","sample","tissue","endometriosis","severity","p223032_x_at","p224232_s_at","PRELID1"
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.062011,9.695187,11.378599
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.498514,9.653607,11.0760605
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.67598,9.036564,10.356272
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.316056,9.646818,10.981437
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.078975,8.154771,9.616873
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.187737,9.517037,10.852387
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.805762,8.755711,10.2807365
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.87932,8.767106,10.323213
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.066884,9.163336,10.61511
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.54138,9.37079,10.956085
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.804389,8.747593,10.275991
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.619106,8.966642,10.292874
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.359615,7.872839,9.616227
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.298588,8.438848,9.868718
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.869917,8.736538,10.3032275
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.48501,9.326885,10.9059475
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.912327,8.24341,9.5778685
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.414772,7.604684,9.009728
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.548697,7.665727,9.107212
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.168038,7.539989,8.8540135
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.512976,7.506262,9.009619
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.441396,7.209424,8.82541
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.768791,7.755996,9.2623935
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.842331,7.907302,9.3748165
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.571356,7.940483,9.2559195
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.820237,8.213112,9.5166745
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.180727,8.243455,9.712091
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.880098,8.218683,9.5493905
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.474528,7.865301,9.1699145
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.809893,8.444601,9.627247
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.066874,8.439846,9.75336
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.104292,8.265366,9.684829
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.760536,8.194959,9.4777475
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.389207,8.923626,10.6564165
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.211483,9.590413,10.900948
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.356587,9.415812,10.8861995
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.411647,9.031108,10.7213775
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.167135,9.433764,10.8004495
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.602054,9.837063,11.2195585
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.591871,8.399593,9.995732
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.308984,9.779839,11.0444115
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.275348,9.208376,10.741862
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.828737,8.749833,10.289285
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.239001,9.280313,10.759657
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.781647,9.518008,10.6498275
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.277436,9.319801,10.7986185
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.832865,8.877218,10.3550415
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.24991,9.434958,10.842434
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.226601,9.718959,10.47278
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.068025,9.101139,10.584582
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.090055,9.659334,10.8746945
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.973418,9.078469,10.5259435
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.435956,10.017101,11.2265285
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.980168,9.042766,10.511467
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.610474,8.857974,10.234224
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.737508,9.075897,10.4067025
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.943631,9.717701,10.830666
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.916201,9.128127,10.522164
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.193195,9.827923,11.010559
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.424229,9.632826,11.0285275
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.39959,8.291146,9.845368
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.926095,9.120656,10.5233755
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.261879,7.209424,8.7356515
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.052211,6.562945,8.307578
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.876458,6.830434,8.353446
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.414157,6.879326,8.6467415
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.406676,6.909895,8.6582855
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.338187,6.909895,8.624041
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.710584,7.209424,8.960004
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",9.245213,6.482964,7.8640885
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.850661,7.176321,8.513491
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",10.008435,7.131208,8.5698215
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.207753,7.167355,8.687554
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.032403,7.358144,8.6952735
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.696711,6.727477,8.212094
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.948272,6.971368,8.45982
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.08852,7.384199,8.7363595
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.584416,7.257074,8.920745
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.726208,6.643047,8.1846275
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.299865,7.093188,8.6965265
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.15982,7.486052,8.822936
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.028843,7.133908,8.5813755
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.259858,7.223348,8.741603
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.937755,6.900469,8.419112
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.027538,7.168395,8.5979665
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.856581,6.951942,8.4042615
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.498733,6.183266,7.8409995
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.313325,7.209424,8.7613745
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.649523,7.144093,8.396808
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.536813,7.632572,9.0846925
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.256825,7.3785,8.8176625
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.047434,6.909895,8.4786645
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.072337,7.594894,8.8336155
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.088901,7.058504,8.5737025
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.283878,7.786178,9.035028
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.112384,7.562345,8.8373645
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.294011,7.917813,9.105912
