"","sample","tissue","endometriosis","severity","p224512_s_at","p225441_x_at","NAA38"
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.02935,10.780931,10.9051405
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.949877,11.752977,11.851427
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",13.193769,12.819572,13.0066705
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",13.282797,13.000851,13.141824
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.300825,11.175844,11.2383345
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.284824,12.107074,12.195949
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",13.707411,13.697321,13.702366
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.890549,12.808439,12.849494
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.301791,13.384596,13.3431935
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.554001,12.43079,12.4923955
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.310631,11.911569,12.1111
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.788954,11.732789,11.7608715
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.846467,11.599465,11.722966
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.384623,12.170368,12.2774955
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.186488,11.123485,11.1549865
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.112988,10.970694,11.041841
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.381603,12.355518,12.3685605
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.482003,12.315043,12.398523
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.312841,11.096083,11.204462
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.168282,11.023925,11.0961035
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.413871,11.189703,11.301787
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.849636,10.769143,10.8093895
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.755341,11.489629,11.622485
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.284602,11.995948,12.140275
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.740455,10.773181,10.756818
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.30435,10.377461,10.3409055
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.302707,10.301392,10.3020495
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.435616,9.402665,9.4191405
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.52242,10.547823,10.5351215
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.953546,9.889665,9.9216055
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.182462,10.123113,10.1527875
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.401964,10.445102,10.423533
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.368645,10.180446,10.2745455
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.383466,10.511432,10.447449
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.439108,10.375151,10.4071295
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.197735,10.456721,10.327228
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.071657,10.893351,10.982504
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.609122,10.773181,10.6911515
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.818788,10.743546,10.781167
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.094307,10.789085,10.941696
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.788287,10.663018,10.7256525
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.41194,12.42483,12.418385
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.836386,11.810684,11.823535
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.422614,12.107297,12.2649555
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.028387,11.735623,11.882005
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.098326,11.990198,12.044262
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.315664,12.047329,12.1814965
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.855489,11.661796,11.7586425
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.7598,12.436718,12.598259
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.506039,11.294807,11.400423
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.253663,10.896837,11.07525
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.171442,11.908911,12.0401765
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.205751,11.075136,11.1404435
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.100889,11.824547,11.962718
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.256391,11.200548,11.2284695
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.681663,12.481488,12.5815755
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.378108,11.99827,12.188189
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.790439,11.641405,11.715922
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.921216,10.868671,10.8949435
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.723496,11.544917,11.6342065
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.373005,12.115419,12.244212
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.687849,11.467131,11.57749
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.209356,10.994392,11.101874
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.940238,11.733523,11.8368805
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.155315,10.96807,11.0616925
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.004524,11.854892,11.929708
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.673025,10.564288,10.6186565
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.72416,12.522711,12.6234355
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.979848,11.660259,11.8200535
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.296096,11.11759,11.206843
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.673402,9.660038,9.66672
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.884407,9.231021,9.057714
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.00026,9.220763,9.1105115
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.538844,9.749649,9.6442465
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.154169,10.29305,10.2236095
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.986173,10.300438,10.1433055
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.636998,10.601633,10.6193155
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",9.291458,9.21733,9.254394
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.556886,9.49245,9.524668
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",9.838703,9.721834,9.7802685
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.032885,9.873779,9.953332
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.307599,9.254082,9.2808405
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.652293,9.700171,9.676232
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.172134,9.069156,9.120645
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.415727,9.408308,9.4120175
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.343933,9.33222,9.3380765
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.479831,9.342723,9.411277
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.205209,9.090443,9.147826
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.195879,10.030438,10.1131585
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.745734,9.701598,9.723666
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.130293,9.906411,10.018352
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.186352,10.119202,10.152777
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.332997,9.444738,9.3888675
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.538498,9.657787,9.5981425
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.076361,9.062642,9.0695015
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.636031,9.952417,9.794224
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.295055,9.265842,9.2804485
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.712444,10.074131,9.8932875
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.71627,9.642474,9.679372
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.376539,8.469666,8.4231025
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.764538,9.905766,9.835152
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.820285,9.292749,9.056517
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.849623,10.078906,9.9642645
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.201861,10.055881,10.128871
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.152306,10.158158,10.155232
