"","sample","tissue","endometriosis","severity","p212633_at","p212634_at","UFL1"
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.39676,2.30453,3.850645
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.805367,3.094888,4.9501275
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.511028,8.416477,9.4637525
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.694187,6.82478,7.7594835
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.618163,5.922821,6.770492
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.717747,6.317287,7.517517
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.63969,6.181334,6.910512
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.407072,5.442325,6.4246985
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.701164,5.897731,7.2994475
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.607596,2.804693,4.7061445
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.221684,5.897731,6.5597075
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.902069,3.498499,6.200284
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.537643,3.14481,5.3412265
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.051245,6.243574,7.1474095
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.189714,3.388761,4.7892375
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.819647,3.942151,5.880899
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.49121,5.86455,6.67788
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.489986,5.33864,6.414313
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.251355,5.015002,6.1331785
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.856049,3.373939,5.114994
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.540171,3.807572,6.1738715
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.012032,5.496059,6.7540455
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.397173,5.84933,7.1232515
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.667196,7.529341,8.5982685
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.473836,4.774272,6.624054
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.411937,6.398569,7.405253
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.21961,7.004983,8.1122965
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.060183,5.547151,7.303667
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.361058,6.280898,7.320978
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.066367,5.332934,7.1996505
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.707447,6.763609,7.735528
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.792272,6.402863,7.5975675
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.764251,7.618123,8.691187
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.900977,4.957376,6.4291765
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.214976,6.192672,7.203824
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.191173,8.538399,9.364786
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.555118,8.3365,9.445809
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.668067,8.115096,9.3915815
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.97565,8.364846,9.170248
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.090202,8.648774,9.869488
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.595623,8.517065,9.556344
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.334475,8.356464,9.3454695
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.80701,8.585451,9.6962305
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.716497,8.305681,9.511089
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.322637,8.797399,9.560018
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.250423,8.859502,9.5549625
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.893972,8.142276,9.018124
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.754266,9.103916,9.429091
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.163848,8.256323,9.2100855
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.398441,8.60971,9.5040755
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.201601,5.652148,6.9268745
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.290616,6.805317,8.0479665
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.169592,5.87876,7.524176
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.27411,5.582324,6.928217
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.754174,4.683964,6.219069
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.62094,5.289071,6.4550055
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.888009,5.952072,7.4200405
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.48705,3.791171,5.6391105
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.003342,5.566917,6.7851295
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.300217,6.892952,7.0965845
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.305458,4.15607,5.730764
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.777462,7.151126,7.964294
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.667065,5.991365,6.829215
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.774766,4.509681,6.1422235
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.64889,5.865776,7.257333
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.042883,6.778754,7.4108185
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.837037,5.244504,6.5407705
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.856684,2.804693,4.8306885
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.506912,5.868651,7.1877815
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.932628,6.29542,7.614024
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.524775,6.141117,7.332946
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.570451,4.772266,6.1713585
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.146304,5.760764,6.953534
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.211705,4.9934,6.6025525
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.052359,2.789872,5.4211155
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.481112,5.897731,7.1894215
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.738412,5.984242,7.361327
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.978,4.593409,6.2857045
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.6578,4.3659,5.51185
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.486662,6.49239,7.989526
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.388533,6.061378,7.7249555
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.370469,9.622175,9.996322
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.638875,8.240025,8.93945
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.450685,8.626426,9.0385555
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.960552,8.293876,9.127214
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.298845,8.816455,9.05765
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.665576,8.175117,8.4203465
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.889913,8.18364,8.5367765
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",10.881207,7.318748,9.0999775
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.717588,6.659117,8.6883525
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",9.771718,8.896823,9.3342705
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.871641,7.673718,9.2726795
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.664909,6.715366,8.6901375
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.513065,8.957504,9.7352845
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.232051,6.463876,8.3479635
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.540957,6.094877,8.317917
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.482199,7.191193,8.836696
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.913689,7.162407,9.038048
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.725635,6.450499,8.088067
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.663748,9.577635,10.1206915
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.065009,8.443567,9.254288
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.993549,8.638919,9.316234
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.913616,7.233166,9.073391
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.557319,8.299795,8.928557
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.077311,8.416213,9.746762
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.493299,6.543953,8.518626
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.113436,8.632525,9.3729805
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.768734,7.89759,9.333162
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.190995,8.384911,9.287953
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.497792,6.948847,8.7233195
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.433742,5.403587,7.4186645
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.916516,8.695972,9.306244
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.829484,8.679228,9.254356
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.823322,8.433084,9.128203
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.968491,8.137503,9.052997
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.016757,8.787539,9.402148
