"","sample","tissue","endometriosis","severity","p201008_s_at","p201009_s_at","p201010_s_at","TXNIP"
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.202314,12.118006,13.352288,12.557536
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.881175,11.019713,12.691784,11.1975573333333
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.510614,11.431229,12.914782,11.618875
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.510297,11.877019,13.276789,11.888035
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.768131,12.159112,13.685017,12.2040866666667
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.053188,10.368548,12.616182,10.679306
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.468021,11.239817,12.995522,11.5677866666667
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.797982,10.720728,12.284683,10.2677976666667
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.767383,11.363966,13.054954,11.3954343333333
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.976416,9.52695,11.608884,9.70408333333333
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.691145,9.344324,11.222247,9.41923866666667
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.344213,11.22937,12.923555,11.1657126666667
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.096874,9.978387,10.287941,9.12106733333333
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.230624,9.247412,11.119742,9.19925933333333
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.475923,11.845067,13.263006,11.861332
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.844469,10.483438,12.767714,10.365207
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.729815,7.910065,10.615185,8.08502166666667
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.488144,10.44322,12.517795,10.483053
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.211009,11.439579,12.985874,11.212154
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.695867,11.007486,11.909471,10.2042746666667
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.632299,9.248178,11.975155,9.618544
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.637945,10.597363,12.528172,10.5878266666667
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.163377,9.415499,11.425353,9.334743
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.335939,10.538991,13.058497,10.6444756666667
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.381087,9.385033,11.205201,9.32377366666667
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.77242,11.047375,12.679371,10.8330553333333
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.77523,10.857127,12.715295,10.7825506666667
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.298022,8.630663,12.004781,8.64448866666667
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.94426,9.502967,9.975545,8.80759066666667
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.093649,9.324044,11.79461,9.404101
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.377276,9.147936,11.439839,8.98835033333333
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.047724,9.206745,11.593642,8.94937033333333
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.413321,11.896973,13.379446,11.89658
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.633776,11.17416,13.498715,11.102217
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.211605,13.497166,13.814845,13.507872
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.69027,13.407209,13.761857,13.2864453333333
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.768814,13.523428,13.924029,13.4054236666667
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.620589,13.3251,14.004839,13.3168426666667
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.711189,12.676189,13.312326,12.566568
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.48245,12.487009,13.226271,12.3985766666667
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.959023,11.665732,12.687071,11.4372753333333
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",8.781157,10.933637,13.613447,11.1094136666667
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.265514,11.388598,13.884217,11.5127763333333
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",11.016337,11.911582,13.332997,12.086972
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.470649,10.537193,13.164461,10.724101
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.632299,9.468976,12.110843,9.73737266666667
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.021482,12.506438,13.777801,12.7685736666667
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.884305,8.976036,11.66421,9.17485033333333
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.48985,11.500364,13.760131,11.5834483333333
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.409466,11.206602,13.283585,11.2998843333333
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.918174,10.368089,12.983197,10.4231533333333
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.552035,9.514264,12.027976,9.69809166666667
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.017484,12.443746,13.229342,12.563524
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.685665,11.746832,12.958156,12.1302176666667
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.368397,11.593762,12.868738,11.9436323333333
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.201222,10.817916,13.297832,11.1056566666667
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.395826,11.284507,12.949481,11.5432713333333
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.454036,11.410629,13.363993,11.742886
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.799811,8.860789,11.836644,9.165748
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.146897,12.545466,13.487814,12.7267256666667
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.247289,11.30663,13.41581,11.6565763333333
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.16045,10.208813,11.967291,10.445518
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.739192,9.6848,12.378345,9.93411233333333
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.425557,8.732342,11.664777,8.940892
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.557521,11.477584,12.810637,11.6152473333333
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.879197,12.695953,13.835306,12.8034853333333
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.342612,10.370247,12.349156,10.6873383333333
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.036334,10.511072,12.323022,10.9568093333333
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.25218,10.714349,12.328852,11.0984603333333
