"","sample","tissue","endometriosis","severity","p241801_at","p213469_at","PGAP1"
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.566568,5.132428,3.849498
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.35297,4.995637,3.6743035
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.478371,5.112559,3.795465
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.566568,5.132428,3.849498
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.566568,5.112559,3.8395635
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.35297,6.287121,4.3200455
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.695937,5.073584,3.8847605
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.794589,5.481769,4.138179
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.167375,6.594132,4.8807535
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.35297,5.112559,3.7327645
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.332368,4.436839,3.3846035
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.459121,5.869804,4.6644625
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.566568,5.112559,3.8395635
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.603397,4.54924,3.5763185
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.79505,4.91562,3.855335
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.794589,5.924702,4.3596455
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.344933,6.571041,4.957987
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.13058,5.972923,4.5517515
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.760593,5.529451,4.145022
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.34336,5.36272,4.35304
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.416052,6.748073,5.0820625
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.58677,6.886675,5.7367225
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.622196,6.743177,5.1826865
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.38207,7.329713,5.3558915
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.427711,6.854056,5.6408835
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.001817,7.350922,6.1763695
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.871313,7.209595,5.540454
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.065659,7.681508,6.3735835
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.46248,6.680994,5.571737
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.819557,7.059844,5.4397005
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.794589,6.77647,4.7855295
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.820143,7.027619,5.923881
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.425875,5.735044,4.0804595
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.149765,7.465616,6.3076905
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.82675,6.941376,5.384063
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.566568,5.66618,4.116374
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.794589,5.267698,4.0311435
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.816702,6.158462,4.487582
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.090621,4.137065,3.613843
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.566568,5.45886,4.012714
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.566568,5.112559,3.8395635
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.794589,6.814698,4.8046435
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.652195,5.112559,3.882377
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.407482,4.102324,3.254903
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.794589,6.765262,4.7799255
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.794589,5.45886,4.1267245
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.794589,5.36272,4.0786545
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.794589,5.112559,3.953574
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.244988,5.220589,4.2327885
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.795227,5.45886,4.1270435
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.794589,5.401739,4.098164
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.715848,5.425054,4.070451
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.35297,6.501492,4.427231
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.794589,5.45886,4.1267245
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.94157,5.912276,4.426923
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.015168,5.659824,4.337496
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.794589,4.756847,3.775718
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.566568,5.112559,3.8395635
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.845627,5.464972,4.1552995
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.794589,6.036207,4.415398
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.35297,6.554363,4.4536665
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.685425,5.852517,4.268971
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.566568,5.472377,4.0194725
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.398066,4.536935,3.4675005
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.566568,5.36272,3.964644
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.794589,5.712007,4.253298
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.794589,5.36272,4.0786545
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.794589,5.132428,3.9635085
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.794589,5.398905,4.096747
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.677275,5.52179,4.0995325
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.794589,5.34801,4.0712995
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.566568,4.443162,3.504865
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.678564,6.12954,4.404052
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",4.557254,7.157885,5.8575695
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.258393,6.712434,5.4854135
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",2.937027,6.457376,4.6972015
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.917367,5.45886,4.1881135
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.290379,6.733746,5.5120625
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.392974,5.704673,4.5488235
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.626695,7.048503,5.837599
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.569201,6.071756,4.8204785
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.058187,5.936704,4.9974455
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.145475,7.005714,5.5755945
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.168935,6.878904,6.0239195
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.095264,6.757694,5.426479
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.525442,6.125709,5.3255755
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.749095,6.984985,5.36704
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.95242,6.694273,5.8233465
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.461194,6.961606,5.2114
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.474472,5.463417,4.4689445
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.657616,7.908006,6.282811
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.047289,7.273052,5.6601705
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.234404,5.870779,4.5525915
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.362176,6.522644,4.94241
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.789111,6.744634,5.2668725
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.199286,6.06681,4.633048
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.031005,6.117039,5.074022
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.868578,7.140924,5.504751
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.037423,7.336194,5.6868085
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.072895,6.650477,5.361686
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.794589,5.898007,4.346298
