"","sample","tissue","endometriosis","severity","p214778_at","p227327_at","MEGF8"
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.450011,5.576766,6.0133885
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.210201,8.536442,7.8733215
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.567181,8.49849,7.5328355
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.742662,8.256738,7.4997
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.005556,7.525865,6.7657105
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.689969,8.719849,7.204909
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.079459,8.522928,7.8011935
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.506564,9.099754,8.803159
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.70052,8.824468,7.762494
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.213459,8.48604,7.8497495
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.398199,8.120802,7.2595005
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.314593,9.281214,8.2979035
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.177413,8.263467,7.22044
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.446398,9.076552,8.261475
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.094423,9.910498,9.0024605
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.121389,9.332718,8.7270535
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.301756,7.341445,7.3216005
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.103936,8.326429,8.2151825
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.538243,8.980724,8.7594835
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.310586,8.04514,7.177863
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.223587,8.956525,8.090056
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.234999,8.990804,8.1129015
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.741193,8.213932,7.4775625
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.379701,9.294993,7.837347
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.770867,8.674452,7.7226595
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.067263,7.788296,6.4277795
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.232267,8.759814,7.9960405
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.472887,8.72178,8.0973335
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.020533,9.436763,8.228648
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.673366,8.392279,7.5328225
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.536775,8.756045,8.14641
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.863464,8.587326,7.725395
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.00441,8.722291,7.8633505
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.745364,8.20217,6.473767
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.889948,8.784859,7.3374035
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.295355,8.970311,8.132833
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.66813,9.141795,7.9049625
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.999398,7.39511,6.697254
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.797578,8.739538,7.768558
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.869253,7.709057,6.789155
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.612828,7.139208,5.876018
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.871781,8.432426,7.1521035
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.409787,8.238692,7.3242395
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.886725,7.741525,6.314125
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.257267,7.857199,7.057233
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.764305,7.961968,6.8631365
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.374468,7.34694,6.860704
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.425227,8.72616,8.0756935
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.39834,8.968946,8.183643
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.136444,6.754625,6.9455345
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.884291,6.939266,6.9117785
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.624975,6.836278,6.7306265
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.826394,7.314589,7.0704915
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.264403,6.676009,6.470206
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.71249,6.717008,6.714749
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.086657,7.325346,7.2060015
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.041119,6.881768,6.4614435
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.070888,6.452938,6.261913
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.87767,7.050415,6.9640425
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.122111,6.438798,6.2804545
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.680948,6.730606,6.705777
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.749195,7.186778,6.9679865
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.775641,6.845141,6.810391
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.550571,6.584757,6.567664
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.046193,8.464128,7.7551605
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.182724,7.675426,6.929075
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.595217,8.1953,7.3952585
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.045103,8.053166,7.5491345
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.648066,8.725415,8.1867405
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.834066,8.192109,7.5130875
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.626491,7.940636,7.2835635
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.774244,8.708954,7.741599
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.40495,8.340336,7.372643
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.338765,9.427651,8.383208
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.450263,9.218224,8.3342435
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.44539,7.689474,7.067432
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.054907,8.430528,7.2427175
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.444412,8.125384,7.284898
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.012687,8.046599,7.029643
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.196616,8.246236,7.721426
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.801809,8.232179,7.516994
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.254095,8.896159,7.575127
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.4361,8.6148,8.02545
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.393295,8.398694,7.8959945
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.366071,7.811507,7.088789
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.902386,9.154777,8.5285815
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.872641,8.074781,7.473711
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.84507,8.191677,7.5183735
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.360798,8.799745,6.5802715
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.823052,9.129261,8.4761565
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.81776,8.36303,7.590395
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.186224,8.807784,7.997004
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.387404,8.991592,7.689498
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.404247,7.799063,7.101655
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.387404,8.226844,7.307124
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.111307,5.576766,5.8440365
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.054678,5.576766,5.815722
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.688466,5.773981,6.2312235
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.047147,5.714519,5.880833
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.917856,6.041609,6.4797325
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.756866,6.386795,6.0718305
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.519245,6.825703,6.672474
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",4.996894,6.634108,5.815501
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.884028,7.407903,6.6459655
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",6.012687,6.477116,6.2449015
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.240988,6.181447,5.7112175
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.352272,6.859874,6.606073
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.585635,6.181447,5.883541
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.348381,7.398553,6.873467
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.054902,6.498109,5.7765055
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.406325,6.72653,6.5664275
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.111125,7.159303,6.635214
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.038661,6.661086,6.3498735
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.654844,6.836468,6.745656
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.864064,6.840194,6.852129
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.678631,6.652871,6.665751
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.946441,6.810657,6.378549
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.387404,7.104787,6.7460955
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.187717,6.153166,6.1704415
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.017069,6.519007,5.768038
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.330411,6.142247,6.236329
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.78137,6.187591,5.9844805
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.264533,7.007978,6.6362555
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.719733,6.771279,6.245506
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.857774,6.349622,5.603698
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.515264,6.966699,6.7409815
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.085349,6.475216,6.2802825
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.563837,7.133101,6.848469
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.443184,6.599485,6.5213345
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.371135,6.636736,6.5039355
