"","sample","tissue","endometriosis","severity","p40569_at","p204139_x_at","p210336_x_at","MZF1"
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.477251,8.777343,9.182631,9.14574166666667
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.35258,9.382448,9.767605,9.834211
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.155767,10.268204,10.545844,10.656605
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.781071,9.535667,9.504023,9.60692033333333
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.832224,10.198053,10.498045,10.5094406666667
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.017497,10.045895,9.89555,9.986314
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.519068,8.338393,8.568037,8.80849933333333
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.25871,8.769518,8.70863,8.912286
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.81166,9.748971,9.91005,10.1568936666667
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.887453,8.811506,8.87281,9.19058966666667
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.198831,9.149089,9.247735,9.531885
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.499116,9.567319,9.789838,9.952091
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.751671,8.635488,8.8592,9.08211966666667
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.428476,8.908405,9.326086,9.220989
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.210659,9.181078,9.456978,9.61623833333333
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.196516,9.247443,9.45575,9.63323633333333
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.943592,9.387818,9.4332,9.58820333333333
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.038455,8.877989,9.300091,9.40551166666667
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.901732,10.02124,10.245373,10.3894483333333
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.975826,9.029221,9.191831,9.39895933333333
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.750853,9.807007,10.031607,10.196489
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.875206,9.913569,10.152428,10.3137343333333
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.963955,9.307396,9.539247,9.60353266666667
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.404539,9.49482,9.665174,9.85484433333333
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.63148,9.634202,9.846149,10.037277
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.485322,9.568541,9.619567,9.55781
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.798096,8.731691,8.854682,9.12815633333333
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.23466,8.037348,8.206479,8.492829
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.230172,9.114413,9.251592,9.532059
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.474341,8.847188,8.951292,9.09094033333333
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.927017,7.909138,8.234793,8.35698266666667
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.635315,9.630049,9.720146,9.99517
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.665352,8.8818,9.199594,9.24891533333333
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.486471,8.295171,8.444861,8.40883433333333
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.053296,8.217087,8.532623,8.601002
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.530472,7.635423,7.917931,8.027942
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.439642,8.643854,8.6254,8.90296533333333
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.17905,9.871863,10.031626,10.027513
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.543864,9.299744,9.502186,9.448598
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.612155,6.577628,7.166304,7.11869566666667
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.837457,7.171056,7.394068,7.467527
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.95597,7.956095,8.244201,8.385422
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.940579,7.140595,7.40691,7.496028
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.604251,7.726984,8.123025,8.15142
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.652331,7.732166,8.079585,8.154694
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.201999,7.722523,7.7033,7.87594066666667
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.224006,7.094873,7.787345,7.70207466666667
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.365404,7.465115,7.714682,7.84840033333333
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.161559,7.340708,7.654578,7.71894833333333
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.453582,7.109589,7.174273,7.24581466666667
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.670842,6.782293,7.280701,7.244612
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.280124,8.079584,8.471312,8.61034
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.79135,6.61342,7.505819,7.30352966666667
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.682059,6.894391,7.187186,7.25454533333333
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.521988,8.643847,8.882529,9.01612133333333
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.44555,8.674405,8.987638,9.03586433333333
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.732453,8.90933,9.001409,9.21439733333333
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.523708,8.967801,8.981963,9.157824
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.743265,9.773531,10.052182,10.1896593333333
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.804631,9.307978,9.41252,9.50837633333333
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.240662,8.56255,8.635909,8.81304033333333
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.771794,9.431126,9.701223,9.63471433333333
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.004961,9.152946,9.534145,9.56401733333333
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.600529,9.63936,9.834992,10.0249603333333
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.701083,8.989396,9.268883,9.31978733333333
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.395426,8.487881,8.699851,8.86105266666667
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.664269,9.511198,9.577015,9.917494
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.497076,8.492066,8.690592,8.89324466666667
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.664476,8.629737,8.774052,9.022755
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.089196,8.935242,9.228356,9.417598
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.47069,9.463988,9.557274,9.83065066666667
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.88487,9.217052,9.323478,9.80846666666667
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.980159,9.116837,9.288337,9.46177766666667
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.374775,8.573976,8.714203,8.88765133333333
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.922522,8.684279,8.921484,9.176095
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.24051,9.611707,9.800575,9.884264
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.180119,9.263347,9.495196,9.64622066666667
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.127146,9.111934,9.350184,9.52975466666667
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.121446,9.408722,9.55626,9.695476
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.492083,9.601848,9.781619,9.95851666666667
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.111863,8.947057,9.248645,9.435855
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.217769,9.25501,9.478678,9.65048566666667
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.14179,9.333215,9.462745,9.64591666666667
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.356224,9.316442,9.448116,9.70692733333333
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.561341,9.446171,9.601515,9.86967566666667
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.447769,7.306094,7.413406,7.38908966666667
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.453074,7.681849,7.744766,7.626563
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.322365,7.812901,7.858931,7.66473233333333
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.902872,7.719002,7.885713,7.502529
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.326469,7.761487,7.495779,7.52791166666667
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.245985,8.168267,7.84156,7.75193733333333
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.451425,7.336651,7.469197,7.419091
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",9.718933,8.811648,8.796012,9.10886433333333
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.477888,8.620278,8.806594,8.96825333333333
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",8.901932,7.996465,7.959983,8.28612666666667
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.092732,8.380821,8.410625,8.62805933333333
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.023762,7.947288,8.107584,8.35954466666667
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.982772,7.756167,7.890882,8.20994033333333
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.912552,8.296182,8.43326,8.54733133333333
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.043471,8.264794,8.497671,8.60197866666667
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.526858,8.009114,8.151935,8.22930233333333
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.321912,8.584739,8.731475,8.87937533333333
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.390002,7.63047,7.824086,7.948186
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.821152,6.397582,7.152286,7.12367333333333
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.735708,8.177234,8.153874,8.35560533333333
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.846896,8.085856,8.183868,8.37220666666667
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.650385,8.051911,8.061143,8.25447966666667
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.353759,7.415235,7.732453,7.83381566666667
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.640813,8.118675,8.137626,8.299038
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.146517,8.344076,8.613599,8.70139733333333
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.186617,7.446514,7.903089,7.84540666666667
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.812512,8.093938,7.921362,8.27593733333333
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.629881,7.437886,7.957335,8.00836733333333
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.66508,7.984549,7.956551,8.20206
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.197867,7.857721,7.895274,7.98362066666667
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.48732,7.71938,8.001554,8.069418
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.612498,7.9957,8.054973,8.221057
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.254764,7.609651,7.782091,7.88216866666667
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.597862,7.423875,7.833528,7.951755
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.471103,7.832404,7.941381,8.08162933333333
