"","sample","tissue","endometriosis","severity","X1007_s_at","X1552257_a_at","X1552302_at","X1552370_at","X1552474_a_at","X1552486_s_at","X1552667_a_at","X1552719_at","X1552889_a_at","X1552930_at","X1552978_a_at","X1553275_s_at","X1553286_at","X1553647_at","X1553677_a_at","X1553689_s_at","X1553694_a_at","X1553695_a_at","X1553696_s_at","X1553703_at","X1553749_at","X1553858_at","X1553956_at","X1553960_at","X1553961_s_at","X1553962_s_at","X1553968_a_at","X1553989_a_at","X1554076_s_at","X1554077_a_at","X1554145_a_at","X1554154_at","X1554167_a_at","X1554171_at","X1554202_x_at","X1554241_at","X1554260_a_at","X1554316_at","X1554455_at","X1554470_s_at","X1554480_a_at","X1554588_a_at","X1554769_at","X1554868_s_at","X1554915_a_at","X1555201_a_at","X1555243_x_at","X1555259_at","X1555310_a_at","X1555311_at","X1555501_s_at","X1555600_s_at","X1555735_a_at","X1555758_a_at","X1555759_a_at","X1555781_at","X1555812_a_at","X1555831_s_at","X1555848_at","X1555868_at","X1555874_x_at","X1555878_at","X1555962_at","X1556116_s_at","X1556308_at","X1556345_s_at","X1556385_at","X1556590_s_at","X1557053_s_at","X1557066_at","X1557067_s_at","X1557073_s_at","X1557116_at","X1557240_a_at","X1557350_at","X1557411_s_at","X1557419_a_at","X1557433_at","X1557551_at","X1557828_a_at","X1558142_at","X1558173_a_at","X1558214_s_at","X1558250_s_at","X1558281_a_at","X1558407_at","X1558410_s_at","X1558605_at","X1558693_s_at","X1559437_at","X1559663_at"
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.934513,7.220822,5.521923,6.307079,3.462754,4.269833,4.637108,3.917889,6.587117,4.654319,6.602093,3.341044,5.30599,3.373327,7.985881,3.683473,6.793359,4.988916,4.021359,8.863513,7.52203,5.501521,7.355614,7.321757,7.195669,6.692415,5.410003,5.291395,3.37711,3.345395,6.560926,6.647243,9.678447,5.53257,4.167267,9.153549,6.446703,5.85375,4.849038,5.014864,8.219193,6.729531,6.040429,11.181057,5.744705,7.438593,7.267971,6.678771,3.920314,2.365439,6.107692,7.036357,6.167003,6.06065,6.634757,4.236355,9.248503,7.883664,5.112686,5.947613,7.059518,6.88194,5.082377,5.383628,5.072316,8.299476,6.842855,4.020728,9.18644,5.715933,8.554706,5.313024,5.050286,3.863947,4.636648,5.54128,5.967999,4.965208,2.303157,6.162645,10.256418,4.73797,9.423828,5.281147,4.957723,5.546246,6.495062,2.367424,5.992203,3.573941,3.728613
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.410543,7.978225,5.623823,5.014958,4.657289,3.779494,4.581217,3.268344,6.61931,5.018936,5.861597,4.357062,5.403553,3.610457,7.984154,4.41209,6.842722,3.273917,4.103112,9.304892,6.769064,4.928393,7.232512,7.135374,6.778141,7.653767,5.410003,2.921559,2.824543,2.875825,6.776751,6.566908,9.212421,6.038557,4.969402,9.655231,6.274649,5.123234,5.164406,4.871699,8.219193,5.262225,6.226165,10.392391,6.079598,7.158462,7.528021,6.735009,4.307999,2.236067,5.436369,5.849757,6.167003,4.647572,6.708209,4.236355,9.35355,7.680499,5.07142,7.236406,7.137415,7.104035,5.503598,4.793712,5.072316,7.705622,7.508315,4.113593,8.972522,6.248981,8.745274,6.055623,6.299036,4.189465,4.395221,4.540822,6.773542,4.85327,2.303157,6.501898,10.353652,4.263993,8.579867,5.670163,3.517038,5.438202,7.096095,2.367424,6.668745,3.167689,3.728613
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.252448,8.787923,6.370849,5.190071,3.127574,3.61425,4.637108,3.312766,7.173842,3.191034,4.415931,7.666883,4.502157,6.126081,7.422443,3.81724,5.458668,3.912514,3.573482,9.390899,5.289017,4.371705,5.233239,8.453412,6.705603,9.019387,5.410003,7.476786,3.132365,3.345395,3.757498,6.563919,6.650217,6.996416,4.078974,10.763747,5.817366,5.838245,4.968196,4.710072,7.822531,2.773553,6.102383,10.211111,5.720375,4.687175,7.325294,7.228934,4.936588,3.140417,6.314091,5.110609,5.293376,2.246835,4.297657,3.239123,8.641581,7.234318,5.152227,7.309827,6.57092,7.578088,6.821523,5.451646,4.051627,8.024803,8.693629,4.113593,9.882649,5.804992,8.458386,3.783031,6.371099,2.800033,5.235257,6.276245,8.795828,4.330776,2.412729,5.873987,9.07088,6.242111,4.968945,4.297204,7.513408,4.09512,6.908454,2.680654,4.899058,3.722323,5.72189
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.586525,8.511906,7.430207,5.053898,5.158154,3.994715,4.651968,2.786339,6.587117,3.643722,4.737004,6.143608,5.158241,3.133497,8.666119,4.943538,6.280477,3.802526,4.515678,9.849029,5.230345,5.579271,7.403337,7.370914,8.255511,5.658289,5.410003,3.230495,3.132365,2.724507,5.656268,5.808689,8.914934,5.869835,4.078974,9.480803,5.118849,5.454793,6.387066,4.694083,8.628996,5.634531,6.22863,10.715906,5.774633,5.631373,6.381762,6.685324,3.166782,2.236067,5.518637,4.595909,6.722917,8.347865,6.106048,3.496474,8.674628,8.09355,5.112686,5.94071,7.791634,8.141757,5.329956,4.981257,5.779132,6.768276,6.842855,4.296957,9.32005,4.027506,8.386136,4.837722,6.101487,3.863947,5.823761,5.683118,5.710656,5.653809,2.236067,6.6122,9.816774,5.44569,7.224021,5.910431,3.212742,5.305452,7.371891,2.262736,6.382221,3.719644,3.728613
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.942681,8.255009,6.081484,6.547286,4.289799,3.779494,4.475761,2.850773,6.587117,4.666846,4.859638,4.447395,4.907466,3.062885,8.410222,4.739257,6.38423,4.506261,4.13632,9.629644,6.317889,5.582992,6.897712,8.015618,7.352531,5.18856,5.410003,6.443149,3.132365,2.831637,5.711114,6.213149,8.632516,5.500655,4.167267,9.304937,6.058857,5.284179,6.573028,5.192571,8.277378,5.442108,6.555325,10.516592,5.24409,6.494695,7.182298,6.65626,5.092932,3.097907,5.715322,5.034805,6.229162,8.124124,6.275359,3.582405,8.056573,7.807006,5.423609,5.411068,7.11796,7.209991,3.944204,5.451646,5.072316,7.11033,6.549389,4.956953,9.29858,6.526464,8.408833,5.590988,6.35049,4.328488,5.59347,6.356029,5.926248,6.735316,2.303157,7.077981,9.670637,4.792606,6.507072,6.219775,4.631677,5.204314,7.440541,4.466144,5.449775,3.58299,4.521026
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.283127,9.809024,4.672572,4.998252,3.626795,4.547756,4.637108,2.850773,6.587117,3.364445,6.027004,4.546169,5.170011,5.557471,8.289076,4.310092,6.097782,4.508357,4.49198,9.869982,5.731268,4.533,6.148818,7.696411,7.792369,5.445833,5.410003,8.566452,3.132365,2.724507,6.010128,6.053486,8.180681,5.668279,4.547738,10.197959,5.56866,5.85375,6.759683,5.321594,8.096581,4.91017,6.802952,10.707508,5.09704,5.375926,7.267971,6.559249,3.811676,3.139551,5.683986,7.099772,6.417232,2.587487,5.369659,3.996158,8.677739,9.109603,5.164788,5.682786,6.400868,7.80911,6.97105,4.457476,4.344219,7.424558,8.652921,4.113593,9.499394,5.811547,8.448985,5.154588,7.008373,3.830823,5.704208,6.966217,5.38247,5.175806,2.716913,7.03988,8.847678,4.373803,8.128789,5.027918,5.640853,5.440695,6.703405,2.354586,6.528844,3.573941,3.728613
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.212626,9.981704,4.498046,4.748347,3.667022,4.644184,4.637108,3.737382,6.587117,3.876116,5.018798,4.541346,6.294792,5.716491,7.222413,4.337242,5.698811,3.436976,4.156258,9.576858,5.744366,4.767366,6.348809,8.103599,7.778156,4.348803,5.410003,9.505239,3.37711,3.345395,5.722622,5.677285,7.29381,5.934842,3.966666,10.172779,5.212925,5.399319,6.654147,4.945786,8.135683,4.018655,6.810027,10.490177,4.99932,5.375926,7.267971,6.382627,3.581091,2.521289,5.436369,6.693291,6.141054,2.617562,3.977969,3.464209,8.203366,9.055667,5.525176,5.596337,6.416987,8.102318,7.135008,4.732915,3.309608,6.703054,8.607501,3.443143,9.470141,5.580368,7.922144,4.823986,6.892396,3.347923,5.351308,6.670317,6.339308,5.737598,2.510292,7.391495,8.45813,4.42328,7.208099,3.862722,5.260265,5.305452,6.802992,2.236067,6.356913,3.719644,3.728613
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.042137,9.605368,6.568358,4.499321,3.778297,6.088655,4.637108,3.141149,6.587117,4.985852,7.174742,4.548219,5.086528,5.796641,7.745473,5.305012,6.296468,3.257917,4.014393,9.477212,7.310403,4.92053,6.552106,7.798723,5.731946,8.329844,5.410003,5.753575,3.132365,3.68233,6.479842,6.917875,7.800702,6.21672,4.167267,9.70431,5.63092,5.85375,6.143858,5.171734,7.574182,5.477303,6.592403,10.857629,6.923785,5.30138,7.325294,6.378778,3.84722,2.310927,5.758187,5.485679,6.593148,3.025971,6.207026,4.054529,8.153768,9.235621,5.465234,4.814792,6.464329,8.884114,5.169484,4.719559,5.072316,8.360729,8.58215,3.724768,9.371435,6.360273,8.548103,5.114048,7.174968,3.941727,5.365157,7.205296,7.412603,4.85327,2.303157,6.513273,9.167147,5.342876,9.521392,4.259324,5.640853,5.79197,6.591636,2.367424,6.137634,3.747481,5.962177
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.064974,9.577624,6.732892,4.831327,3.778297,5.491824,4.637108,3.651613,6.660458,3.396621,6.325331,5.438292,5.006451,7.002721,8.406867,5.448547,5.564439,3.060595,4.156258,9.130064,7.019057,3.585247,6.644142,8.336063,8.430781,4.082358,5.410003,5.692509,3.132365,2.724507,4.743127,5.703548,8.001033,5.277653,5.452473,9.758225,5.266718,6.149872,6.385792,4.799547,8.219193,5.021104,6.919725,10.767331,6.364793,6.600426,7.24753,5.717305,2.263972,2.321351,6.816578,4.996575,6.167003,3.756958,6.270953,3.811749,9.228392,8.319745,5.412385,5.849316,7.025328,8.904417,6.274875,4.053178,5.072316,6.430276,7.748411,4.136161,9.47655,5.556155,7.769763,4.226102,7.12085,3.830823,4.384802,8.15259,6.942456,5.034433,2.412729,6.474057,9.132306,5.59854,7.612094,4.391007,4.213557,5.621862,6.36854,2.430154,5.837598,3.573941,4.587889
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.313073,10.56249,6.08594,3.646805,7.013055,4.227632,6.429641,5.231614,7.443194,7.261225,3.82904,5.20812,4.433517,6.492027,6.415687,4.466473,2.519377,6.08773,4.197376,8.375111,6.964678,8.155358,5.586626,9.741619,9.872844,6.444321,5.410003,6.581887,4.391572,7.247425,3.098536,2.236067,7.110629,7.445778,4.289912,9.032145,4.841735,7.419137,7.439185,4.38383,7.570332,3.981788,8.668243,9.216746,4.278373,5.25122,7.030512,4.887687,7.465115,3.140417,5.402372,4.230212,7.188947,4.158203,8.757938,5.247571,9.543869,9.555507,4.187445,4.412794,7.190907,4.741282,9.417956,5.471558,7.487174,4.95776,10.151263,4.113593,8.469974,3.43205,6.397798,3.783031,6.101487,6.190041,5.470773,6.016106,6.209376,5.737829,7.435711,7.323517,9.367184,7.705487,2.39899,2.68657,6.340986,6.209005,6.381887,6.140753,9.438757,5.503255,5.118958
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.909318,10.654357,5.946906,4.452698,7.519774,3.779494,4.606416,4.665485,6.587117,8.223073,2.917376,4.447395,4.590094,3.716665,6.273188,5.568384,2.672951,5.93552,4.26407,8.51576,6.507583,8.129388,6.153949,9.266288,9.105259,7.00838,5.410003,6.288288,4.060403,6.827129,3.576801,2.520914,7.068921,7.867261,4.336581,7.98327,4.938467,6.205642,4.833046,4.369117,7.600406,5.006693,7.938065,9.077218,4.991459,6.784477,6.700944,5.625565,9.038296,3.140417,5.370947,5.448523,7.460316,8.663078,7.976086,5.931574,7.996285,9.095783,4.975025,4.579375,8.75261,4.485368,5.596051,5.171387,7.129067,4.448581,7.844769,6.207753,8.823931,3.47773,5.967637,3.590885,4.854027,5.97357,5.267888,6.088694,6.378244,6.138696,6.410554,7.213582,9.798967,6.871394,2.39899,4.421489,6.180432,6.32725,6.068212,7.067516,8.869796,4.680029,5.195989
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.892565,11.04178,7.405345,3.124458,7.072528,4.67662,6.465416,4.547406,7.494064,5.883291,4.354719,6.433838,4.617635,8.250746,7.213624,4.804616,2.542526,6.009427,4.014393,8.115676,6.024786,7.360414,5.584648,10.182762,10.003984,6.82291,5.412168,5.733205,4.846027,6.822367,3.749478,2.271429,6.45292,7.116248,4.63454,8.230706,3.421963,8.317405,5.723987,4.229665,7.297165,4.385145,8.683066,8.653633,5.934768,5.149528,6.614801,3.729899,7.676558,3.127025,4.831159,2.983295,7.763137,5.74593,8.7829,5.871248,10.699474,9.693707,4.570375,5.094435,7.81722,3.531571,8.983287,5.520544,8.169106,3.909256,9.382762,4.160114,8.975312,3.137589,5.694443,3.921815,6.5224,4.705491,4.823892,6.853289,7.740639,6.123777,6.999358,6.773175,9.018486,7.377592,2.236067,2.938685,6.924339,5.948657,5.590154,5.861343,9.614105,5.738781,7.597668
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.448695,9.374443,6.756009,2.797493,5.17987,2.76936,6.188804,5.631443,8.1237,6.67756,3.46798,6.101496,4.433517,4.243216,8.029419,3.349451,2.536852,5.265257,4.550426,9.357892,4.481708,7.059529,5.320239,8.133301,7.524681,8.509247,5.476875,6.272256,3.379552,6.62129,2.941344,2.700171,5.982468,6.884631,5.689365,9.154484,5.118849,6.833284,7.172859,2.679302,7.303279,5.002556,9.091996,6.900089,6.17687,2.603585,7.108977,5.169875,7.054546,3.812498,5.631901,3.100347,6.722946,3.025971,8.949758,7.159124,9.494225,7.589199,5.112686,4.945017,7.487577,6.321599,8.574707,4.869408,5.123525,5.089867,11.343405,5.151527,9.785338,3.819535,5.443228,3.783031,6.815499,4.739301,3.892268,3.668179,6.871617,4.710217,5.944297,5.693855,9.405841,8.740136,2.236067,3.165926,7.573249,7.054474,6.20653,6.208019,8.44887,3.58299,7.066423
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.022711,11.365823,4.498046,3.60439,7.344344,3.278628,6.83567,4.015047,7.387172,6.869785,2.772304,6.522721,4.590094,7.441733,6.797548,3.939088,2.763795,7.13712,4.014393,7.670992,4.253548,7.699257,5.559978,10.209672,10.502799,6.405497,6.758008,5.127277,4.563287,7.181088,3.322153,2.520914,6.412357,7.545008,4.55841,7.510809,2.754823,5.949224,5.244876,4.437881,7.689075,4.111761,7.38244,8.527046,4.607332,4.360953,5.891939,4.378925,7.850477,3.163857,5.287538,4.266347,7.989473,5.243714,9.812253,6.285885,10.315187,10.097011,5.112686,5.580563,8.517073,2.799279,8.665346,4.053178,8.133759,2.956725,9.364198,3.789095,8.970898,3.47773,5.849718,4.045917,6.362803,3.863947,4.503294,6.607669,6.13983,5.543369,6.054466,6.814866,8.208534,3.864434,2.39899,2.920502,5.640853,7.383341,5.3126,6.457163,9.949341,4.759866,3.830258
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.389798,10.874522,6.798964,2.662883,7.875689,3.138052,6.874914,4.56896,7.420662,6.596182,2.964073,4.546169,4.465029,6.319102,5.659284,3.978609,2.619003,6.77276,4.156258,7.692068,4.326979,7.320196,5.177016,9.740586,9.857866,7.281784,5.410003,4.481458,5.546605,7.190599,2.331536,2.520914,6.547531,7.777171,5.550509,7.656448,2.62975,7.038439,6.972962,4.349437,5.959903,3.981788,9.636947,8.161932,3.740621,4.835291,6.863805,3.729899,7.356569,3.139551,4.431793,3.720093,7.798029,3.708909,9.760853,5.5029,9.774997,9.876398,4.89458,4.972215,7.017916,4.026624,8.040526,6.386867,7.68073,4.530743,10.130214,4.864462,8.820623,3.510259,5.886129,3.783031,6.130157,4.733635,4.164935,3.668179,5.171199,6.125659,7.398466,6.416387,9.003455,5.781046,2.236067,2.820308,5.640853,5.931791,4.841501,7.442495,9.860669,5.146881,4.1048
