"","Unnamed..0","tissue","endometriosis","severity","p226346_at","p236885_at","MEX3A"
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.77551141482773,6.68128931393591,6.72840036438182
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.96318577214641,7.59865234631793,7.78091905923217
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.89055855260732,7.75650060959259,6.82352958109995
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.77729932619775,7.15094185188147,6.46412058903961
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.64634865753544,4.24847060404652,3.94740963079098
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.63027584520532,5.97227789318606,5.30127686919569
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.15419610225718,6.89458532259593,6.52439071242656
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.73589918132166,4.71614116431975,4.72602017282071
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.45919218827151,7.31031304791265,6.88475261809208
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.65295058066718,6.55568475985044,5.60431767025881
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.66437236887249,7.89376465982785,7.77906851435017
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.87190978166451,6.59321938560669,7.2325645836356
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.59581606453222,6.6217834802633,6.10879977239776
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.29109311059114,5.1573430502764,5.22421808043377
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.38291737191254,6.34413157169602,5.86352447180428
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.1660255946924,7.7483685665651,6.95719708062875
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.11210081686153,7.11939141210417,6.61574611448285
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.30182092620014,6.56034712248707,6.9310840243436
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.31387238957433,5.7647586167292,4.53931550315176
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.78867115312069,6.52515430529894,5.65691272920981
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.40192531154646,6.06187990561363,5.73190260858004
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.68593437936028,6.28694935506867,5.48644186721448
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.27037502325558,5.61505318068108,5.94271410196833
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.51424320576068,7.60647573855918,7.06035947215993
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.94579443639255,7.43017734607543,7.18798589123399
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.92627090431566,6.0151392169084,4.97070506061203
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.21804350095993,6.79775772318582,6.00790061207288
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.86593492844266,5.38951813287427,4.62772653065846
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.48946516345655,5.18311908808871,4.83629212577263
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.03621042537087,5.17826882541946,5.10723962539516
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.24540871786615,5.68681191156065,5.4661103147134
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.40192531154646,5.4060031357992,5.40396422367283
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.37587110976551,5.38799053732231,5.38193082354391
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.59815854975458,6.39387518542896,6.49601686759177
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.75498767026102,5.34965661582232,5.05232214304167
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.00908831504358,6.94654552389157,6.47781691946757
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.44770168454152,6.53733452839097,5.99251810646624
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.15629413194067,5.98542387137436,6.07085900165752
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.07047520692991,5.01614609647249,5.5433106517012
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.1945410989263,5.20640316412619,5.70047213152625
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.14122077236748,5.5285221762725,6.33487147431999
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.74444272749535,3.83749463276239,4.29096868012887
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.02206265782242,4.67641135481194,5.34923700631718
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.77317536093233,5.38799053732231,6.08058294912732
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.3515642981844,4.85697044081942,5.10426736950191
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.42288996845236,4.1585868473644,4.29073840790838
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.01781936336882,5.20640316412619,5.6121112637475
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.61706866343543,5.26180083415959,4.93943474879751
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.66535308436075,5.38799053732231,6.02667181084153
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.15754330601571,5.0138427718483,4.58569303893201
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.14601431746004,5.48640320223823,5.81620875984913
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.39347497807368,5.38799053732231,5.89073275769799
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.51953942375031,5.75485438187156,5.63719690281093
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.46898032816636,5.20640316412619,4.83769174614627
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.10588438322765,5.86164655047135,5.9837654668495
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.16641110215473,6.15745555910946,5.6619333306321
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.64298155420556,6.91682548302617,6.27990351861587
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.51795712007004,5.55676929016232,5.03736320511618
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.73750361485509,5.38799053732231,6.0627470760887
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.31293263539387,7.23509979918984,7.27401621729186
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.46444843447951,5.72656929349895,5.09550886398923
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.57122561128234,7.87742235384174,7.72432398256204
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.84742049177594,7.94177573136023,7.89459811156808
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.91653044999061,5.27167738113352,5.09410391556206
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.97615820602927,5.38799053732231,5.18207437167579
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.14981115396202,6.38407262222374,7.26694188809288
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.10745844439488,5.40341868253991,5.2554385634674
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.97609927631331,6.23732586202987,5.60671256917159
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.41240269368865,6.83203874050027,6.12222071709446
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.33669388120388,6.95044764558254,6.14357076339321
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.86381603151484,6.4128962500256,6.63835614077022
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.90723040394018,6.88445489794058,6.89584265094038
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.35217319129961,5.20640316412619,5.2792881777129
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.85626171750182,7.54271204407152,7.19948688078667
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.99931587241621,5.90487823213389,5.45209705227505
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.18890131755299,5.35100319980522,5.2699522586791
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.22341527584918,5.99783440781995,6.61062484183457
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.69539432521834,6.98698967321393,7.84119199921613
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.7426255769348,7.00022998482031,6.87142778087756
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.81274533282827,6.8462163387457,7.32948083578698
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.81595496951432,6.66994480667604,6.24294988809518
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.2661470793827,5.54096453252859,5.40355580595564
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.39080561893191,5.20640316412619,5.29860439152905
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.77612071519871,4.4854638703238,4.63079229276125
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.46867392403504,4.37674811086548,4.42271101745026
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.62796305428682,4.72387047167517,4.67591676298099
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.4439855027438,5.20640316412619,4.82519433343499
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.89437892019521,5.38799053732231,5.64118472875876
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.44770168454152,6.1196746303899,5.78368815746571
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.37650682942651,5.38799053732231,5.88224868337441
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",4.59741868098545,4.10168643077388,4.34955255587967
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.3515642981844,4.15002921840067,4.75079675829253
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",5.43808206426044,5.69139793676337,5.56474000051191
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.6856487256476,4.02115511374617,3.85340191969688
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.48388064164674,5.20640316412619,5.84514190288647
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.69462650391228,3.93874760808528,3.81668705599878
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.4429374369869,5.20640316412619,6.32467030055654
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.44158526266856,4.14656679850959,4.29407603058907
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.57911307857225,4.64236983040177,4.11074145448701
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.40919697003145,4.45790704535074,4.93355200769109
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.75994442883061,5.17697835352388,5.96846139117724
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.40192531154646,5.70050336735306,5.55121433944976
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.26690351126327,5.63791458847086,5.95240904986706
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.34415070134087,5.94106995583434,6.1426103285876
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.82467611933482,3.95975772521953,4.39221692227717
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.71327053159199,5.38799053732231,6.05063053445715
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.72681942864542,4.24558405500958,4.4862017418275
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.54850100154805,4.37674811086548,4.96262455620677
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.04794097981449,5.17307776409706,5.11050937195578
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.97929024059441,4.01749330758728,3.99839177409085
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.40042294888601,5.38799053732231,5.89420674310416
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.67769328916785,5.19949461226843,5.93859395071814
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.86963202503746,3.88474909062823,4.87719055783285
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.14727628324705,5.65197337301358,5.89962482813032
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.34480089421094,4.88427367196133,5.11453728308614
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.90209040185657,5.86135091465884,6.3817206582577
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.22323765250902,6.80128794115077,6.5122627968299
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.13556065350988,5.38799053732231,6.2617755954161
