"","Unnamed..0","tissue","endometriosis","severity","p40837_at","p204431_at","TLE2"
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.38098875568497,6.01513074196368,6.19805974882432
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.33685074578027,5.13346288901059,5.23515681739543
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.55333991422273,5.25496080647189,5.40415036034731
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.14762592237694,5.70979109871309,5.42870851054501
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.7997883046808,6.37939709391713,6.58959269929897
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.05311777651636,6.76886124476875,6.91098951064255
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.98939951640335,6.65114098131041,6.82027024885688
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.89389802021443,5.00988010569107,5.45188906295275
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.43753054333995,6.13351096034447,6.28552075184221
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.41492411885091,6.00405231155469,6.2094882152028
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.12039905629711,8.2233318750297,8.67186546566341
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.9010954249722,6.60479480725604,6.75294511611412
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.3392997039256,7.68256165641763,8.01093068017162
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.975560186779,9.40054245380087,9.68805132028993
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.7181879617876,9.79928558051531,10.2587367711515
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.038360455093,10.2176877428162,10.6280240989546
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.20194462847328,7.62494720945534,7.91344591896431
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.25912582732825,7.57283336817851,7.91597959775338
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.48490477098487,6.95951150228299,7.22220813663393
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.80383071712162,9.11597192885926,9.45990132299044
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.2196661987248,9.19178070310986,9.70572345091733
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.42540091431372,6.65114098131041,7.03827094781206
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.28457877802,7.08214467233079,7.68336172517539
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.75233483657117,8.01251407179891,8.38242445418504
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.76336533138715,8.87857180622074,9.32096856880394
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.92707158067384,7.57316976020821,8.25012067044102
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.87067780401507,8.09310332183851,8.48189056292679
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.26721340589426,7.26557334355418,8.26639337472422
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.22764371721678,7.62608207447278,7.92686289584478
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.30400389497851,7.55739491702861,7.93069940600356
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.350009872619,9.47110542494356,9.91055764878128
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.50571283637682,8.67377134004043,9.08974208820862
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.37803939391021,6.65114098131041,7.01459018761031
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.99613004919333,8.0586608335769,8.52739544138511
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.18326231363226,7.26557334355418,7.72441782859322
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.94212833183718,8.4334106907852,8.68776951131119
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.26247225440425,7.26534847654274,7.76391036547349
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.63984815574854,7.60311225721397,8.12148020648126
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.40455439066324,7.62468155750938,8.01461797408631
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.43171015481442,5.31198170356932,5.87184592919187
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.97346997385112,7.26557334355418,7.61952165870265
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.13275396137087,7.26557334355418,7.69916365246253
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.88352666599254,5.7501745929928,5.81685062949267
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.19166254800624,6.65114098131041,6.92140176465833
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.79403730107276,7.26557334355418,7.52980532231347
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.86366693497544,5.47549962854926,6.16958328176235
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.79200476529655,6.97382633191577,6.88291554860616
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.39078728524138,5.93253562427972,6.66166145476055
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",9.38861207971435,8.62187238558052,9.00524223264744
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.87060647885216,7.55722992174646,7.71391820029931
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",5.43825483393215,5.06521233776025,5.2517335858462
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.68482389513458,5.42450050285177,5.55466219899318
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.84395657980023,7.42556120484991,7.63475889232507
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.18590775300791,3.91198657503162,4.04894716401976
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.47863395745899,7.09760516401787,7.28811956073843
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.16534971366274,7.68146719138067,7.92340845252171
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.67100737231976,8.17150677693159,8.42125707462568
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.0845112327925,7.51632395241409,7.8004175926033
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.81979148129082,7.30448783418102,7.56213965773592
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.82438028810942,4.97821380824374,4.90129704817658
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.62736597483042,5.71121994033432,5.66929295758237
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.26012486598449,6.65114098131041,6.95563292364745
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.27573587918014,6.97759552903932,7.12666570410973
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.58398110436554,6.7100060016213,7.14699355299342
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.6185207913533,5.48666724668706,5.55259401902018
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.93415471384374,6.63346737002646,6.7838110419351
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.49367328877783,7.87264734437111,8.18316031657447
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.93758642767704,5.50864872050466,5.72311757409085
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.47722800839072,5.74771855291078,6.11247328065075
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.28145417997331,6.65114098131041,6.96629758064186
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.55940258800617,6.98266965922084,7.27103612361351
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.12675911708809,5.95813634929778,6.04244773319293
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.53201140506592,7.86084465821275,8.19642803163934
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.74289073312747,5.5056531050395,5.62427191908349
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.26615979014654,5.24292550430606,5.2545426472263
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.5249950759759,5.4140051876363,5.4695001318061
