"","Unnamed..0","tissue","endometriosis","severity","p1555278_a_at","p212832_s_at","CKAP5"
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.76989326599802,5.23101747660373,5.50045537130088
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.26849415980847,6.70479892491226,5.98664654236036
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.73053518293101,5.92841211936264,5.82947365114682
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.73047006414383,5.53759476015421,5.63403241214902
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.63037095195708,5.23101747660373,4.93069421428041
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.35831556497081,5.23101747660373,4.79466652078727
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.20417312162666,7.1297049418195,7.16693903172308
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.3635434492518,6.21920763936221,5.29137554430701
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.63276712439082,6.28387063693059,5.45831888066071
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.95648712225389,7.06657060790154,6.51152886507771
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.55203488102118,7.01071020466529,6.78137254284323
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.29636462968318,5.23101747660373,5.26369105314346
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.65106182701318,6.04723149037114,5.84914665869216
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.691057229704,7.27674985493152,7.48390354231776
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.13562872544277,5.23101747660373,5.68332310102325
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.96758651995688,5.8241760201781,5.39588127006749
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.15534164260786,7.07046691285082,7.11290427772934
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.92811912183387,5.69113586072929,5.30962749128158
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.46251150664349,5.52353702075336,4.49302426369843
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.09401759022936,7.35221767549109,6.72311763286022
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.15232442440293,5.64813577175604,5.40023009807948
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.57251526068265,5.23132786877589,4.40192156472927
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.41965754463565,6.61779209762205,6.51872482112885
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.35831556497081,5.27210614021622,4.81521085259351
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.11617141735724,6.50320672411656,5.8096890707369
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.35831556497081,6.0555523690994,5.20693396703511
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.79185714831775,6.41413506205608,5.60299610518692
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.96389548300262,6.03074049049775,5.49731798675018
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.22177534211957,4.55282353188673,4.38729943700315
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.7332891161581,6.25651090916518,5.99490001266164
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.10653765014684,5.54334180059037,5.3249397253686
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.10981440747006,5.66464478983529,5.38722959865268
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.1323677170486,6.08134247062028,6.10685509383444
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.3600855809539,7.05552630533056,6.70780594314223
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.87002767951343,7.22160570567026,7.04581669259185
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.79187729619846,5.96251296805405,5.37719513212626
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.77615616099662,6.88148450418886,6.82882033259274
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.53566863365309,7.006423586504,7.27104611007855
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.49820587375334,6.35611947755599,5.92716267565467
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.61608573543831,5.23101747660373,5.92355160602102
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.5351117683437,6.9554801442399,7.2452959562918
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.38471070297226,6.56573417260313,6.47522243778769
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.03958100009229,7.03100197552439,7.03529148780834
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.61596501597739,7.36513850903114,7.49055176250427
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.91877784253303,6.14568697634595,6.53223240943949
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.77232775045251,7.25295947036738,7.51264361040995
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.81077766117502,7.93484715024157,8.3728124057083
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.55501297484927,8.15926725101571,8.35714011293249
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.85765012776712,8.14157319302658,8.49961166039685
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.95752193662286,7.4748283390092,7.71617513781603
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.22695153718175,7.44219641571271,7.83457397644723
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.95618932947752,7.91570529616468,8.4359473128211
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.08938861128753,8.3959997473431,8.74269417931531
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.0258873425255,8.35473485512758,8.69031109882654
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.1215707839157,7.19171590470214,7.65664334430892
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.37588598048069,7.7002632875832,8.03807463403195
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.20203144463141,7.28883081692886,7.74543113078014
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.07751305671452,7.7166743679461,7.89709371233031
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.51256713525881,7.64393091034052,7.57824902279967
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.75103852186381,8.19267284771119,8.4718556847875
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.60357252648806,7.79327566873711,8.19842409761258
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.08479406101405,6.37504892258279,6.72992149179842
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.41926516227562,7.38978915576925,7.40452715902244
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.88098255489395,7.37636133192782,7.62867194341088
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.28487320534797,6.16662227187714,6.22574773861255
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.70787554241599,6.01605584334669,5.86196569288134
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.99591738731532,5.65041505847918,5.82316622289725
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.85605837181634,7.55829603916271,7.70717720548953
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.78659806620666,6.13581035157605,6.46120420889136
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.15043994354329,6.37129773327454,6.26086883840892
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.04519456343709,6.07627311175578,5.06073383759644
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.64851734450517,5.55881185452907,5.60366459951712
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.63988392748697,6.83283042554296,6.73635717651497
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.26068729712944,5.89149175346546,5.57608952529745
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.69924668712834,6.49145969520713,6.09535319116774
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.95426035405663,6.44116319649365,6.19771177527514
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.92183176341245,6.1092721447133,5.51555195406288
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.51295454073949,6.93345627183754,6.22320540628851
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.09453014110379,6.40376978748809,5.24914996429594
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.01576882758309,7.21941320725389,7.11759101741849
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.25411626996629,7.12312580351302,7.18862103673965
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.17910237788636,6.67789064618811,6.42849651203723
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.61855477551001,6.24093307689024,5.92974392620012
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.78700432217704,6.85932771628895,6.323166019233
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.84273256038667,6.48462706206901,6.16367981122784
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.75120242594322,7.05726331473968,6.90423287034145
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.86512263282995,6.22053349116556,6.04282806199775
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.03877411646542,7.34822636242968,7.19350023944755
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.29890249126401,6.28394311107082,5.79142280116741
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.42828264262989,6.60811910133092,6.5182008719804
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.80025902742248,6.68015648055009,6.24020775398628
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.21452197374134,7.17551215411898,7.19501706393016
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.3057578174473,6.72586905806098,7.51581343775414
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.35874959507463,6.92685825107413,7.64280392307438
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.22734136544048,6.89925294816332,7.5632971568019
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.4514792156679,7.18146865441384,7.81647393504087
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.17202682473332,7.86452006641971,8.51827344557652
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.84130813475851,7.64566400154666,8.24348606815258
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.57107074982649,8.29745193218248,8.93426134100448
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",7.19576838912481,7.18580838357639,7.1907883863506
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.6863387999396,7.18778878363439,7.437063791787
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",7.98340403060496,7.60238475374078,7.79289439217287
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.8357239117918,7.55150981480296,7.69361686329738
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.62284262608669,7.38005704721561,7.50144983665115
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.46618466146413,7.03899754729371,7.25259110437892
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.33263826751513,7.08635818482524,7.20949822617018
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.83320972947966,7.51703877318655,7.6751242513331
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.00397568643168,7.57077772763654,7.78737670703411
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.02573696606233,7.85747413500664,7.94160555053449
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.50249346492752,7.26420187063326,7.38334766778039
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.24774408710758,8.23974788311175,8.24374598510967
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.80680757724698,7.48647119940867,7.64663938832783
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.21087098605024,7.69368526202134,7.95227812403579
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.57105444573744,8.29255997260516,8.4318072091713
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.66337924725956,7.06525805300278,7.36431865013117
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.87879223425412,6.92959458134577,7.40419340779995
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.31937494952458,7.24765327640656,7.28351411296557
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.19576838912481,6.64950673715629,6.92263756314055
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.56590805590155,7.06377151240203,7.31483978415179
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.6403568734014,7.77020077991359,8.20527882665749
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.43269199105282,7.95549090166378,8.1940914463583
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.69771730991112,6.31116601582711,6.50444166286912
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.46892351093462,7.84426891766414,8.15659621429938
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.19576838912481,6.40875539525489,6.80226189218985
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.37066480471956,7.93705193657179,8.15385837064568
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.30660789955603,7.77476943941184,8.04068866948393
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.40322391329488,7.53718112920864,7.97020252125176
