"","Unnamed..0","tissue","endometriosis","severity","p204369_at","p235980_at","PIK3CA"
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.50969181229145,4.12143291668314,4.3155623644873
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.57103883367297,3.51012950406875,3.54058416887086
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.63238505270653,5.02797867074986,5.3301818617282
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.90526065562907,4.19834586868966,4.05180326215936
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.14726609326088,4.21900738414767,3.68313673870427
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.06004896453452,4.19834586868966,4.12919741661209
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.44100467718412,3.98898664205055,3.71499565961734
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.23602791534862,4.09941671331819,3.16772231433341
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.05621099543369,4.21900738414767,4.63760918979068
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.04657781773037,4.1451628554192,4.09587033657479
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.85192425073529,3.5682083095007,3.71006628011799
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.0242451974649,3.51012950406875,3.26718735076683
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.4676458444941,4.12143291668314,3.79453938058862
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.98365879710503,4.04107362613019,4.01236621161761
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.23602791534862,4.19834586868966,3.21718689201914
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.14726609326088,3.91675647895463,3.53201128610776
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.0242451974649,4.21900738414767,3.62162629080628
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.14726609326088,4.12143291668314,3.63434950497201
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.25901584812223,4.03536080107591,4.14718832459907
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.15580748847433,4.09941671331819,3.62761210089626
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.99608119007592,4.21900738414767,5.10754428711179
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.87653234352635,3.8702906279467,3.87341148573653
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.64490096193474,4.36776026101161,5.50633061147317
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.26304532421069,5.71671927117955,6.48988229769512
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.07862794929577,3.91356854884289,3.99609824906933
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.45996176514981,3.61206015995533,4.03601096255257
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.56389637038974,4.65120891813393,5.10755264426184
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.66133764577263,4.73729386690858,5.6993157563406
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.88751621111237,5.0336243500917,5.96057028060203
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.70665902986246,5.25953480825667,5.98309691905957
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.36324083627168,4.02053934937994,4.19189009282581
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.55110654064727,4.12143291668314,4.8362697286652
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.66851624078155,4.15104301005413,5.90977962541784
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.704393859553,4.99436848626714,6.34938117291007
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.49961393564937,4.84832132348649,6.17396762956793
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.56769107793358,6.11300046557502,7.3403457717543
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.45547172812636,5.53254421555492,6.49400797184064
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.6779553448461,5.39875707602607,6.53835621043608
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.36093082843652,5.29031657292487,6.3256237006807
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.45100208574353,5.24532504873553,6.34816356723953
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.80748233181248,5.83187998177582,6.81968115679415
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.25020037015792,4.61224685691396,5.93122361353594
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.64816778879589,5.69973565139922,6.67395172009756
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.99207347703371,4.96256669203328,6.4773200845335
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.56751571302308,4.28500933959882,5.42626252631095
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.61253025950736,4.19867716049998,5.90560371000367
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.40612674520708,4.23012278528857,5.81812476524783
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.66877669480073,4.21900738414767,4.9438920394742
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.62606225515214,5.44640646717201,6.03623436116207
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.4309921296537,4.21900738414767,4.82499975690068
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.85189416695818,4.09941671331819,4.47565544013819
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.14726609326088,3.96095316766598,3.55410963046343
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.05735908537397,4.21900738414767,4.63818323476082
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.85070004139428,4.19834586868966,5.02452295504197
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.95692334824796,4.07703669988123,4.01698002406459
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.36106327542905,4.19834586868966,4.77970457205936
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.01268141897841,4.41422644867098,3.71345393382469
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.95074512977161,4.12143291668314,4.53608902322737
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.92404551240948,5.29679191853073,6.11041871547011
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.91129121679643,4.19834586868966,3.55481854274305
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.15161883526285,4.35569716924086,5.25365800225186
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.04657781773037,3.55915816634668,3.80286799203853
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.61769371173878,4.60099122579439,5.10934246876658
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.14726609326088,4.09941671331819,3.62334140328954
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.14726609326088,4.12143291668314,3.63434950497201
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.69414606760815,4.19834586868966,4.44624596814891
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.26071852176712,4.09602446750017,5.17837149463364
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.30515312471654,3.80094145279761,4.05304728875707
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.14726609326088,3.51012950406875,3.32869779866482
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.87623974565961,4.39056659310592,5.13340316938277
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.23336395416404,4.22522506887738,4.72929451152071
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.88303714016447,4.19834586868966,4.04069150442707
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.04657781773037,4.6052117717022,4.32589479471628
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.02216992277471,3.53482903059774,3.77849947668622
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.36459938785185,4.09941671331819,4.23200805058502
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.27743858464335,3.51012950406875,3.39378404435605
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.33738642138488,4.21664411781171,4.7770152695983
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.29691475582439,4.22020126483053,4.25855801032746
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.4302444440285,5.22009240557005,6.32516842479927
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.88394066171355,5.55690223380274,6.72042144775815
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.99704734625162,5.72189119052776,6.85946926838969
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.53420327303471,4.21900738414767,5.87660532859119
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.68951449710285,4.19834586868966,5.44393018289626
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.99940641098352,4.37650764903291,4.68795703000822
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.95470831499304,4.35461013201171,5.15465922350237
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",6.25266697378216,5.46331307234677,5.85799002306447
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.29614428229742,4.98166871614951,5.13890649922346
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",7.35983548736036,4.94921758334276,6.15452653535156
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.46721955278325,4.62225953948036,5.5447395461318
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.53883850942389,5.58717384536585,6.06300617739487
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.59399456135907,4.37767263733412,5.98583359934659
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.17529121725028,5.68292955908123,6.42911038816576
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.53610766752677,5.28404025680408,5.91007396216543
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.86372519554167,4.73050881539738,5.79711700546953
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.61600235949045,4.37980836484039,4.99790536216542
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.36663308521141,5.4477174901748,6.40717528769311
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.89180956714846,4.93706576603126,6.41443766658986
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.33060627564331,4.71301217886264,6.02180922725297
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.31085932044406,4.36045830835151,5.83565881439779
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.40037622334887,5.3200007222875,5.86018847281819
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.77016318959392,4.20742901720528,5.9887961033996
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.71062002314977,5.19120742608431,5.95091372461704
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.85467076197316,5.43943687936794,6.64705382067055
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.29338707836252,5.17703256942305,6.73520982389278
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.80387767018359,5.56752995834632,6.18570381426496
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.95993870200317,4.19834586868966,5.57914228534642
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.23453688292703,4.58520339204853,5.40987013748778
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.3102257304779,4.98388038411677,6.14705305729733
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.23851859076805,4.33982458500622,5.78917158788713
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.86657898433361,5.14246781481323,6.50452339957342
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.08066431817805,4.62433888220493,5.85250160019149
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.05295845656931,4.21900738414767,5.63598292035849
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.59645823782308,4.46993278804585,5.53319551293446
