"","Unnamed..0","tissue","endometriosis","severity","p225250_at","p225246_at","p234140_s_at","STIM2"
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.61690455945764,4.68823541121396,5.62897618100165,4.64470538389108
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.69882137289563,4.92503369894645,5.03839202179151,4.55408236454453
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.92680578494607,4.64069858062523,6.08299722475695,4.88350053010942
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.75737278157788,4.2689576919084,5.41802710871529,4.48145252740052
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.61331217609007,3.51519236822706,4.82022160611255,3.64957538347656
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.65036108830779,4.75137163536648,5.80500436983084,4.73557903116837
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.79980070929838,3.31184321670579,5.13197756058484,4.08120716219634
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.92680578494607,4.34985922960998,5.03839202179151,4.43835234544919
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.92680578494607,5.36498042113178,6.03150811319494,5.10776477309093
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.78527582321911,3.49045445638313,5.41296133400209,4.22956387120144
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.78936719584164,4.0516403581397,5.99001200465246,4.61033985287793
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.88201914776127,3.36597652545986,4.84804759115418,3.6986810881251
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.58662595794838,3.11218597414663,4.1713839387182,3.29006529027107
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.27882050757729,4.21724471895478,5.03839202179151,4.17815241610786
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.6680757573424,3.25109880730691,4.26584277594159,3.7283391135303
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.92680578494607,3.14530393207491,4.41672008540318,3.82960993414139
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.92680578494607,4.36743323839997,5.16833489591574,4.48752463975393
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.85998979896763,4.33574561212976,4.51020980621073,3.90198173910271
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.58170793550004,4.60728877575122,5.42502807973251,4.53800826366126
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.92680578494607,5.23441635387188,5.79475929111098,4.98532714330964
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.93437729582912,5.88449294923581,7.05238270328369,5.62375098278287
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.89566790696885,4.8013649504839,5.78756337569822,4.82819874438366
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.62657840197959,6.0463891374602,6.30933917759613,5.32743557234531
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.84824524026864,6.43099831048026,6.4032631784021,5.56083557638367
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.36792547906278,4.61257095828377,5.79213265707622,4.59087636480759
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.61106443561586,4.60959339032719,5.03839202179151,4.41968328257819
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.88176518744642,5.95445402669699,6.30933917759613,5.04851946391318
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.89139286326405,6.13031525552384,6.69127293827553,5.57099368568781
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.63911273669117,5.95445402669699,6.30879224312552,5.30078633550456
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.9523774012265,5.8819334376971,5.94850007823299,5.26093697238553
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.63978942945698,6.0688420119761,6.2435185585714,5.31738333333483
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.92680578494607,5.96068858201022,6.48405492931223,5.45718309875617
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.32606692026709,6.52998271107441,7.05877395123049,5.97160786085733
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.95832626702873,6.57228298738828,7.07489642984745,5.86850189475482
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.76066446115518,6.98405960911013,7.22523379954511,6.32331928993681
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.30525649796756,6.71025496754654,6.70853834330208,5.90801660293873
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.8473950831434,6.30446177837691,6.39437957097055,5.51541214416362
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.15012413186191,7.26324303593806,7.00347938722989,6.13894885167662
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.69874155389249,6.77212487099103,7.26275799321419,6.24454147269924
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.259826977983,7.35496860504667,7.07372873774742,6.2295081069257
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.92680578494607,6.42494312274504,6.90334084944264,5.75169658571125
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.23601892190501,7.00308146979409,6.91131624093371,6.05013887754427
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.2853342715332,7.39568680995645,6.76434450184907,6.14845519444624
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.04751588688604,6.86272005997638,7.21585603619324,6.37536399435189
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.39171866951684,6.16442749691667,6.19498972015799,5.25037862886383
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.70149688951385,7.48622896577906,7.09987165665807,6.42919917065033
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.33573573289418,6.89811570456876,7.12984683361966,6.12123275702753
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.92680578494607,6.41451629548014,6.53594610873331,5.62575606305317
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.39579228587849,5.76970596136348,6.28706391254885,5.15085405326361
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.92680578494607,5.99563942256763,6.30933917759613,5.41059479503661
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.94381725960871,4.8244924531714,5.7838338255522,4.85071451277744
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.92680578494607,4.76411440409283,5.81987401668958,4.83693140190949
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.66107317628203,4.83890024435718,5.65248357346266,4.71748566470062
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.92680578494607,5.97327749950319,6.30933917759613,5.4031408206818
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.04543291708516,4.5571027712064,5.15523162188876,4.25258910339344
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.79979242796075,4.62098121281452,5.37143703072588,4.59740355716705
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.86366291497018,5.77286319089603,4.1713839387182,4.60263668152814
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.53175695059196,4.63645297188991,5.39311283052777,4.52044091766988
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.01449608011761,5.32700585789308,6.19020230338793,5.17723474713287
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.93124154938391,2.98094298210031,5.03839202179151,3.98352551775858
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.92680578494607,5.13219266619303,5.86354771459103,4.97418205524338
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.84806182737417,4.91452692444944,5.79213265707622,4.51824046963328
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.00333428554839,4.9015993401656,5.54922792370751,4.81805384980717
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.66171069104073,6.02067402697408,5.54244259378018,5.074942437265
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.92680578494607,3.04397369126048,5.79213265707622,4.25430404442759
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.92680578494607,5.88206601787588,6.2914909638529,5.36678758889162
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.11082150210956,5.82304860457871,6.30933917759613,5.41440309476147
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.49246069472199,4.89155786581448,5.99939206113138,5.12780354055595
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.87162039529297,3.20668428450436,5.04370052123046,3.70733506700926
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.91927111424546,5.95445402669699,5.72261827135719,5.19878113743321
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.44606804186787,5.95445402669699,6.30933917759613,5.56995374872033
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.76556818495087,4.76588180449667,6.30988611206674,4.94711203383809
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.13827031882723,4.63416900023322,5.01061316397088,4.26101749434378
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.92680578494607,5.54215623277298,6.30933917759613,5.25943373177173
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.55386339888649,4.99062768817848,6.14451320712498,4.89633476472998
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.18761489407178,4.10329756338495,6.01705840732695,4.76932362159456
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.01069336204561,5.02863810511091,5.3498095488255,4.46304700532734
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.92680578494607,5.91036638731458,6.30933917759613,5.38217044995226
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.22826196648257,6.96529543384095,7.52508920302826,6.23954886778393
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.92680578494607,6.23494309039347,6.81159209215549,5.65778032249834
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.34610640064137,7.66097107907472,7.81711682441923,6.60806476804511
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.50649648984112,6.87470515271162,6.64713819694763,6.00944661316679
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.92680578494607,7.71859459877811,7.10585206694028,6.25041748355482
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.92680578494607,6.63612301946106,6.52230237093704,5.69507705844806
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.92680578494607,6.15964772361138,7.62051995942344,5.90232448932696
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",4.27211558420209,6.6192164983349,7.10819138981451,5.9998411574505
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.47370572049146,6.17167344827844,6.83292240197918,5.82610052358303
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",3.92680578494607,6.78670092286101,6.60008867760418,5.77119846180375
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.92680578494607,6.50109093476262,6.41445536609815,5.61411736193561
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.83817144977752,7.0348849183464,6.96895595870054,6.28067077560815
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.92680578494607,7.16584905847385,6.66850760456935,5.92038748266309
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.21604949428334,6.12063408615081,6.30933917759613,5.54867425267676
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.92886984309348,6.72647944139298,7.02729823245653,5.894215838981
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.92680578494607,5.8819334376971,6.30933917759613,5.37269280007977
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.84067458738122,7.39756816128916,7.92414796752267,6.72079690539768
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.0706954725901,6.60273959053468,6.50119382253344,5.72487629521941
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.40259359580531,8.22348601805239,7.22647086502709,6.61751682629493
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.50299248948388,7.21206680908716,6.90535318048715,6.20680415968606
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.11456323967231,7.38524455384403,7.02324781337521,6.17435186896385
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.71630800182139,6.85216863343636,7.21458493847397,6.26102052457724
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.17219606461361,7.64513185466851,6.90367919942762,6.24033570623658
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.14285246720695,5.8819334376971,6.43259109651183,5.48579233380529
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.17976050724648,6.84043347971439,7.00375633019195,6.00798343905094
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.22049262096046,7.36927244589662,7.03618812629043,6.2086510643825
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.14054826219801,6.4009357906119,6.31885644746588,5.62011350009193
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.70529834340251,6.98173585907005,7.01813652274351,6.23505690840536
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.67081534430634,6.63311376539655,7.19457128111914,6.16616679694068
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.24521740131714,6.09792970346387,6.29464734490389,5.21259814989497
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.26036012803572,7.75310263446156,7.3331088895804,6.44885721735923
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.92680578494607,6.22147549994179,6.79674170408601,5.64834099632462
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.78396071533046,7.89847218338981,7.18162148636585,6.62135146169537
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.82270111647197,7.03926254404162,6.71074389305854,6.19090251785738
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.48539406995604,6.19850877243034,6.44106951639766,5.70832411959468
