"","Unnamed..0","tissue","endometriosis","severity","p204186_s_at","p204185_x_at","p228469_at","PPID"
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.51029925682356,9.367424806425,6.65511342172809,8.17761249499222
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.26059806244034,9.37579189159411,5.81817448631643,7.81818814678363
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.75918839841736,8.70775224731095,4.6709355273097,7.045958724346
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.36771790236349,8.41791530949686,3.10849293986629,5.63137538390888
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.27015961341225,8.50637520896612,3.45157943007137,6.40937141748325
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.92928657336434,8.93339656456743,3.77586340953274,6.8795155158215
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.11481665255417,8.10401478538738,3.09546686021132,6.10476609938429
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.72003661834765,8.94934562273697,5.62183254813356,7.43040492973939
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.83508035248098,8.10401478538738,4.6709355273097,5.53667688839269
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.17047735703498,8.30149106162821,2.9770165890377,6.14966166923363
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.15541420808345,8.5104317055869,5.54205363631293,7.06929984999443
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.37463993762078,8.57914794579323,3.42747716850231,6.12708835063877
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.87236469916819,8.7619335350325,2.23602791534862,6.29010871651644
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.58688297486658,8.19731355997606,3.42747716850231,6.07055790111498
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.20465595370333,8.55569210483583,4.16293606433796,6.64109470762571
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.81062157336341,7.80861581043274,3.42747716850231,5.34890485076615
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.99256965346081,8.10401478538738,3.42747716850231,5.17468720245017
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.2899485075518,9.31887077750243,4.09656590803182,7.23512839769535
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.05595896493572,9.50831542875433,5.37179915216589,7.97869118195198
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.24372644756656,8.8380218320702,4.6709355273097,6.91756126898215
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.08162632365402,8.10401478538738,3.25614210304409,5.81392773736183
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.60708760101761,9.3944267403901,4.67504484923385,7.22551973021385
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.24155672231678,8.10401478538738,4.7364185113884,6.69399667303085
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.92489817775996,9.16468884588123,4.6709355273097,7.25350751698363
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.2858156229778,7.28579282203584,3.08741622660135,4.886341557205
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.0357503839622,9.48107008828864,4.59823679976619,7.37168575733901
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.90087170831216,7.88137374006278,3.0882649489289,5.95683679910128
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.75933500882653,8.31061760550262,3.51846935009247,6.19614065480721
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.98842690137959,8.9884512800051,4.6709355273097,7.21593790289813
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.91563738234598,9.98288589579622,5.6427513851709,8.18042488777103
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.17834780059747,9.12893458583702,4.11059338485978,7.13929192376476
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.17796569502738,9.5415033366484,5.6262171473848,7.78189539302019
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.2554297402271,9.26643815905256,4.6752462969461,7.39903806540859
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.53820905514863,9.3366501715721,5.14787369793334,7.67424430821802
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.95424902504028,10.4528203092982,5.59201187766599,8.33302707066816
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.62444916584893,9.85807897392271,5.23255598879094,7.90502804285419
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.87379862623724,9.46410534393267,4.03874165385633,7.12554854134208
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",7.12474819422073,8.62350829593807,7.30498682431961,7.68441443815947
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.84026616865051,9.6290263945397,6.95728533670789,8.4755259666327
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",8.46247946629459,9.51581474286692,6.54921738476664,8.17583719797605
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.69063522379085,9.57091219091451,7.72930906715921,8.66361882728819
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.19992099817363,9.10610804029226,5.50002240706242,7.60201714850944
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.13095395467785,8.52091358272567,7.17191758021367,7.60792837253906
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.7016539866029,9.45070181252155,6.10714892302259,8.08650157404901
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.74728133149253,9.48315391480966,6.66421274080582,8.29821599570267
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.85107819082165,9.54833008235326,5.99040871052522,8.12993899456671
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.99221755907498,9.85380013114337,7.79497675861213,8.88033148294349
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.03917229301451,8.76234034995459,4.6709355273097,7.15748272342627
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.48796104854322,10.1503183302921,7.32189216481567,8.98672384788366
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.54190586758968,9.33630872003301,5.2109475866177,7.69638739141346
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.9208350036598,9.53759301583847,6.45521391428319,8.30454731126049
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.80441866402998,9.58925591185493,7.01654457975398,8.47007305187963
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.85945147361336,8.4638486651578,5.74208691138044,7.3551290167172
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.09133019152778,9.87684513970007,7.05017531119519,8.67278354747435
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.25279272577428,9.32816145159121,6.10571173292934,7.89555530343161
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.58782421389684,9.46894260794414,5.41492122119488,7.82389601434529
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.49251134110607,9.49063517127476,7.05035657360731,8.34450102866271
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.11468472211348,9.79825392957591,6.43000726561735,8.44764863910225
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.42876769925511,9.50672956843889,6.4041439588996,8.11321374219787
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.12115055832426,10.0497467907326,3.57010374399517,7.58033369768401
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.70488167486584,9.22344576703538,6.71106242429282,8.21312995539801
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.81386553859861,9.73719397241216,5.88970762401384,8.14692237834154
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.71116094833425,9.43755847792748,5.94911670195939,8.03261204274037
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.04938651053848,9.74131440505345,6.12003266624378,8.3035778606119
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.30537761913209,9.90474450947576,5.86723410038047,8.35911874299611
