"","Unnamed..0","tissue","endometriosis","severity","p219096_at","p229906_at","ARMC7"
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.53405809088174,6.24609938418669,6.89007873753421
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.45135709953661,7.01268039490776,7.73201874722218
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.7405505262501,7.02788853362493,7.88421952993752
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.48926595512616,7.7965249616221,8.14289545837413
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.02072107320512,7.47256471568127,8.24664289444319
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.17077598674249,6.67922405056855,7.42500001865552
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.36563126415687,6.55956007403117,7.46259566909402
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.76614152925921,7.22229556802092,7.99421854864006
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.34177662971748,7.49231332041613,7.9170449750668
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.02070751048124,6.60407809941797,7.3123928049496
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.1072418761157,8.13270977636186,8.61997582623878
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.22639910576244,7.11903845381366,8.17271877978805
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.1715721139714,5.02011636220471,6.09584423808805
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.02715231604462,7.34594020282366,7.68654625943414
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.7022121639207,7.31129521014583,8.00675368703327
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.31012512940683,6.1661225002289,6.73812381481786
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.38429899048044,7.79368719958524,8.08899309503284
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.52175433324617,7.78245766478115,8.15210599901366
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.49071728602302,6.57631156109745,7.03351442356023
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.49101359374668,7.77374856964637,8.13238108169653
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.65670300131246,7.1887687368974,7.42273586910493
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.41893378797683,6.23252931120228,6.82573154958956
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.27040148105975,7.33573107985389,7.80306628045682
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.85126153768172,7.41543008921929,7.63334581345051
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.51084534774871,7.50930568327451,8.01007551551161
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.94691308996095,7.67944197065477,7.81317753030786
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.63480790582954,7.49883596522678,8.06682193552816
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.52360433016931,8.07628180025748,8.29994306521339
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.96786138415802,7.38990382152418,8.1788826028411
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.8244064802563,8.26715844712388,8.54578246369009
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.30823729598604,7.47885634430313,7.89354682014458
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.3633688828891,7.15639460245269,7.7598817426709
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.09976274762658,6.6508615585652,7.37531215309589
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.88731021846108,6.45091695588475,6.66911358717292
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.51074892841574,7.18002822861824,7.84538857851699
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.69498318238373,6.70221209366891,7.19859763802632
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.89504035227387,5.76254020701228,6.32879027964307
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.82425500247306,6.93770385141725,7.38097942694515
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.27711489475683,6.37663864074655,7.32687676775169
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.67178267673158,6.34763761174447,7.00971014423803
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.6796360146242,6.00053201088952,6.84008401275686
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.73912972907608,6.35464343647426,6.54688658277517
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.14834011805491,5.73394188280506,6.44114100042998
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.00845410748604,6.04106748998448,7.02476079873526
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.10359403859832,6.94170016641811,7.52264710250822
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.59849780018638,5.09045951292402,5.8444786565552
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.91388123427608,5.78286654755932,6.3483738909177
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.89496298769728,4.93947877153761,5.91722087961745
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.43038620314823,5.29442178314134,5.86240399314478
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.6353019995598,4.98465253343769,5.80997726649874
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.87544187400245,5.21689370547757,6.04616778974001
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.89158288754294,5.07572553405594,5.98365421079944
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.64067041402012,5.18303088917683,5.91185065159848
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.71967641450983,5.26680390299599,5.99324015875291
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.89496298769728,5.0458980094714,5.97043049858434
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.89496298769728,5.31760246270954,6.10628272520341
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.89496298769728,5.12919862269241,6.01208080519485
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.11033348412164,6.10613838702549,6.60823593557357
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.59849780018638,5.93397701033418,6.26623740526028
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.89496298769728,5.26680390299599,6.08088344534664
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.84259815811389,6.25759638688299,7.05009727249844
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.64500722860351,5.85211124824327,6.74855923842339
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.05163264031545,6.1792736475468,7.11545314393113
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.48500563215793,6.03219001316839,7.25859782266316
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.5775794061476,7.17272635601005,7.87515288107882
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.31635054297545,7.23553746745024,7.77594400521284
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.66716741985506,6.42980858322074,7.0484880015379
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.5372885011438,7.11899622942765,7.82814236528572
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.16668231081767,6.84416349554896,7.50542290318332
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.3069982258119,7.22519020945846,7.76609421763518
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.51802835141588,6.62605103714987,7.57203969428287
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.52350022975606,6.37033809300169,6.94691916137887
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.40520394053164,7.34774270966535,7.87647332509849
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.62669707104298,6.82940577594544,7.22805142349421
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.3653198376434,6.57012621870265,6.96772302817303
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.55556684297745,7.41949100672172,7.48752892484958
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.19348198318288,7.38187891555507,7.78768044936897
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.25700330294875,7.45770263657127,7.85735296976001
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.70603979465899,6.12073179576672,6.91338579521286
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.90812415256566,6.01890222002055,6.9635131862931
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.21186593485898,6.32361105389649,6.76773849437773
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.78536110589838,7.18414434271557,7.98475272430697
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.16411390990229,6.99125693013103,7.57768542001666
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.92443151510045,6.51864484115031,7.22153817812538
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.23563952008749,6.99089440741592,7.61326696375171
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.65214781377682,6.36823389186006,7.01019085281844
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.9008689693395,6.69633646178788,7.29860271556369
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.1991205561876,6.28022831389482,7.23967443504121
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.44067772254643,6.82513125867499,7.63290449061071
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.964314619158,6.86542603656296,7.41487032786048
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.71125404464774,6.89043656774983,7.30084530619878
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.89496298769728,5.43035707294259,6.16266003031993
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.89496298769728,4.24091663263759,5.56793981016743
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.89496298769728,4.60942284889721,5.75219291829725
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.7160828352963,4.17086490770136,5.94347387149883
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.37966914429565,4.57752629390868,5.97859771910217
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.96478315038264,4.91104495483136,5.937914052607
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.07520572963631,4.34739675771893,6.21130124367762
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",6.59849780018638,5.11273383311354,5.85561581664996
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.78622480204559,4.62806574539802,5.7071452737218
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",6.59852162085849,5.00004370728341,5.79928266407095
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.88333989754053,4.48431648885964,5.68382819320009
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.4748661321169,3.89497159413918,5.18491886312804
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.54941803319538,5.0985123457013,5.82396518944834
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.80695016688162,5.00749656114633,5.90722336401397
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.82281160678987,4.79934430545627,5.81107795612307
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.7522272027811,5.22730286756751,5.9897650351743
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.61929731159449,4.7976877802501,5.7084925459223
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.58376250374307,5.06410738797178,5.82393494585742
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.47025366679663,5.14867029008755,5.80946197844209
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.80603511344285,4.57250093500352,5.68926802422319
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.6876571269758,4.93706025203189,5.81235868950385
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.59849780018638,5.05684842799491,5.82767311409065
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.89496298769728,5.23484462600602,6.06490380685165
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.89496298769728,4.39125852786257,5.64311075777993
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.59849780018638,5.13206276510481,5.8652802826456
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.85216883268247,5.26680390299599,6.05948636783923
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.66119342554882,5.07321922460479,5.8672063250768
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.93498492694481,4.93430828030471,5.93464660362476
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.57014468569908,4.88572381132911,5.72793424851409
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.59849780018638,5.15364198906572,5.87606989462605
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.89496298769728,5.19408736878409,6.04452517824068
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.89496298769728,4.80231435477891,5.8486386712381
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.88786713251152,4.91932793340498,5.90359753295825
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.89496298769728,4.67509198006822,5.78502748388275
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.68655568579822,5.26522684753171,5.97589126666496
