"","Unnamed..0","tissue","endometriosis","severity","p209633_at","p209632_at","PPP2R3A"
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.60603761258351,5.95023658023953,6.77813709641152
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.2506185986054,6.35123641731039,6.8009275079579
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.83868389172344,7.3565565478744,8.09762021979892
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.27073091908655,7.21077589687509,7.74075340798082
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.7668548550438,7.76205477211375,8.26445481357877
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.02931855729591,8.18380720151597,8.60656287940594
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.73707181857293,6.54723045043873,7.14215113450583
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.15102218930902,7.24608034840506,7.69855126885704
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.98253114560545,7.60437688690998,8.29345401625772
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.90590564425313,6.5597687525803,7.23283719841672
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.43277627755462,6.68393446791417,7.0583553727344
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.37795047719063,7.11932408425128,7.74863728072096
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.01682384496658,7.58057891834779,7.79870138165719
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.20376905258027,8.02941511944633,8.6165920860133
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.17889289814513,7.02104154184951,7.09996721999732
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.6732751123662,7.42211485531567,8.04769498384094
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.54458688330135,7.33043504637823,7.93751096483979
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.85407104010316,4.92765708188278,5.89086406099297
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.56149428825009,5.77534266312202,6.16841847568605
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.76886222622167,6.35232991344908,7.06059606983538
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.84984513653892,5.44981405366337,6.14982959510114
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.18095874062028,6.35232991344908,6.76664432703468
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.67350709926462,5.75029110622342,5.71189910274402
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.35413174441689,6.27397902003597,7.31405538222643
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.33976873186693,5.87381638990683,6.60679256088688
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.28972888402256,5.63471809281649,5.96222348841953
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.42450780763672,6.35232991344908,6.8884188605429
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.49969110965207,6.26506730726078,6.88237920845642
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.61812804363731,6.41238334763039,6.51525569563385
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.5754158411567,6.20249264664071,6.38895424389871
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.62994242899147,5.64976391166581,6.63985317032864
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.18095874062028,5.56524474979706,6.37310174520867
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.3227342273815,6.35232991344908,6.33753207041529
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.40670332596033,6.35232991344908,6.37951661970471
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.18095874062028,5.91174317775563,6.54635095918796
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.28768346539782,5.72221436355594,6.50494891447688
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.87081790674014,6.35232991344908,7.11157391009461
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.18095874062028,5.70012649946942,6.44054262004485
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.24381827402595,6.28603856413033,6.76492841907814
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.22633792980295,6.01739935157983,6.12186864069139
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.09809857160345,6.00806494327818,6.55308175744081
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.78604249317585,6.03770965280165,6.91187607298875
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.35962815258581,6.35232991344908,6.85597903301744
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.26359560465788,6.03115391740989,6.64737476103388
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.27298932018473,5.92173787873785,6.59736359946129
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.76446616158348,5.43023402952779,6.09735009555564
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.18095874062028,5.79286509385936,6.48691191723982
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.52722071872685,4.90719912803349,5.71720992338017
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.38810639286864,7.29153155988487,7.33981897637675
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.10513834863607,6.35878493282075,6.73196164072841
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.18095874062028,6.35232991344908,6.76664432703468
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.54409921227208,7.08376212703945,7.31393066965576
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.97957825222414,7.80481346145647,7.8921958568403
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.85712042902811,7.00479999918808,7.93096021410809
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.70310991609844,7.72915758275054,8.21613374942449
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",8.40845276490675,6.35232991344908,7.38039133917792
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.17129827323351,6.60892432358854,7.39011129841102
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",8.10260857144426,7.13450408977274,7.6185563306085
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.47887824120899,6.35232991344908,6.91560407732903
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.8596447294358,6.35232991344908,7.60598732144244
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.2702161192733,6.62051363434633,6.94536487680982
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.89770850162413,6.7267031187033,7.81220581016372
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.28927185005791,5.02268222417581,6.15597703711686
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.91246987401407,6.88664205030295,7.39955596215851
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.51703370299069,6.58380891330017,7.55042130814543
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.66961291876622,7.25675967644081,8.46318629760351
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.39136285517582,7.39454455868223,7.89295370692903
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.95460190067101,7.4559076603107,8.20525478049085
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.38960731475704,7.0292673358433,7.70943732530017
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.70263752250599,6.35232991344908,7.02748371797754
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.89099970933754,7.38375649520295,8.13737810227025
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.18095874062028,6.29187636322461,6.73641755192244
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.79053622747363,6.2030533607461,6.99679479410987
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.71612708266283,7.37430803192685,8.04521755729484
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.15720851349627,6.35232991344908,6.75476921347268
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.6034671043816,7.24647416563652,7.92497063500906
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.38873364687144,6.65271278412983,7.52072321550063
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.23017659428558,7.15955108082952,8.19486383755755
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.64166885175335,7.42923918493763,8.03545401834549
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.26280760265775,7.59767358197054,7.93024059231414
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.79613473395298,7.42763550745286,8.11188512070292
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.86232352571861,7.5275302915143,8.19492690861646
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.13314454338922,7.5357793241161,8.33446193375266
