"","Unnamed..0","tissue","endometriosis","severity","p225629_s_at","p227047_x_at","ZBTB4"
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.8578876659146,8.46894319851522,10.1634154322149
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.1007932381951,8.41591541964634,9.75835432892072
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.2808063194214,8.30436421268155,9.79258526605147
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.3433684587789,8.33861330415185,9.84099088146538
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.3053860463158,8.89696446690909,10.6011752566124
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.5265278569704,7.39758457558931,9.46205621627985
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.3732268872353,7.90667351890669,10.139950203071
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.7342379524192,6.96367205990321,9.34895500616121
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.9972909787177,8.43133003067179,10.2143105046947
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.7371231708433,7.83674899261167,9.78693608172749
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.3017268546794,7.12976392331353,9.21574538899647
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.8047871728833,7.84674658812635,9.82576688050482
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.4437759645441,8.23837665676583,9.84107631065497
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.9106078781306,7.67137158325222,9.79098973069141
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.9194732023721,7.9555004620953,9.9374868322337
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.7409577704308,7.81664509904117,9.77880143473599
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.4990001932811,6.93409177816108,9.21654598572109
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.6004041359158,8.35905212828619,10.479728132101
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.7125441267152,7.84674658812635,9.77964535742077
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.2177279214108,6.75536575364821,8.98654683752951
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.4174088114422,7.63806123505955,9.52773502325087
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.474407362798,7.41185418432704,9.44313077356252
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.4487720379063,7.16907896508808,9.30892550149719
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.259353717669,7.21295152702629,9.23615262234765
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.406494532631,7.01826724645812,9.21238088954456
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.3250479444747,7.04892096528585,9.18698445488027
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.9835423714378,6.83616508344961,8.90985372744371
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.4364534179861,7.56043708195719,9.49844524997165
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.3416148664451,6.88611981540968,9.11386734092739
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.9792156578195,7.88259013422823,9.43090289602386
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.3673402515373,7.3292929040008,9.34831657776905
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.7822773942401,8.57570035086705,10.1789888725536
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.1707172995016,7.00556694367848,9.08814212159004
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.2591474167889,7.07255117872186,9.16584929775538
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.6770302945586,8.41716902508314,10.5470996598209
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.4991208816444,7.68908026742346,9.59410057453393
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.1541392801928,7.61466876811133,9.38440402415207
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.0419467828206,8.37247753015536,10.207212156488
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.1353042126467,9.16513075871033,10.6502174856785
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.1362323698978,8.75029474192339,10.4432635559106
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.6451514348446,7.91261334407721,9.7788823894609
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.182403090281,8.58285447922541,10.3826287847532
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.8359619270548,7.92240012714094,9.87918102709787
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.2118440088525,9.00486145416173,10.6083527315071
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.0947922642099,8.7428306844506,10.4188114743303
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.8942008409403,7.89736263235907,9.89578173664968
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.4593513357561,8.20591272500361,9.83263203037986
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.9614941227627,7.85455639657155,9.90802525966713
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.6260766139424,7.94597107091747,9.78602384242994
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.1932529155322,8.32779202724968,10.2605224713909
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.4562084655415,8.60618610179969,10.0311972836706
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.2533200649463,8.22431917470545,10.2388196198259
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.8778707950962,7.84674658812635,9.86230869161128
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.6185713934415,7.43320326400211,9.5258873287218
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.6539170540211,7.68690604859886,9.67041155130998
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.2117591615917,8.92416789873863,10.5679635301652
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.8312487457008,8.46079389903456,10.1460213223677
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.1451508292766,8.20781291052376,10.1764818699002
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.1422898992734,7.55027703006122,9.84628346466731
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.8202762960016,8.31745668462288,10.0688664903122
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.7569638465653,7.92920057175037,9.84308220915783
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.4002821027802,8.39226111025211,10.3962716065162
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.6228933109937,8.52362234348066,10.0732578272372
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.2119581942252,8.75646055189109,10.4842093730581
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.2818927561012,7.71723678159798,9.99956476884959
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.4488477540903,7.64218587635098,9.04551681522064
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.4306434754871,7.84674658812635,9.13869503180672
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.6852756361817,7.9914975489939,9.3383865925878
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.7680049143455,7.77362573848276,9.27081532641413
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.3521222753204,7.9426878452806,9.1474050603005
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.2856468523583,7.84674658812635,9.06619672024232
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.697939381147,7.84674658812635,9.27234298463667
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",12.7074015914214,7.54552145232625,10.1264615218738
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.1353379843423,7.31044709848015,9.72289254141123
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",11.4348561251924,7.82836400929424,9.63161006724332
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.2275444260219,7.01649468616126,9.12201955609158
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.8631046760847,7.2499168015204,9.55651073880255
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.5362750153355,7.88683063275598,9.71155282404574
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.1270854509761,6.69312459813055,8.91010502455332
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.5571344964623,7.38114323510641,9.46913886578436
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.3993861649908,7.24897552900716,9.32418084699898
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.8956319477104,7.04473291866852,9.47018243318946
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.1747004038324,7.33791866880682,9.25630953631961
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.2280976373174,7.52398033092357,9.37603898412049
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.2075346826721,7.48304485338135,9.34528976802672
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.2889041758219,7.85474564632993,9.57182491107591
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.451541619316,6.9139125402029,9.18272707975945
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.3619616167637,7.98162301351465,9.67179231513918
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.5392530909226,7.6325047720063,9.58587893146445
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.1578673399258,6.59623625311813,8.87705179652196
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.3532650639543,7.84674658812635,9.60000582604033
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.4709513675724,7.50546892831885,9.48821014794563
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.8613846454345,7.01516116167339,8.93827290355394
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.3688304245631,6.88338809919183,9.12610926187747
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.5872595120252,6.2412443553063,8.41425193366575
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.0246574529832,7.14991461973214,9.08728603635767
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.382746839224,7.73339245317514,9.55806964619957
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.302324620729,7.1513946571408,9.2268596389349
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.0358206944476,7.36643845055656,9.20112957250208
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.9649041349011,7.61933034632243,9.29211724061177
