"","Unnamed..0","tissue","endometriosis","severity","p1557100_s_at","p241955_at","HECTD1"
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.44784415432637,5.65772151331842,5.05278283382239
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.52257391288456,4.54388616804596,4.03323004046526
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.54994460100251,6.08536774599984,5.31765617350118
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.46447413862592,4.97864429957364,3.72155921909978
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.43928186865181,3.56272294626614,3.00100240745897
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.1274029989713,4.53889155003689,3.8331472745041
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.43928186865181,4.61224466507844,3.52576326686513
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.23602791534862,5.18073977743926,3.70838384639394
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.33282025621593,4.38738210547939,3.86010118084766
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.22935072325841,5.14219479702512,4.18577276014176
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.59717188898392,4.11570274154605,3.35643731526499
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.43928186865181,3.12931780419676,2.78429983642429
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.73619614152798,3.48289575803759,3.10954594978279
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.80970865352306,5.12828172042572,3.96899518697439
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.66023540093781,4.15395718075857,3.40709629084819
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.5786073494898,5.62158267331639,4.60009501140309
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.05541018273748,6.61499263271914,4.83520140772831
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.13196525784152,5.57278793834258,4.35237659809205
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.79423244205403,4.55258306810992,4.17340775508197
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.45704932701633,4.90513808386291,3.68109370543962
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.43928186865181,5.72438382253355,4.08183284559268
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.14475231742403,5.91616246777381,4.53045739259892
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.43928186865181,2.23602791534862,2.33765489200021
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.43928186865181,5.18073977743926,3.81001082304553
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.69348709891424,5.1133328109776,4.40340995494592
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.12646581256994,4.38738210547939,3.75692395902467
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.94252853619546,4.69698798310156,3.81975825964851
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.30536091660751,4.38738210547939,3.34637151104345
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.45704932701633,5.3392676330021,3.89815848000922
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.11224486395416,6.35166540862378,4.73195513628897
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.43928186865181,4.86382434159906,3.65155310512544
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.23602791534862,5.08590366013748,3.66096578774305
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.43928186865181,3.87571579444398,3.15749883154789
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.23602791534862,4.47815806682217,3.35709299108539
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.91690421830452,4.47304538792937,3.69497480311695
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.45704932701633,4.46831646133229,3.46268289417431
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.13196525784152,5.98325276902781,4.55760901343466
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.33282025621593,5.04099658448614,4.18690842035103
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.66127676789062,7.11372920596306,5.88750298692684
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.22714827708913,3.72449392989297,3.97582110349105
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.16046059296429,4.79572374374776,3.97809216835603
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.33282025621593,5.98972286417991,4.66127156019792
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.10494489704755,4.1614323544028,3.63318862572518
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.80984715238607,6.97505465438131,5.39245090338369
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.14183322577544,5.17596729369918,4.15890025973731
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.10505192191353,6.17152547113241,5.13828869652297
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.96470735302254,4.40124818069969,3.68297776686111
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.13451200878444,4.45458777437183,3.79454989157813
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.69348709891424,6.41392021445866,5.05370365668645
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.05145813765863,6.37129483840692,5.21137648803277
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.30071604045007,5.18073977743926,4.74072790894467
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.80646723051208,6.48187109805512,5.1441691642836
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.69749273660047,6.03272767574696,4.86511020617372
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.20114774757281,5.48240633207229,5.34177703982255
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.30422782539636,4.88909184791711,4.59665983665674
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.60119000544326,4.61117314093458,4.10618157318892
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.69348709891424,5.08449726106567,4.38899217998996
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.04892505046659,6.94043489247594,5.49467997147126
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.38266262262145,8.04651279677999,6.71458770970072
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.33282025621593,5.65041319384382,4.49161672502987
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.18412375588502,8.98833276366499,7.08622825977501
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.69213708212176,7.06159115562343,5.37686411887259
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.55363816372813,5.25361913716844,4.40362865044828
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.1656871649799,6.1259981431052,4.64584265404255
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.69348709891424,7.27552469085779,5.48450589488602
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.69348709891424,5.53491721097814,4.61420215494619
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.23351755303625,5.3623162261512,4.79791688959372
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.43928186865181,5.12772096522728,3.78350141693955
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.69348709891424,4.76309781500324,4.22829245695874
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.33282025621593,5.52718812547158,4.43000419084376
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.49364704502066,5.48067878859944,4.48716291681005
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.76454174367006,5.76043577693434,5.2624887603022
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.79523110899966,5.18073977743926,3.98798544321946
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.74193538923686,5.18073977743926,3.96133758333806
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.16739137367951,7.00115579728939,5.58427358548445
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.9047974757717,5.18073977743926,4.04276862660548
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.52051274036106,5.58208713092465,5.05129993564285
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.41055295409217,6.48056666691013,4.94555981050115
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.59026088470857,6.42345643713591,5.50685866092224
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.56324215198575,6.18421632559184,4.87372923878879
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.36678011210422,4.64941630467744,3.50809820839083
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.15311628290703,6.34599753222771,5.24955690756737
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.17072700060595,6.17618187421662,5.17345443741129
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.42465183349239,4.98377404860149,4.70421294104694
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.50683752390215,5.35154280821774,3.92919016605995
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.70281141693692,5.95406802438569,4.82843972066131
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.3737028528556,6.40756277020257,5.39063281152908
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.43535689612074,3.20052908504335,2.81794299058205
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.67034392054257,5.5108244510919,4.09058418581724
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.69348709891424,4.69698798310156,4.1952375410079
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.13196525784152,5.18073977743926,4.15635251764039
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.45704932701633,5.05667053359887,3.7568599303076
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.86007522920018,5.68224766778129,5.27116144849074
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.13363842275916,3.85450219124931,3.49407030700424
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.56425617637843,5.6917368156247,5.62799649600156
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.01814274672937,6.59573592960337,6.30693933816637
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.08377854684064,7.19096031002983,6.63736942843524
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.16750286739848,6.29651019886445,5.73200653313146
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.41997502737155,6.82870229794009,6.62433866265582
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.43392563464029,6.58751131045164,5.51071847254596
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.33282025621593,6.0464117282802,4.68961599224806
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",3.28737979247456,4.69698798310156,3.99218388778806
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.853119036166,5.10234229347062,4.97773066481831
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",5.39010686135629,8.24329294284397,6.81669990210013
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.69348709891424,4.47815865950884,4.08582287921154
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.85185067834308,5.53739524454271,5.19462296144289
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.60084515222944,8.31233483856981,6.95658999539963
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.12596513408797,5.351338041076,4.73865158758198
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.07531961111982,6.08369913937121,5.57950937524551
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.18579666587637,4.97383554006149,4.57981610296893
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.38897060441335,4.69609605987021,5.04253333214178
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.38162652723238,6.21616115689662,5.2988938420645
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.63628865089193,9.15428073058779,7.89528469073986
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.00299277248938,8.37532069064891,7.18915673156915
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.52209022681322,8.59795956462025,7.56002489571673
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.3115429356929,4.68548955354222,4.49851624461756
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.54793277381341,7.49172202747318,6.0198274006433
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.95710018059429,5.96354711425184,5.46032364742307
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.87777626665514,6.3205180599054,5.59914716328027
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.92600383644797,8.03691176045966,6.98145779845381
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.15072265257067,5.94243610557869,5.54657937907468
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.88028512195531,7.32346901387683,6.60187706791607
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.18587558647089,5.18073977743926,4.68330768195507
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.10813844494956,6.86881708805531,5.98847776650243
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.43174307747338,8.22293489930155,7.32733898838746
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.47446446718602,7.70638649701697,7.09042548210149
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.51772165433586,7.64235384546606,6.58003774990096
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.47321290493251,8.01646588449356,6.74483939471303
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.5600465255701,7.65826809561204,6.60915731059107
