"","Unnamed..0","tissue","endometriosis","severity","p224812_at","p231955_s_at","HIBADH"
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.63254401904636,6.57433381928959,7.60343891916798
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.08723627714439,3.22701439634345,5.15712533674392
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.13827657377442,3.9049045436237,5.02159055869906
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.16614091803062,3.9049045436237,6.03552273082716
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.88152279424633,3.9049045436237,5.39321366893502
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.25340354362794,3.72961794866649,4.99151074614722
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.46491264713946,3.94467648400597,5.70479456557272
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.02457396472908,4.10178676703253,5.5631803658808
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.87312055755775,3.9049045436237,5.88901255059073
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.94540024301499,4.01440532033368,5.47990278167434
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.78468750005074,3.22701439634345,5.00585094819709
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.8241119815727,3.9049045436237,5.8645082625982
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.15979704865935,3.59361971347377,4.37670838106656
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.21803890005853,4.10178676703253,5.65991283354553
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.55319386196216,4.06146833114326,5.30733109655271
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.55885008237979,3.44387446751302,5.5013622749464
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.69703194765003,4.14262420457387,5.91982807611195
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.43400308739256,4.05481802690587,6.24441055714921
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.53884341662455,4.16161564229628,6.35022952946041
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.63137503430817,4.44610117302785,6.03873810366801
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.31479162013749,5.95204428983292,7.13341795498521
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.6752703362063,7.21512220242709,7.94519626931669
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.82860146911624,5.90723499923928,6.86791823417776
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.76642688641381,5.80959848949577,6.78801268795479
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.0167366519998,6.58311095314672,7.79992380257326
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.95196662893523,6.1481611471867,7.55006388806096
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.45147432489154,5.64680106498086,7.0491376949362
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.81092378465051,6.59068914655004,7.70080646560027
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.14720076757335,5.88378648591608,7.01549362674471
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.33002801470798,5.88661937942826,7.10832369706812
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.9498633138293,8.09979698886214,9.02483015134572
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.86318582930701,7.84702132127238,8.85510357528969
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.1828847595317,8.34601046774268,9.26444761363719
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.95333329498389,8.33671668835285,9.14502499166837
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.71011302191467,8.30868401021008,9.00939851606238
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.0367789668801,8.79602240590489,9.4164006863925
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.8582395273734,8.48426387804372,9.17125170270856
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.93426720108344,8.70184112125327,9.31805416116836
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.2551175131228,8.59892370614214,9.42702060963247
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.2156226582722,8.67740268508506,9.44651267167863
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.0691491314811,8.81100660946481,9.44007787047295
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.0317524778817,8.34054689234655,9.18614968511412
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.93482134910975,6.57322775904765,8.2540245540787
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.2514881845119,8.42972112007252,9.34060465229221
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.4188048089619,8.7110269470123,9.5649158779871
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.61099828184254,6.47798322767479,7.54449075475867
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.8519463804777,6.99572834409072,7.92383736228421
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.26850690122906,6.98325059663444,8.12587874893175
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.74291585822511,5.60120695715401,6.67206140768956
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.29247998797474,3.68153913023882,5.48700955910678
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.67580166055616,4.8815830446602,6.27869235260818
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.63660468391731,6.26815945257041,7.45238206824386
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.77152489717124,4.56998825978167,6.17075657847646
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.52700797919337,5.89428082287066,7.21064440103201
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.87241419450038,2.23602791534862,4.5542210549245
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.8504140646018,4.10178676703253,5.47610041581716
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.46991374178589,5.38150071690702,6.92570722934645
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.59125835826151,3.9049045436237,5.74808145094261
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.04137457345521,4.34808763918784,6.19473110632152
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.49692157060406,4.17126293943729,5.83409225502067
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.29303648111987,4.14262420457387,6.21783034284687
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.67320842731851,3.22701439634345,4.45011141183098
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.7512623389292,3.94959205640797,5.35042719766859
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.49490190983743,5.50767722724829,7.00128956854286
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.71672357691513,5.60246909495652,7.15959633593583
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.40258943675817,4.18808643305679,5.79533793490748
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.58320874079103,4.10178676703253,5.84249775391178
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.66672296448582,4.14262420457387,5.90467358452985
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.3276890866995,4.63391609051371,6.4808025886066
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.88784130065921,5.27007630566042,7.07895880315981
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.2144853688475,3.62156524986402,5.41802530935576
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.55547436412893,5.46640931285514,7.01094183849203
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.34777504355312,4.921505263193,6.63464015337306
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.29551612207881,4.05163498678039,6.1735755544296
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.2789167399275,4.4957295759493,6.3873231579384
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.40368126798322,5.64158770359086,7.02263448578704
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.09657241855369,6.85714426095787,7.97685833975578
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.95064922397645,7.87660015624048,8.91362469010847
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.44138843451259,7.22522891160958,8.33330867306108
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.78843674832972,7.87187325282948,8.8301550005796
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.68706792319595,7.54429799896786,8.61568296108191
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.16336899594782,6.40326097948314,7.78331498771548
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.29400561352518,6.62201054552862,7.9580080795269
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",9.72225604193852,6.35577029002837,8.03901316598344
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.0577742067929,6.6020918258644,7.82993301632865
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",9.10144530412084,6.39390685424905,7.74767607918495
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.51224825683113,7.30511275174699,8.40868050428906
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.55000922355532,7.35627280181747,8.45314101268639
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.18901591361028,7.0393526866513,8.11418430013079
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.3486859305241,6.86213815377103,8.10541204214756
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.474501228849,7.33426379518449,8.40438251201675
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.50832349429257,7.40679184819268,8.45755767124263
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.19365393924173,6.81732543685452,8.00548968804812
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.68374041876257,6.52620181057818,7.60497111467038
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.3612593427204,8.78965529112801,9.5754573169242
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.39231952165961,6.67921506859251,8.03576729512606
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.77125528397706,7.72651865857838,8.74888697127772
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.41167707382483,7.17087018774573,8.29127363078528
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.24633435405088,6.41753081332344,7.83193258368716
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.8133912326075,7.58535898475259,8.69937510868004
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.35262649561297,6.65747351329156,8.00505000445227
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.52820192088856,7.66788004695996,8.59804098392426
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.49059331502163,7.31201807706489,8.40130569604326
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.75141112117572,7.59094117224049,8.6711761467081
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.85627554320562,7.39467785782023,8.62547670051292
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.88145404968273,5.53894145819952,6.71019775394113
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.85633613577357,7.91602163488162,8.8861788853276
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.3475203604594,7.12910591259168,8.23831313652554
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.65111966773376,7.56274517720675,8.60693242247025
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.46866879182928,7.16668166076294,8.31767522629611
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.56427145741173,7.28550645520666,8.42488895630919
