"","Unnamed..0","tissue","endometriosis","severity","p219639_x_at","p232683_s_at","p234710_s_at","PARP6"
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.20234199819876,6.68705359987773,3.9831272839678,5.9575076273481
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.97292768146424,7.16860428223754,4.77530917319151,6.6389470456311
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.32392176912748,6.3462843871814,3.92856279531023,5.86625631720637
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.29577561553059,6.92647505782389,3.9831272839678,6.40179265244076
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.18808402890201,6.81875940509742,4.20573544225356,6.07085962541766
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.00220524872452,5.38991848244581,4.09331476046052,5.49514616387695
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.02916515936105,5.6349572947678,3.79992129882933,5.48801458431939
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.47375766262806,5.45456853042929,3.9831272839678,5.63715115900838
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.77680572475267,7.14550341161753,4.31309902459567,6.41180272032196
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.55080376473983,6.46364150343756,3.9831272839678,5.99919085071506
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.13039180715118,6.29191501519689,3.9831272839678,5.80181136877196
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.61656149207974,6.45482821186819,3.9831272839678,6.01817232930524
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.53359552656459,6.11551218293704,3.79992129882933,5.81634300277699
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.47049041507288,5.54566712506531,3.9831272839678,5.666428274702
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.75841604393217,6.00465858182478,3.9831272839678,5.91540063657492
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.49899867358788,7.89983064648025,4.78176058640576,7.0601966354913
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.38634407454248,6.81932709520325,3.9831272839678,6.06293281790451
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.31703950308898,5.23395349972944,3.9831272839678,5.51137342892874
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.4826782970963,7.73551511809141,4.72561804226612,6.98127048581794
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.41552678784227,6.09817770271952,3.79992129882933,5.77120859646371
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.99397483292639,5.19448942259098,3.82644202252259,5.33830209267999
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.31618624503216,6.26163721480152,3.9831272839678,5.85365024793383
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.95228698020721,7.20241037765823,4.00651954146896,6.38707229977813
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.19808901653934,6.02805344335744,4.04270361906002,5.75628202631893
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.16491747488523,7.48124650271488,4.04820113154207,6.56478836971406
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.49268809960011,6.6128935382653,3.9831272839678,6.02956964061107
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.91073935476812,6.68287490889387,4.09192508565413,6.22851311643871
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.04140666968036,6.97232593984891,3.79992129882933,6.27121796945287
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.79214229313937,6.57890941773212,3.84848183170474,6.07317784752541
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.61305241689867,6.87546809780192,3.73375154482284,6.07409068650781
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.1210510775814,5.53413615995339,3.77359745892316,5.47626156548598
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.7548904219721,6.1930910896671,3.9831272839678,5.97703626520233
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.53684696914102,6.30448912403296,3.9831272839678,5.94148779238059
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.97130883002577,7.0121163434401,3.9831272839678,6.32218415247789
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.62637263967639,6.75344835338219,3.79992129882933,6.05991409729597
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.15511029835461,7.10872846571073,4.26315394687341,6.50899757031292
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.37143017698946,7.84664650489571,4.52670256813977,6.91492641667498
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.8244195721763,6.95402827237773,4.52670256813977,6.4350501375646
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.12386098222846,7.77290385721197,4.79403345587326,6.89693276510456
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.29968036803327,7.76258167522395,4.79871850554414,6.95366018293379
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.32179867661488,7.5918066220179,4.26315394687341,6.72558641516873
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.16778979918695,7.63600100173078,4.06323496166738,6.6223419208617
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.07644881377991,7.46639427494219,4.52670256813977,6.68984855228729
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.1044607838999,7.7646514995407,4.35933389708104,6.74281539350721
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.5738485129737,8.24856926060688,4.52670256813977,7.11637344724012
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.60753370014295,8.23855298768055,5.18547859516973,7.34385509433108
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.31578450492809,7.96148061471589,4.52670256813977,6.93465589592792
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.25501514932622,7.68409382919021,5.02003041559543,6.98637979803729
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.22340719310963,7.85860119371597,4.52670256813977,6.86957031832179
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.27007082793318,7.79820360682024,4.37456572584395,6.81428005353246
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.30597229732646,9.06123062679414,6.30697478000033,8.22472590137364
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.98603018581357,8.7024119367706,6.49549544497671,8.06131252252029
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.89611498070023,8.73405017288317,5.67693198851685,7.76903238070008
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.43877439596509,9.30240024071145,6.30701278256188,8.34939580641281
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.12125145457125,8.87020020468615,5.31123779750729,7.7675631522549
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.67503172787531,8.3785575869412,5.24123539792223,7.43160823757958
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.90098176247768,8.69533291298984,6.19042699055078,7.92891388867277
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.84624020873682,7.38710280078734,4.52670256813977,6.58668185922131
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.78300132918075,7.27942451138474,4.32836979686249,6.46359854580933
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.21626095276075,7.90871605045069,4.52670256813977,6.8838931904504
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.00065567002932,8.53848197111885,4.52670256813977,7.35528006976265
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.73980511867486,7.58898414612047,4.3259261015303,6.55157178877521
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.16491747488523,7.57758165825593,4.67826382152749,6.80692098488955
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.46229936292425,8.10296676022358,4.79615472448076,7.1204736158762
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.46188230024084,8.29230546556894,5.71708193931479,7.49042323504152
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.16491747488523,7.75201332354392,4.53795368081638,6.81829482641518
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.64838124830979,7.21054829612362,4.26315394687341,6.37402783043561
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.63853250327281,6.35733303461949,3.79992129882933,5.93192894557388
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.88227082491562,6.95354328952185,4.07665020651209,6.30415477364985
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.02225524230139,6.97628909361493,4.26315394687341,6.42056609426324
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.71379151075698,6.7338969518842,4.26315394687341,6.2369474698382
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.20424618246661,7.63718442579423,5.20674782045536,7.01605947623873
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.44605614916271,5.49337666604913,3.903903775069,5.61444553009361
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.85898415183909,7.38584729935708,4.05329595954991,6.43270913691536
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.89055680932215,7.01603911900035,4.14258691950373,6.34972761594208
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.64466904167582,6.68428530233233,3.99931229314041,6.10942221238285
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.95447242505127,7.73329424344097,4.52670256813977,6.73815641221067
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.76340069038895,6.86226369409888,3.97515121833809,6.20027186760864
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.48489504025607,6.7762491594609,4.26315394687341,6.17476604886346
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.42516163613796,6.38575845199171,4.22265332848413,6.01119113887127
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.2670145089995,5.83943922252239,3.9831272839678,6.02986033849656
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.86178073992699,7.25414734857335,4.26315394687341,6.45969401179125
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.75291468316877,7.01975851056623,4.3787787650788,6.3838173196046
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.08727335479861,6.94084296071176,3.9831272839678,6.33708119982606
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.23667812367668,6.18335843630967,3.9831272839678,5.80105461465138
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.58225259780852,6.60757286338924,3.83796484694827,6.00926343604868
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.87654400419131,7.1850187515869,4.20334243902274,6.42163506493365
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.10472918100898,7.27786742134845,4.26716120738083,6.54991926991275
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.4095284321299,6.78395736494673,4.26315394687341,6.15221324798335
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.12997149017611,6.67737697422817,3.9952402566396,6.26752957368129
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.03844851908394,7.49868282599935,4.26315394687341,6.6000950973189
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.1592996274873,6.60702677780892,4.26315394687341,6.34316011738988
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.81495811815295,6.96926033534673,4.43888317144705,6.40770054164891
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.16564371720575,7.82770501558295,4.59979779215087,6.86438217497986
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.48606220314739,8.18434826885356,5.12471797554061,7.26504281584719
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.48588929264976,8.25879001205988,6.11608050713054,7.62025327061339
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.70536945523857,8.84797639269037,5.47363498946032,7.67566027912975
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.66594440517687,8.28840099460155,4.55925265048515,7.17119935008786
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.85886178040173,8.81428078021722,5.18373609845499,7.61895955302465
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.99511695687592,8.29262048751018,4.87543138895745,7.38772294444785
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.95270975590825,8.76674564641012,5.35771557709936,7.69239032647258
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",9.90877631563602,9.46521074447107,4.94207957312833,8.10535554441181
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.62727193904309,9.59716407031086,5.23201967312022,8.15215189415806
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",9.06339593456953,8.72342949106714,5.07925899943923,7.62202814169197
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.23322376873279,9.05765692821677,5.73639854411179,8.00909308035378
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.31196477162441,9.1472317516252,5.83861124037449,8.09926925454137
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.70735425035676,8.3337056196358,4.52670256813977,7.18925414604411
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.67935605358956,9.84504453692974,6.38695515517859,8.6371185818993
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.35469997585368,9.25687643709519,6.0181068408082,8.20989441791902
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.91458161097813,8.55071904995145,5.27885122216744,7.58138396103234
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.69752679899983,9.6161286664352,6.3667133284561,8.56012293129704
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.14576147266883,9.00178418827016,5.37102115796294,7.83952227296731
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.16491747488523,7.46458786639542,4.26315394687341,6.63088642938469
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.91136317047366,8.640537716213,4.52670256813977,7.35953448494214
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.84970165547238,8.26525103085097,4.52806788871851,7.21434019168062
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.20832555051695,9.16021137285012,5.73820044706031,8.03557912347579
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.67807433401243,9.30316400344737,6.31114806145439,8.43079546630473
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.04015807337436,8.8301389966619,5.09023633461456,7.65351113488361
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.24323882055528,9.14360969979745,5.99042131013299,8.12575661016191
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.16491747488523,7.94845278233144,4.52670256813977,6.88002427511881
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.06099011643732,8.90079280460286,5.54079772742893,7.8341935494897
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.78732677624473,8.58347495558067,4.67690937417886,7.34923703533475
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.15857172022145,9.04000132791083,5.90670615746889,8.03509306853372
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.77067629339555,9.4257200171768,5.65562980023438,8.28400870360224
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.76404642047624,8.40960211241904,4.95504388381102,7.37623080556877
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.92516588071094,8.76687185589857,5.55959003035962,7.75054258898971
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.59471817517629,8.18333961007895,4.50320493577065,7.09375424034196
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.53885281651026,7.87503819757495,4.26315394687341,6.89234832031954
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.75657525855006,8.38683823023985,4.52670256813977,7.22337201897656
