"","Unnamed..0","tissue","endometriosis","severity","p238794_at","p236027_at","SFR1"
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.57605317072231,6.86783909272995,5.72194613172613
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.81410252473028,7.30820024535308,5.56115138504168
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.61957877967049,6.42329488667147,5.02143683317098
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.57809464447121,5.84799686714216,4.71304575580668
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.0305136536653,7.12777474389744,6.07914419878137
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.55641446803594,6.80469620550297,5.18055533676946
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.42902979789632,7.05560995347898,6.24231987568765
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.06324062995682,6.66044584260353,5.36184323628017
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.33225973389054,6.85972822126473,5.59599397757763
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.77372189089486,6.8339040133405,5.80381295211768
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.68133844875397,6.99629117686232,5.83881481280815
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.52059138767775,6.92152333053409,5.72105735910592
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.8013386587399,7.03496065114473,5.91814965494232
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.72665398970477,6.95118533108561,5.83891966039519
