"","Unnamed..0","tissue","endometriosis","severity","p226842_at","p239223_s_at","p235089_at","FBXL20"
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.39696416181245,4.84261385718329,4.35397657699449,5.53118486533008
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.20357477125905,6.85419062222221,5.64426659350241,6.56734399566122
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.55953469841005,5.21706375809943,4.22839549463992,5.33499798371647
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.95879927513048,4.84297277697712,4.32298191881463,5.04158465697408
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.95749579744932,5.15137785745109,5.91711132582975,5.67532832691005
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.40760212352287,6.67744726451086,5.34120183137424,5.80875040646932
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.91660522793746,6.88823278910542,4.61152648452376,6.13878816718888
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.28797714941765,5.68041011128822,5.60712189976126,5.85850305348904
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.28797714941765,5.5716585964532,4.21162396534704,5.35708657040596
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.27297700434698,6.14233041921781,4.09895065016758,5.83808602457746
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.04768630978437,6.76589073549797,5.77955624936056,6.1977110982143
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.28797714941765,6.12468766983217,6.07768605234254,6.16345029053079
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.29058973277041,5.86919298785593,5.0461372313582,5.73530665066151
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.75378134549563,5.21041634420877,6.15433959807618,6.03951242926019
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.53941806581898,6.27172509107681,4.37959046041634,5.39691120577071
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.54677353405944,5.48870183095869,5.12279949594756,5.71942495365523
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.28797714941765,4.84261385718329,4.68207576082635,5.27088892247576
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.51043904827972,6.84913094561616,5.64269451712082,6.66742150367223
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.67301359338263,6.55461767830714,4.2875706441222,5.83840063860399
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.85515338402183,6.35337075756675,3.82818949982674,5.34557121380511
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.42881021828575,5.35545530315719,4.22839549463992,5.00422033869429
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.02227348146335,4.84261385718329,4.60587114790243,5.49025282884969
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.24933291613792,5.37184576127966,4.22839549463992,5.61652472401917
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.12799389628506,7.32189649358683,5.99506349794637,6.81498462927275
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.74690566013235,5.67983007503031,5.4802966062707,6.30234411381112
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.38199125669069,5.4581203553776,6.05950792649119,5.96653984618649
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.28823310107879,4.94622629513024,4.78798552158936,5.34081497259946
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.17553749837122,5.3005958280581,5.805103239948,5.76041218879244
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.33967005796925,6.65127732509649,6.43723705507536,6.8093948127137
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.70952609205618,5.70428798629137,5.59445689000854,6.00275698945203
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.70662603817145,6.06379725264273,4.97869857842788,5.91637395641402
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.28797714941765,4.84316299563674,6.20271759535675,5.77795258013705
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.95022090829559,6.52994654538774,6.16191805007457,6.54736183458597
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.50976077052202,6.76007114535385,6.88638045005399,7.05207078864329
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.70250371842786,6.39444462634347,6.4140356540781,6.50366133294981
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.28797714941765,6.98238926463049,5.48623834483502,6.25220158629439
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.74727731613661,5.3267254804421,5.74863277135999,5.6075451893129
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.19863553127353,5.87995415777904,7.45957200567442,6.17938723157566
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.21678119428674,5.46837577920032,7.11774631325656,6.26763442891454
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.28797714941765,5.5774352360061,6.16058952085185,6.00866730209187
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.44185476073346,6.28930272389873,7.23033435340748,6.65383061267989
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.35029790717303,5.70653269505568,6.5786099505951,6.21181351760794
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.40678482359728,5.82793641734683,7.00751669684781,6.41407931259731
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.19504415326992,5.57828237293345,6.84107138804436,6.20479930474924
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.13308293413435,5.77473201934261,6.94881145970695,6.28554213772797
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.2284820008725,5.11988355652295,6.07253790766001,5.80696782168515
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.66829736585601,5.67390061151147,7.28473849330124,6.20897882355624
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.28797714941765,5.79349822206003,7.14673425065512,6.4094032073776
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.46296086632765,5.5487341725533,7.20511737876954,6.0722708058835
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.55475366037859,5.16713629842419,5.84351546852496,5.85513514244258
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.16852220611697,5.7439315073535,7.22387356307917,6.04544242551655
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.76519849307776,5.4953134432008,7.01093844578247,6.09048346068701
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.28797714941765,5.65189549911381,6.06050961505944,6.00012742119697
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.7981793149802,5.42146914125825,6.46389619736201,6.22784821786682
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.28797714941765,5.13383699808863,6.4771573249898,5.96632382416536
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.86695518869368,5.13754384019413,5.07530957604438,5.35993620164406
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.28797714941765,5.18157269590055,4.22839549463992,5.23264844665271
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.98123253490832,5.62786014551644,5.18895381024526,5.59934883022334
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.93624495431271,5.24549014729477,6.04058055799724,5.74077188653491
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.28797714941765,5.96780222897594,5.85044564452142,6.03540834097167
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.49127113437737,5.71648823481891,5.33764510926945,5.84846815948858
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.66277811685136,6.29360990810736,4.09684488834943,6.01774430443605
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.9140077746107,6.36694478657081,6.55531280671812,6.61208845596654
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.22444482527361,4.94622629513024,5.94984695677584,5.7068393590599
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.81385703734036,5.5568013524363,4.47237501320377,5.61434446766014
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.10975846397758,5.9576778531088,6.35518483107578,6.14087371605405
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.82206464073725,4.60699793169343,5.08252605577617,5.17052954273562
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.04673351625505,6.03940914241543,5.88482842272072,6.3236570271304
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.45564064318715,4.09024273992491,3.33256228813492,4.62614855708233
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.28797714941765,4.84261385718329,5.3585222088325,5.49637107181115
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.28184875170744,5.53923158520412,6.27658645929633,6.03255559873596
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.92632095436492,5.58459591924372,6.23233152485623,5.91441613282162
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.6331441426717,6.40825605115356,6.3012559602152,6.44755205134682
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.31377212918574,5.96007521879182,4.80615722739956,5.69333485845904
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.2062529402673,6.42223111236781,5.01928854194595,5.88259086486035
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.67676490300468,6.4695131180994,6.50246596683888,6.54958132931432
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.28797714941765,6.22877918388629,6.30254960744336,6.2731019802491
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.14959542652822,5.64786402144924,5.48623834483502,6.42789926427083
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.08772669769184,5.37268601895043,6.49383382778734,5.9847488481432
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.07437361284433,5.75775993324976,6.69894888130571,6.17702747579993
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.18263620481332,4.94622629513024,5.48623834483502,5.53836694825953
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.40081996312246,5.89045418985271,4.66419494028644,5.6518230310872
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.28797714941765,6.16296975415767,6.09953550606231,6.18349413654588
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.55457240180003,4.58438043951776,5.5957234692895,5.24489210353576
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.1471861379119,5.10098799130953,5.50969118966635,5.58595510629593
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.87451261445029,5.36097583861075,5.35209217936466,5.86252687747523
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.28797714941765,4.94622629513024,6.03742935239464,5.75721093231418
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.73803011095834,4.7854569025282,5.83910071096087,5.45419590814914
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.56947083046555,4.79203503145658,4.72147173023116,5.36099253071776
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.28797714941765,4.84261385718329,5.91361290429215,5.68140130363103
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",6.59796305552582,6.78655417376814,4.99190660257549,6.12547461062315
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.28797714941765,6.56471418638945,5.24304059749609,6.0319106444344
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",6.09323001249874,6.05542456637604,6.16432887928955,6.10432781938811
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.66066191963759,6.69767737389534,5.49274203403829,6.28369377585707
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.3418628730931,5.87466466083558,5.86880461208725,6.02844404867198
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.18863349206168,6.32127295541614,5.31938017149832,5.94309553965871
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.1857747598135,7.32081771876286,6.61012546761441,7.03890598206359
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.56857138964663,7.01090620408522,6.39219431473363,6.99055730282183
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.05745087553726,6.30410019633282,5.97610143307646,6.11255083498218
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.77022808038704,7.2169378432092,6.32046581655822,6.76921058005149
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.4862685470421,7.07616314062063,7.03177707031665,7.19806958599313
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.23883299271673,5.29373233524138,6.50060786298333,6.01105773031381
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.32643440001882,6.65090120574532,6.25820482515833,6.41184681030749
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.28797714941765,5.86051646100023,6.17110781561211,6.10653380867666
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.31474052638383,6.39129730188034,5.8754119318086,6.19381658669092
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.37492802937073,6.24806456893292,6.57100933741068,6.39800064523811
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.27398417598146,6.21712851116308,5.50790985698682,5.99967418137712
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.85128831407819,4.86519419277287,7.13340045245494,5.94996098643533
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.1926663668382,5.79147357669003,6.13377453935441,6.03930482762755
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.49744614553298,6.03660902563848,6.20098601547724,6.2450137288829
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.96443438416397,5.85520529516189,6.42016050755352,6.07993339562646
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.02462374717592,6.06635965826774,6.97532632677139,6.35543657740502
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.93859080000413,7.21122447443085,7.70739574555788,7.28573700666429
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.02467769347083,5.80504660079152,5.65093431067686,5.8268862016464
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.73244420551834,6.72192063409233,6.73380837477901,6.72939107146323
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.10963441357787,5.45889205386733,6.28062319463869,5.94971655402796
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.0549733407842,6.2301493143447,5.86513756226997,6.05008673913296
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.31145356092128,6.1996097070887,5.75128490160832,6.08744938987277
