"","Unnamed..0","tissue","endometriosis","severity","p229857_s_at","p230388_s_at","KANSL1-AS1"
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.23602791534862,5.03513815930408,3.63558303732635
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.25995901376508,10.7129868002241,9.48647290699459
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.83531318825173,7.67321608051877,5.75426463438525
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.58889080507641,10.6133119804629,9.10110139276965
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.5032507856334,9.43214562157705,7.46769820360522
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.70550940102359,7.69686722907262,5.70118831504811
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.46664549267859,11.0868895238286,8.7767675082536
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.12731199818541,8.44639775514274,6.78685487666407
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.57249871906957,10.6183033329122,9.09540102599088
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.10676116165476,6.69586626249995,4.90131371207736
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.96747817298218,7.5688811685966,5.26817967078939
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.67905769337717,9.12070770924455,7.39988270131086
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.06722671327058,10.4774074308859,7.77231707207824
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.35071192336123,7.97152382937569,5.66111787636846
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.48686604774914,7.8622790316435,5.67457253969632
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.76789204629966,10.2544685092239,7.51118027776178
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.48686604774914,6.64141739457288,5.06414172116101
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.48686604774914,8.09751861100213,5.79219232937564
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.93123173486421,10.3945741415641,9.16290293821415
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.65237069415211,7.77694760731221,6.21465915073216
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.68778799650995,8.47490010753861,7.08134405202428
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.48686604774914,8.28240093400985,5.8846334908795
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.04727090596825,7.33556867809135,5.6914197920298
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.51630714338207,7.83911073154891,5.67770893746549
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.25164436947091,9.48998321114993,7.87081379031042
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.48686604774914,7.29125541440685,5.389060731078
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.49968163886654,8.75197597030072,6.62582880458363
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.68832193821183,8.08892122553235,6.88862158187209
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.95198390793533,11.1617353272678,9.55685961760157
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.27992109293126,9.91500069004617,8.09746089148872
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.80727120408036,9.8275281490898,8.31739967658508
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.88096289992174,10.1084875754397,8.49472523768072
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.48686604774914,9.09726930273979,6.29206767524447
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.35830087905235,10.7805060557726,9.56940346741247
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.33690725917712,8.6080973733512,6.97250231626416
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.77822056105425,7.60131286792987,5.18976671449206
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.0674922678922,7.4222195168941,5.74485589239315
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.58569650755175,7.38488400604505,5.4852902567984
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.33075027067754,10.3268047404719,8.32877750557472
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.96745647489969,7.29125541440685,5.62935594465327
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.48686604774914,6.97339872541892,5.23013238658403
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.97959268311887,7.70237725635657,5.84098496973772
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.35245323817923,10.5598406299909,7.95614693408506
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.48407152743937,6.91182740065302,5.19794946404619
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.48686604774914,6.86250534910509,5.17468569842712
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.48717799870242,7.57619723940995,5.53168761905618
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.33565483858025,6.21714858718439,4.77640171288232
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.83782766753713,6.69943774385764,4.76863270569739
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.48686604774914,8.80525899486784,6.14606252130849
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.01170044954739,6.65433588814289,5.33301816884514
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.28199395565721,6.2478381578692,4.76491605676321
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.37261051093514,5.61201713662583,3.99231382378048
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.22287935586662,8.23983975624351,6.73135955605507
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.4967312382578,6.56194918904865,5.02934021365323
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.21030582819553,5.80726959157436,4.50878770988495
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.48686604774914,6.73134091144822,5.10910347959868
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.77822056105425,6.69674947560042,4.73748501832733
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.49347925069911,7.02758812246843,5.26053368658377
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.48686604774914,6.42354885090148,4.95520744932531
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.49045393078076,6.98096881804728,5.23571137441402
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.93114244298589,8.27129629257431,6.6012193677801
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.83649072036043,6.36059201067465,4.59854136551754
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.48686604774914,6.44799227258102,4.96742916016508
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.48686604774914,6.52215644757201,5.00451124766058
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.48686604774914,8.99078584886407,6.23882594830661
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.48686604774914,6.6219514137271,5.05440873073812
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.48686604774914,7.20117693834884,5.34402149304899
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.48686604774914,7.59307969688213,5.53997287231564
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.99317246228488,8.75013203524775,6.87165224876632
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.83966652809302,8.2851727199746,6.06241962403381
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.60241286324705,6.71668343066369,4.65954814695537
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.96884520210239,6.98657857032419,4.97771188621329
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.21974795595206,7.62254455075177,5.92114625335191
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.56252101006435,8.64649929428813,6.60451015217624
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.6166860549159,9.43868602821889,7.52768604156739
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.48686604774914,6.91857175128524,5.20271889951719
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.15845153336601,12.0082520632105,10.0833517982883
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.77927962915013,6.25360759050268,4.51644360982641
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.82037989841575,7.98139233131813,6.40088611486694
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.31511314262706,8.57365020418889,6.94438167340797
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.85225032539784,7.93803706193414,5.89514369366599
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.55017103715828,8.40362082729213,5.97689593222521
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.66377802740234,9.1367509086737,7.40026446803802
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.87141194989598,8.16093982112129,6.51617588550863
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.05284890342805,9.79913495719663,8.42599193031234
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.52535544338407,7.88201847541135,5.70368695939771
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.93491020679553,10.558231653589,9.24657093019227
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.52177603506341,6.54510703218756,5.03344153362548
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.75391063452134,9.56833300902401,7.66112182177268
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.97434767802766,9.43895446289322,7.20665107046044
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.6350192071445,6.96210535311529,5.29856228012989
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.48686604774914,8.44536533827086,5.96611569301
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.66799095613179,10.016287341911,7.84213914902139
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.95055410857801,9.64527633395398,7.297915221266
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.59208066895501,8.83257443399011,7.21232755147256
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.60078714787248,7.4281369214752,5.01446203467384
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.77822056105425,4.84349190365241,3.81085623235333
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.55143487619064,4.15486166248155,3.35314826933609
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.67779337695856,4.57764107310608,3.62771722503232
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.48686604774914,6.82389939693032,5.15538272233973
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.35949516641943,5.50679523428341,4.43314520035142
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.12679435173454,6.43209512129138,4.77944473651296
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",2.49928507414174,5.09230402884688,3.79579455149431
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.23859623623545,5.09286019673923,3.66572821648734
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",2.60078714787248,5.79137592969499,4.19608153878374
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.58545077647804,7.36652607158242,5.47598842403023
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.23602791534862,4.05910854317737,3.14756822926299
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.60078714787248,5.8692220318782,4.23500458987534
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.23602791534862,4.71390941561661,3.47496866548261
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.49656387895159,8.04177199845568,6.26916793870364
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.01201853594756,7.51654890707026,5.76428372150891
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.23602791534862,3.52056396630097,2.8782959408248
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.91908843651819,6.30857715392081,4.6138327952195
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.30588877899732,8.07876377718518,6.19232627809125
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.29187713011464,4.81469681137192,3.55328697074328
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.77822056105425,6.60801885921973,4.69311971013699
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.05911043336887,5.47393142648277,4.26652092992582
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.4873960109662,8.1187536465857,5.80307482877595
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.60078714787248,4.68594726119561,3.64336720453404
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.24889522599143,4.12459354822074,3.18674438710608
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.93820654697714,7.23355698696914,5.58588176697314
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.60078714787248,5.88491440949355,4.24285077868302
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.60078714787248,5.44207866292078,4.02143290539663
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.60078714787248,5.72522734988165,4.16300724887707
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.60078714787248,3.39079418947517,2.99579066867383
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.60407278740144,5.00520514459046,3.80463896599595
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.85403417907734,8.62708313753343,6.74055865830539
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.56222420359493,5.5927368819634,4.07748054277917
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.86655120836908,4.40846359782862,3.63750740309885
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.60078714787248,5.63274907551432,4.1167681116934
