"","Unnamed..0","tissue","endometriosis","severity","p209026_x_at","p212320_at","TUBB"
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.1748178277076,12.3967921942957,12.2858050110016
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.6932949888315,13.085226817882,12.8892609033567
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.838106849989,13.3245868822274,13.0813468661082
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.6608781962171,12.5171776802566,12.5890279382368
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.8150567265473,13.3158145894018,13.0654356579746
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.1399541225266,12.6868824790134,12.41341830077
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.5664333834329,12.9733840072187,12.7699086953258
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",13.4955099058601,13.5413808433879,13.518445374624
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.1251944395296,12.5811797219352,12.3531870807324
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.7873825795648,12.5415756769945,12.1644791282797
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.8077952583076,13.3966520317913,13.1022236450494
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",13.1456252193528,12.9533769553345,13.0495010873436
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",13.3262603840001,13.4639120494172,13.3950862167087
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.331070266658,12.2287090511711,12.2798896589145
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.5476649352698,12.6583637915868,12.6030143634283
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.5936417945792,12.6740550732989,12.6338484339391
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",13.1535670225721,13.3313570207523,13.2424620216622
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.9662142765462,12.6576197630823,12.8119170198142
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.8004935242498,12.9091732957646,12.8548334100072
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",13.3963569121319,13.5545647467001,13.475460829416
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",13.6184102490197,13.5526214543163,13.585515851668
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.5716435218333,12.5359786543851,12.0538110881092
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.8312375380069,12.7764932682467,12.8038654031268
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.6633791075453,12.9178801489365,12.7906296282409
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.744117131991,12.8136566930728,12.7788869125319
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.6208546890477,12.6259868593674,12.6234207742075
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",13.1506697757085,13.0076764011723,13.0791730884404
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.9007225557462,13.2576229002201,13.0791727279831
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.6440812197287,12.9600303894025,12.8020558045656
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.6579646019416,12.5884034699599,12.6231840359508
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.6452746408724,12.7801507564388,12.7127126986556
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",13.273485914534,13.3318097518776,13.3026478332058
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",13.9051561132269,13.8048118632466,13.8549839882368
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.167871681711,13.1454092895637,13.1566404856374
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.5007911961529,12.6288741626058,12.5648326793794
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.6566761361909,12.9448787759095,12.8007774560502
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.5824706937403,12.6630259663187,12.6227483300295
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.7142583538679,11.6579438923062,11.686101123087
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.5686306045922,12.559989517512,12.5643100610521
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.1374021435367,12.860842271449,12.9991222074928
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.7360234397689,12.7323876974132,12.7342055685911
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.7488114480915,12.1074338610613,11.9281226545764
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.5919294068581,12.4193903695537,12.5056598882059
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.9919415330786,12.0427572591358,12.0173493961072
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.8171110437256,12.8409339574456,12.8290225005856
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.1667935853877,12.1886145677695,12.1777040765786
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.0505872592602,13.0489349691799,13.0497611142201
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.1996199591599,13.0227691406935,13.1111945499267
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.4456276770729,13.3635236919226,12.9045756844978
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.2385383829806,12.2573196531438,12.2479290180622
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.3995361652293,12.9740063112713,13.1867712382503
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.6987823721267,13.5789892703792,13.138885821253
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.0747031725427,13.3760179953565,13.2253605839496
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.9691266774436,13.3838976923541,13.1765121848989
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.7083269750492,13.8363402136493,13.7723335943493
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.7505240210007,13.7001021675562,13.7253130942784
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.8531451266827,12.8248579475194,12.839001537101
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.9377255377207,13.1738014749262,13.0557635063235
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.1250819622999,13.4013109943997,13.2631964783498
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.3445679760031,12.6462747766344,12.4954213763187
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.8589268036448,12.052439399454,11.9556831015494
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.3767240038039,13.7297032226874,13.5532136132456
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.5019146302892,12.7518015296025,12.6268580799458
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.4175950413326,12.9883167928238,12.7029559170782
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.7650137365094,13.0839975432988,12.9245056399041
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.3913320335141,13.409037398116,12.9001847158151
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.0871251027356,13.6512599853012,13.3691925440184
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.9151314001218,14.0219473153492,13.9685393577355
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.5621875634603,12.7711223327163,12.6666549480883
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.5129069027278,13.4698324717779,13.4913696872528
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.613811803809,12.9069074951673,12.7603596494881
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.6011497271508,12.9434102693206,12.7722799982357
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.3096506539312,13.3843288500877,13.3469897520094
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.4320193417299,12.8903405704735,13.1611799561017
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.4037065378107,13.6142417369822,13.5089741373965
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.830799269829,14.0058174148501,13.9183083423396
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.5128358149819,13.2654611185538,13.3891484667678
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.2579433916115,12.7410725330513,12.4995079623314
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.2905613092077,13.5307285007595,13.4106449049836
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.5799071283143,12.8878913192499,12.2338992237821
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.8243805424492,12.8706442386048,12.347512390527
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.8560579128303,13.0803223636974,12.4681901382639
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.5759322932112,13.2023099857565,12.8891211394838
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.324651871844,13.6788049817903,13.5017284268172
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.3021572044969,13.5765402302984,13.4393487173976
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.635287889951,13.8152968492556,13.7252923696033
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",11.1790722920249,12.2115628407844,11.6953175664047
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.7822410483389,12.841995990117,12.312118519228
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",11.7864799334814,12.6036722031297,12.1950760683055
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.9974330611923,12.0107009362867,12.0040669987395
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.6043849151225,13.3051946410394,12.954789778081
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.4581876411172,11.7115898025773,11.5848887218472
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.0034968124256,12.8182289722529,12.4108628923392
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.7405607456585,12.3660625797045,12.0533116626815
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.7605346735937,12.4298301521161,12.0951824128549
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.8236976389853,12.52571569881,12.1747066688976
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.6514019984183,12.1002507845859,11.8758263915021
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.2668839056799,12.6629973576166,12.4649406316483
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.1573097019471,12.7889656378124,12.4731376698797
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.3894138576128,12.8256649451425,12.6075394013777
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.3164357642342,13.0644973121622,12.6904665381982
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.9336869243488,12.8419333780372,12.387810151193
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.5957719175467,12.1395211096288,11.8676465135878
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.3326717543451,11.5330477523548,11.43285975335
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.7312032540529,12.1378935414944,11.9345483977736
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.8793936290911,12.0445151817442,11.4619544054177
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.9725882463663,13.1665731472854,13.0695806968258
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.9869768353662,13.2426344441738,13.11480563977
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.6375811073293,11.6334419149891,11.6355115111592
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.513651891999,12.7941191283233,12.6538855101611
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.9007577355427,12.1883350227751,12.0445463791589
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.8877891598361,13.3064273425384,13.0971082511873
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.7602474255123,12.9614303428814,12.8608388841969
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.8100627050243,12.9907255462831,12.9003941256537
