"","Unnamed..0","tissue","endometriosis","severity","p243948_at","p213064_at","ZC3H14"
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.51682253518428,7.49470135473694,5.50576194496061
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.09353453063625,7.92374165815669,5.50863809439647
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.50921449678744,8.04254284425799,6.27587867052272
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.83452235052837,8.35566191810535,6.59509213431686
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.74559636721241,8.1157806884618,6.93068852783711
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.89036253385627,8.38589362616708,7.13812808001168
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.05994730611818,8.03502120408119,6.04748425509968
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.40624527957778,8.10006078221001,6.25315303089389
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.6374349703386,9.52272277049067,8.08007887041463
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.95195753371316,9.4954894471911,8.22372349045213
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.68545768939969,9.77827682023366,8.23186725481668
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.00419545468271,9.29363530257436,8.14891537862854
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.42464946069454,9.32337073955237,7.87401010012345
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.51335735357925,9.78287592802946,8.14811664080436
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.48756872294453,9.47354080778018,7.98055476536235
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.09541187103576,9.5755150692911,7.83546347016343
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.37372999839815,9.39678307415156,7.88525653627486
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.64125566778126,9.59055829003421,8.11590697890773
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.6123873306354,9.18192995142892,7.89715864103216
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.68495364241402,9.35971650893801,8.02233507567601
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.34709318290751,8.75574283819063,7.55141801054907
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.58758783657542,9.54740394290026,8.06749588973784
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.69459749722545,9.52649674646293,8.11054712184419
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.46732323661065,8.06334340769183,6.26533332215124
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.69167775539121,8.40816635160902,7.04992205350012
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.66007558280988,8.7942353177068,7.22715545025834
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.05994730611818,7.53583012017618,5.79788871314718
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.56650433586463,7.46758645631235,5.51704539608849
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.34141449301116,7.50551098863661,5.42346274082388
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.18655956435876,8.17926854880881,6.68291405658379
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.09353453063625,7.07965659848948,5.08659556456286
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.69618189759089,7.48781631436394,5.59199910597741
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.05994730611818,7.6337264063589,5.84683685623854
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.30429448884821,7.030419177954,5.16735683340111
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.80662142647144,8.64601552908933,6.72631847778039
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.82092075706186,6.58775879831032,5.20433977768609
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.05994730611818,7.28480538283575,5.67237634447697
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.12369480361388,7.03723424217219,5.08046452289303
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.09353453063625,7.99189406281392,5.54271429672508
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.94819250541064,8.18274322917786,6.06546786729425
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.24962710778681,7.31691595652241,5.28327153215461
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.0642911031622,8.23743834640105,6.65086472478163
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.20099476500187,8.41041002430235,6.30570239465211
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.14652701756489,7.5425377030764,5.84453236032065
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.91394469102656,6.99022091803158,5.45208280452907
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.29883561672654,8.194828352229,6.24683198447777
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.2288356554478,7.48578401063886,5.85730983304333
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.05994730611818,6.89057175931672,5.47525953271745
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.05994730611818,7.02633483045022,5.5431410682842
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.56805640371342,8.06548066586937,6.31676853479139
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.67514526764092,7.31459059419176,5.49486793091634
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.09353453063625,6.25282961792791,4.67318207428208
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.28016163382423,8.18953650549162,5.73484906965793
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.85774506219044,7.8200624791815,6.33890377068597
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.21513139193065,9.39218342803061,6.80365740998063
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.05994730611818,9.09944744800107,6.57969737705963
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.97557262426291,9.05042500081979,6.51299881254135
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.82291337842197,8.82678978070667,6.82485157956432
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.05994730611818,9.54046593101192,6.80020661856505
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.41831783995362,9.02747940328643,6.22289862162002
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.50450454796931,9.43070932685898,6.46760693741414
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",5.41982610535894,8.96081539143944,7.19032074839919
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.12615562104288,9.05392114597215,7.59003838350752
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",6.09667684296795,9.66732349696834,7.88200016996815
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.19985685069102,9.02760127873986,7.61372906471544
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.95619329618559,8.88287547159785,7.41953438389172
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.25155667536038,9.42704884496912,7.83930276016475
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.88163935162404,8.44596953048029,7.16380444105217
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.86639319486313,8.36047575406144,7.11343447446228
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.57930563582042,8.70537357236984,7.14233960409513
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.53416339002974,9.49324125904263,8.01370232453618
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.76820193118638,8.57459967312752,7.17140080215695
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.46274254866266,9.67097246205233,8.0668575053575
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.02719921615716,9.46393293753813,8.24556607684764
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.27801736555695,9.80148688698358,8.03975212627027
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.15263722938642,9.2627827449277,7.70770998715706
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.99148470761749,8.83698578775273,6.91423524768511
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.80682196638363,9.3183638859838,7.56259292618372
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.74681213589674,8.70923206397793,7.22802209993734
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.43381775919132,8.8452312103682,7.13952448477976
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.24527459278009,8.89183323749849,7.06855391513929
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.60743822212461,9.59380024573061,7.60061923392761
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.93885562976173,9.15867009652001,7.54876286314087
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.09434364216396,7.89429352601488,6.49431858408942
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.92442508972683,9.35828247501226,7.64135378236954
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.03506871566249,8.87575936569408,6.95541404067828
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.95058015840107,9.32176505862111,7.63617260851109
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.11759689140701,9.33766246396303,7.72762967768502
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.80303797308481,9.37791410463413,7.59047603885947
