"","Unnamed..0","tissue","endometriosis","severity","p1559881_s_at","p219571_s_at","ZNF12"
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.62757052408948,8.41633130272664,7.02195091340806
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.87547339311914,8.84818683891966,7.3618301160194
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.26462229506104,8.54295438402607,6.40378833954355
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.72412012393365,8.61446149475568,7.16929080934467
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.49219943069112,8.53813517628703,7.01516730348908
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.45221442247586,7.26771367502233,4.8599640487491
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.27686194504761,8.02261453733355,6.14973824119058
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.44139468672709,7.81884696598743,6.13012082635726
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.45221442247586,6.97398586444763,4.71310014346174
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.23602791534862,6.6452201906915,4.44062405302006
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.81359269136203,6.77592836508571,4.79476052822387
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.63767303565646,7.5233824445254,5.08052774009093
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.64291372231672,6.64457703007245,4.64374537619458
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.64291372231672,7.51483729467512,5.07887550849592
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.45221442247586,5.35573293561183,3.90397367904385
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.64291372231672,6.35701028589457,4.49996200410564
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.61099976207625,8.27051948869624,5.94075962538624
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.45221442247586,6.46679422563208,4.45950432405397
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.64291372231672,7.5173934989556,5.08015361063616
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.64291372231672,6.99953176716318,4.82122274473995
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.64291372231672,7.47693370742702,5.05992371487187
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.45221442247586,6.96078217527701,4.70649829887643
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.45221442247586,5.35573293561183,3.90397367904385
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.65162588723384,7.78978361959644,5.22070475341514
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.79472509832985,7.92844075678872,5.86158292755928
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.45279220694814,6.01149296819835,4.23214258757324
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.45221442247586,6.0857715962282,4.26899300935203
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.64685756545294,7.44103724394608,5.04394740469951
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.58020214027837,7.05876491680278,4.81948352854057
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.23602791534862,5.34649386169252,3.79126088852057
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.45221442247586,6.61894514144555,4.5355797819607
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.64291372231672,7.45843554621165,5.05067463426419
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.45221442247586,7.1850535832358,4.81863400285583
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.45221442247586,5.71461163730327,4.08341302988956
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.45221442247586,7.43107883462523,4.94164662855055
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.64291372231672,7.20800664337012,4.92546018284342
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.19054696179023,9.6658160745082,8.42818151814921
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.96147280620153,9.63020898271496,8.29584089445824
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.83725945237946,9.23620795460458,8.03673370349202
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.27861883383373,10.1000371432703,8.68932798855201
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.46461628352802,10.0489253114194,8.75677079747371
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.5411247766971,9.41411216466241,7.97761847067975
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.17524622855556,9.1276102249934,7.65142822677448
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",3.04268648552665,7.87785850395698,5.46027249474182
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.33068236946877,8.04751774324781,5.68910005635829
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",4.84071010604956,8.93549489644081,6.88810250124518
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.1160627919975,7.68342123919266,5.39974201559508
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.27443593478117,8.32831749062386,6.30137671270252
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.32293957457883,9.07320455799325,7.19807206628604
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.2236981949132,8.05942717243407,5.64156268367364
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.87205558149155,7.5870115665852,5.22953357403838
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.64291372231672,7.50600905891683,5.07446139061677
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.77464543296019,7.74255380591379,5.25859961943699
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.76118550233397,8.15178310400747,5.95648430317072
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.69481199145469,9.06155788826174,7.37818493985822
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.86742243018685,8.79028337555444,6.82885290287065
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.12488410094217,8.8075528165694,6.96621845875578
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.51853088040378,8.10874513485902,6.3136380076314
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.47320840381104,8.88293390807178,6.17807115594141
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.10257206056292,8.17100152732237,6.13678679394264
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.43944249461001,7.94436158860612,5.69190204160807
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.83351559376039,8.01457046438166,5.92404302907102
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.28693076316181,7.86005062502776,6.07349069409478
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.81710541534634,8.50902329494369,6.66306435514502
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.41616797123336,7.83313339247073,5.62465068185204
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.04268648552665,7.76827293325956,5.4054797093931
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.35055357412951,9.02300479993366,7.18677918703158
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.21490618603967,8.17378542344578,5.69434580474273
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.29295603103414,8.83515844964668,7.06405724034041
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.8321584919024,8.57230877734971,6.70223363462605
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.04268648552665,8.14424966097625,5.59346807325145
