"","Unnamed..0","tissue","endometriosis","severity","p58994_at","p221888_at","CC2D1A"
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.07567577418513,4.38151603379559,6.22859590399036
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.90220541050744,4.54017921210471,6.22119231130607
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.98118931324989,4.15132454683655,6.06625693004322
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.79135768372011,3.87345203528253,5.83240485950132
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.87521640796443,5.71212525717078,7.2936708325676
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.05192822550276,5.78712391542812,7.41952607046544
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.12432786062133,5.31990283346847,7.2221153470449
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.41685804341548,6.14127861809781,7.77906833075665
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.98435100506264,6.1845380292839,7.58444451717327
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.35107430869492,6.07581094137031,7.71344262503262
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.75458028636187,6.44060094098824,8.09759061367506
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.57752353142756,6.45811628772065,8.01781990957411
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.38026407766335,6.3446206071615,7.86244234241243
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.9013485298167,5.17744050990967,7.03939451986319
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.32101390651553,6.27125866843462,7.79613628747508
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.54137674043251,6.1777423344955,7.859559537464
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.52676698678992,6.17984643961289,7.8533067132014
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.78134400148583,6.7234947859026,8.25241939369421
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.0819592844463,6.95346646714846,8.51771287579738
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.79877918697456,5.02666207539864,6.4127206311866
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.27979744962915,5.72889086734141,7.50434415848528
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.34857005209087,6.17972769794683,7.76414887501885
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.54028207904005,5.2758827292447,6.40808240414237
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.65609144347975,5.93894368327236,7.29751756337606
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.74848030005262,6.44123419447104,8.09485724726183
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.91948832985293,5.58713852832326,7.2533134290881
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.90023223067103,6.58031368146164,8.24027295606633
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.43252961025573,4.81447669549171,6.62350315287372
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.68356850212939,5.29065064140732,6.98710957176836
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.35975626785544,6.00548769276406,7.68262198030975
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.6026514857267,5.60156563152311,7.1021085586249
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.49716968209216,6.24140194461211,7.86928581335214
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.20809033366223,6.21670751217114,7.71239892291669
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.75565972657065,5.66931037627032,7.21248505142048
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.3311504846898,5.93595382804668,7.63355215636824
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.80140870591405,5.95641506205729,7.87891188398567
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.09912380682162,6.17034928634872,7.63473654658517
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.09341633466066,5.43241142896278,7.26291388181172
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.70925763850137,6.35757990654556,8.03341877252346
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.79892032978677,5.77006813496679,7.28449423237678
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.07592638469208,4.54017921210471,5.80805279839839
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.38870020806486,6.29052424649984,7.83961222728235
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.30775924790509,5.07505202347091,6.691405635688
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.62035961674875,4.10300182697081,5.86168072185978
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.74828816350287,5.33838310774686,7.04333563562487
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.06365349377078,5.62559113554137,7.34462231465607
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.40618898844331,5.22530191364835,6.81574545104583
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.16092517475062,4.90634668545013,6.53363593010037
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.30821202473614,4.90719574767638,6.60770388620626
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.91801341171925,4.68018973698088,6.29910157435006
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.35037625220382,6.15114543154603,7.75076084187492
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.03170326791367,5.7360909225725,7.38389709524309
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.31047133316853,3.92948141593682,5.61997637455267
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.31287662984343,4.90402668798241,6.10845165891292
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.04183238144473,4.9090294648743,6.47543092315951
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.2528146584748,4.33415096862815,5.79348281355148
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.53112756045501,4.6455924157327,6.08835998809386
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.48025458702627,4.73836686675393,6.1093107268901
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.73617934268564,4.85589575652667,6.29603754960615
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.19540995089149,4.54017921210471,5.8677945814981
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.44367359545442,4.61934585183916,6.03150972364679
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.26962726009332,4.56773929008356,5.91868327508844
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.15127173409891,4.03340160972622,5.59233667191257
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.15739462774632,4.54017921210471,5.84878691992551
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.50583545617167,5.2344042502329,6.87011985320228
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.26401393787625,4.28347508711341,5.77374451249483
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.16815905234814,4.38921062095856,5.77868483665335
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.92829022848961,4.85525115102943,6.89177068975952
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.12517793092396,5.17703117263622,6.65110455178009
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.60250715743698,5.42995762216506,7.01623238980102
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.29568665241689,5.50887023665506,7.40227844453598
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.70151021336854,6.42940268975739,8.06545645156297
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.18677831917513,5.8567669294875,7.52177262433131
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.9487976884731,5.54661734257598,7.24770751552454
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.37379145208043,6.02699135369126,7.70039140288585
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.93741238153254,6.15066154068062,7.54403696110658
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.20960151627062,6.14455400195945,7.67707775911503
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.25406535538519,6.0879262356917,7.67099579553845
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.93087391310921,4.90402668798241,6.41745030054581
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.99714511415611,5.54786069863845,7.27250290639728
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.71739012618191,5.34877932963485,7.03308472790838
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.34293181479234,4.79487500751468,6.56890341115351
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.75155643198475,5.69888737874388,7.22522190536431
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.73206589761197,6.16432856013956,7.94819722887576
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.19809112304505,6.16301221959194,7.6805516713185
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.89014253621216,5.72108118711925,7.3056118616657
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.66899082733165,5.59833569828903,7.13366326281034
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.56564486893759,5.55087924756061,7.0582620582491
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.0547944337124,6.91675568020568,8.48577505695904
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.80147769377412,5.66650416351675,7.23399092864543
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.37283245705946,5.75330614912252,7.06306930309099
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.88002957345351,5.75777628850871,7.31890293098111
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.54908209829611,5.98534975677477,7.76721592753544
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.70018952245707,5.84952921723995,7.27485936984851
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.53018164263624,6.17124030994037,7.8507109762883
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.16224113455414,5.7515438880472,7.45689251130067
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.18509352743882,5.73021466984204,7.45765409864043
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.52583181470438,5.2660035513333,6.89591768301884
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.42982491980918,4.22247856710188,6.32615174345553
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.59154678610272,4.90210024529896,6.74682351570084
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.8415436121726,4.54017921210471,6.19086141213866
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.98369833206218,4.77411098045985,6.37890465626101
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.02764272973637,3.8547632957076,5.94120301272199
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.21165067469644,4.9440115200369,6.57783109736667
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.78455682017907,4.95187068775093,6.868213753965
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",8.04238464691669,4.54827464951777,6.29532964821723
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.36542453981526,4.31523463271654,5.8403295862659
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",6.63714213770627,4.22206815247598,5.42960514509113
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.93731531413653,4.91247066367761,6.42489298890707
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.85635420951459,4.60918660919811,6.23277040935635
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.13599180919456,4.11783689848266,5.62691435383861
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.22396518873724,4.90402668798241,6.56399593835983
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.65155716001054,4.52104957922839,6.08630336961946
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.46790363625138,4.21541147960492,5.84165755792815
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.35759781558097,5.16392784097642,6.7607628282787
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.83847470566273,4.34192108451888,6.0901978950908
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.89567132609248,4.47916824886527,5.68741978747888
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.24813704254304,4.15393290775925,5.70103497515115
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.34546951034795,4.32405214190213,5.83476082612504
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.76583595015111,4.54017921210471,6.15300758112791
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.03906423116932,4.26602133120043,5.65254278118488
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.5206590778947,4.26453542411991,5.89259725100731
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.86895256395867,4.54017921210471,6.20456588803169
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.29006314645299,4.47989940911382,5.8849812777834
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.55419439713073,4.54017921210471,6.04718680461772
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.59823770395284,4.49856844795723,6.04840307595503
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.61655602257665,4.65478991822452,6.13567297040058
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.49261341592353,4.49194451931341,5.99227896761847
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.47114350590063,4.44814168612434,5.95964259601249
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.53270238208883,4.6277057318975,6.08020405699317
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.08930368813329,4.16674984228419,5.62802676520874
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.01980596371484,4.61403762176038,5.81692179273761
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.51316292467737,4.72331487919301,6.11823890193519
