"","Unnamed..0","tissue","endometriosis","severity","p209320_at","p209321_s_at","ADCY3"
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.44461383871095,8.10529804582229,7.77495594226662
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.57302411750738,8.04864406701476,7.81083409226107
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.08041981786141,7.53961997642947,7.31001989714544
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.44475350361955,7.83488851444036,7.63982100902995
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.60243909192516,9.03661779928236,8.81952844560376
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.55468809085181,6.89630456025834,6.72549632555508
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.09244618456081,9.44276159248558,8.76760388852319
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.81412418200528,8.17431199790203,7.99421808995366
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.94886783106969,8.32163455473138,8.13525119290053
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.07479247182327,7.40643404875781,7.24061326029054
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.27820764719176,7.86495245729855,7.57158005224515
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.38868948842657,9.97312653901105,9.68090801371881
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.46359230661542,7.77965205838538,7.6216221825004
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.82466699370138,7.51336151303457,7.16901425336798
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.92519784513275,9.76448997252557,9.34484390882916
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.80124337646667,7.86092003024583,7.83108170335625
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.66345870730261,9.22797125617027,8.94571498173644
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.48399184376755,7.69314252781376,7.58856718579066
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.76697858105284,7.79073369161756,7.7788561363352
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.0710568471157,8.56953782323277,8.32029733517424
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.13395102064978,5.954859014922,6.54440501778589
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.90313357114069,8.0265829780232,7.96485827458194
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.9607688097872,9.4827495523765,8.72175918108185
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.18757635217725,7.80386636630377,7.99572135924051
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.71949858954714,8.25629473663844,7.98789666309279
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.54764183640038,9.13975066205035,8.84369624922537
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.08357133338514,8.02140098325894,8.05248615832204
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.89468102888224,7.21330401478114,7.55399252183169
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.7775283977085,6.10599057455274,6.94175948613062
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.49378580391205,7.72555763629242,7.60967172010223
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.24040125050366,7.05477071167025,7.14758598108696
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.54855923563341,8.45665758434784,8.50260840999062
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.71949858954714,7.96431265090481,7.84190562022597
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.71724565288996,9.2233669206735,8.97030628678173
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.60080439340703,8.75788602426619,8.67934520883661
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.43846247921998,7.28973839120131,7.36410043521064
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.73415410337492,7.51770426866872,7.62592918602182
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.30773323026604,7.16038537507511,7.23405930267058
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.11144473311181,8.56972941450904,8.34058707381043
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.38285715064277,7.43698751387415,7.40992233225846
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.71949858954714,8.32896640129328,8.02423249542021
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.80538622445772,8.36519033463136,8.08528827954454
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.80466558525179,7.93351293699858,7.86908926112519
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.71571327465895,8.08092707098095,7.89832017281995
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.31159147166589,8.86724077674005,8.58941612420297
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.75898309599017,9.40929898317381,9.08414103958199
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.46484755123574,7.26974816401125,7.36729785762349
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.21591285854938,7.3959345134431,7.30592368599624
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.7214304673563,7.53838051550752,7.62990549143191
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",7.48171222586987,7.11275478486115,7.29723350536551
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.44513580653772,9.02581094454526,8.73547337554149
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",6.97770887644701,6.83557751937739,6.9066431979122
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.61458196581633,7.84892572347504,7.73175384464569
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.39744571250216,7.48852555185652,7.44298563217934
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.66122646406535,7.58074726601484,7.62098686504009
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.62666567079765,6.32286880642858,6.47476723861311
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.40684822715154,8.51146016363356,8.45915419539255
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.08258147472343,8.57660505167694,8.32959326320018
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.23401660584612,7.19209186506059,7.21305423545336
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.86252545186663,6.76445934491337,6.81349239839
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.70550208056637,6.35139503059395,6.52844855558016
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.61197131869402,6.60707714865573,6.60952423367488
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.48502713587871,5.45853045538259,5.97177879563065
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.49680802727436,7.78996283384287,7.64338543055861
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.66415292083747,7.81897484354161,7.74156388218954
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.94645020454027,8.18827937614144,8.06736479034085
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.87017576576393,6.75891951630484,6.81454764103439
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.87929831756034,6.72416176832213,6.80173004294124
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.71949858954714,8.08325385307962,7.90137622131338
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.60592802353978,6.39428059467113,6.50010430910546
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.96208833666033,7.14232447765376,7.05220640715705
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.33412378012755,6.39989020845521,6.36700699429138
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.24021700579546,6.87028471688638,6.55525086134092
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.62722103407472,7.85018800598447,7.73870452002959
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.93458970876321,6.83108553402684,6.88283762139502
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.84646527450054,6.0128604906986,6.42966288259957
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.62077658861766,5.70783005571755,6.1643033221676
