"","Unnamed..0","tissue","endometriosis","severity","p203322_at","p203321_s_at","ADNP2"
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.80283152315273,5.78409680987523,5.79346416651398
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.29795352230377,5.47972866373786,5.88884109302082
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.29795352230377,6.15595792218317,6.22695572224347
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.15818876894157,5.78409680987523,5.9711427894084
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.17639391430202,6.06101350116595,6.11870370773399
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.27230436523762,5.78409680987523,5.52820058755642
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.81642167488729,6.33875176881524,6.07758672185127
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.69818920953702,6.32012709939749,6.00915815446725
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.15444967329909,5.81104434008883,5.98274700669396
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.48782970142256,5.78409680987523,5.63596325564889
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.03819811640063,5.78409680987523,5.91114746313793
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.53703642361672,5.78409680987523,5.66056661674597
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.31971721836395,6.67740714359423,6.49856218097909
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.59168443909171,5.3699527884753,5.98081861378351
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.51071242214498,6.28388940795799,6.89730091505148
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.85528598719591,5.79404569150612,5.82466583935101
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.20732806778741,6.97773736970026,6.59253271874383
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.59343476885356,6.9327577405747,6.76309625471413
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.30494323382104,6.08076629307544,5.69285476344824
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.07920537291238,6.49398034817732,6.28659286054485
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.39096055507986,5.81104434008883,6.10100244758434
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.71313568619989,6.80678085964001,6.75995827291995
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.02362389514037,6.54539965309099,6.78451177411568
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.85752051800809,7.03479844715697,6.94615948258253
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.29795352230377,6.29018288604819,6.29406820417598
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.29795352230377,5.83254101222533,6.06524726726455
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.67413605030618,7.51425707221848,7.59419656126233
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.01199084979366,7.58455167623613,7.79827126301489
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.46913871171029,7.53391057863254,7.50152464517141
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.981203612125,7.61232985300072,7.79676673256286
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.30295593947539,7.53122718864501,7.4170915640602
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.64567920652386,7.33600337873798,7.49084129263092
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.57069168364992,7.74503875792706,7.65786522078849
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.83718129606195,7.32299982528074,7.58009056067135
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.61524213193282,7.1834211949565,7.39933166344466
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.73493432775145,7.84093054375742,7.78793243575443
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.60759849304972,7.80865526006718,7.70812687655845
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.325258188928,7.64595251143127,7.98560535017964
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.46199649020296,8.37844589823157,7.92022119421727
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.15407073297609,7.79831568332779,7.97619320815194
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.03533440391464,8.08460655863284,8.05997048127374
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.33294730867852,5.88346163435377,6.10820447151614
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.29795352230377,6.77814557874536,6.53804955052457
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.33672163768241,5.83378858418317,6.08525511093279
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.02616045416342,6.02422305292734,6.02519175354538
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.27432857307233,5.98690692956048,6.13061775131641
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.3218631180172,6.51290177263586,6.41738244532653
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.00995839438254,6.44379079919835,6.72687459679045
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.70114683881818,5.85588601880861,5.7785164288134
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.44605999272238,7.20204176003497,6.82405087637868
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.93953773955132,5.79343405206559,5.86648589580845
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.45051551604519,5.88480006250002,5.6676577892726
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.41182904137324,7.42253187033091,7.41718045585207
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.96583950278582,7.03565902025316,6.50074926151949
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.83791588206462,6.44941678253939,6.64366633230201
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.29795352230377,6.49933933365225,6.39864642797801
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.15755844404311,6.32012709939749,6.2388427717203
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.29795352230377,7.30888448684767,6.80341900457572
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.00969764415433,5.92945728808045,5.96957746611739
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.47689637716824,7.03046738260925,6.75368187988875
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.95390436204516,6.83683376690212,6.89536906447364
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.29795352230377,6.87396545706006,6.58595948968192
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.84177845155375,5.88929930603236,5.86553887879306
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.39773696222815,7.16714253333348,6.78243974778082
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.644705722383,6.50615209213869,6.57542890726084
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.25265315216859,6.46637176909601,6.8595124606323
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.69904392297431,6.32012709939749,6.0095855111859
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.20895127493685,5.98051434990782,6.59473281242234
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.68624105999755,6.85770094569154,6.77197100284454
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.40964628816555,5.78409680987523,6.09687154902039
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.69355177704646,6.91586173294002,6.80470675499324
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.99616273626446,6.99469317825379,6.99542795725912
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.79928912052354,7.64836853748351,6.72382882900352
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.89076470702232,6.98427556047483,6.43752013374858
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.52560368502898,7.75766564875623,7.1416346668926
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.29795352230377,7.41834802032662,6.8581507713152
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.32221447123682,7.86345277457399,7.09283362290541
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.81778731728343,6.73802968862167,6.27790850295255
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.71646842321545,7.5681578828958,7.14231315305562
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",7.42516473977562,6.26646188729355,6.84581331353458
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.21320803928219,6.32012709939749,6.76666756933984
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",7.76452276975374,8.15079826088528,7.95766051531951
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.27421715299995,6.32012709939749,6.79717212619872
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.05431544121981,7.15530712728149,7.60481128425065
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.89066225025179,8.43775111843118,8.16420668434148
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.33674572135378,6.67241511254691,7.00458041695035
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.07095713791925,6.39709774078491,6.73402743935208
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.74362537732326,6.1964115428067,6.47001846006498
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.95725028456291,5.91741254098182,6.43733141277237
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.61475640612335,7.44596888088951,7.53036264350643
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.021201229635,7.88174881244914,7.95147502104207
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.41088202075103,8.00315566628301,7.70701884351702
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.54372918804572,8.02645029574111,7.78508974189342
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.01677288095978,6.3526489717903,6.68471092637504
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.37446707464673,7.85428018089889,7.61437362777281
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.24141709390351,7.37475500021854,7.30808604706102
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.54731950237777,6.44210041528515,6.99470995883146
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.08747026353544,7.54031125298312,7.31389075825928
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.1016805232924,7.12572588231045,7.11370320280142
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.71566897741691,8.07398319195236,7.89482608468463
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.92275093808257,6.77076420914797,7.34675757361527
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.83656847209677,7.51396374343333,8.17526610776505
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.59900030368215,7.80342610975443,7.70121320671829
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.07011161195125,7.63120973232109,7.35066067213617
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.80447527809404,7.75745913929389,7.78096720869397
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.67815069515321,7.89345056018026,7.78580062766673
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.3936033765383,7.72134199717053,7.55747268685441
