"","Unnamed..0","tissue","endometriosis","severity","p210191_s_at","p215285_s_at","PHTF1"
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.00940464835928,2.65959737059578,3.33450100947753
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.63871908093428,3.71585811914484,4.67728860003956
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.23349811024214,2.89800801437861,3.56575306231038
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.22646247410129,2.68059850432151,3.4535304892114
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.61499837647307,2.68059850432151,3.64779844039729
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.04809133095213,3.24853755690326,4.1483144439277
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.9225675144404,4.10576807133418,4.51416779288729
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.68155849808057,3.1800631176131,4.43081080784683
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.18524123317503,2.94440043826031,4.06482083571767
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.31363345854426,3.20950321704286,4.26156833779356
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.72468384716093,3.11089278317175,4.91778831516634
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.7235851900052,2.94440043826031,4.33399281413276
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.00171039423275,3.58088601895945,4.7912982065961
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",4.28181167767259,3.2221683547911,3.75199001623185
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.70144314614076,3.94341530374794,4.82242922494435
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",5.56333047979796,4.23724962317477,4.90029005148637
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.08478161634295,3.66576656441751,4.37527409038023
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.92388331309873,4.82633273422313,5.37510802366093
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.66585538172405,4.2208408070937,4.94334809440888
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.56994878023056,5.59212187630088,6.08103532826572
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.54855260093313,4.25802772500703,4.90329016297008
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.54476186222239,5.63256154546484,6.08866170384361
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.0307631103851,4.93557876168061,5.98317093603285
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.02359647077489,5.50304652960108,5.76332150018798
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.00010085639699,5.44772384247018,6.22391234943358
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.23889325676934,4.26484602959268,5.25186964318101
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.03129731847188,4.30487251924568,4.66808491885878
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.94329626449087,5.25452652001378,6.09891139225233
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.56211016418923,4.82741153261386,5.69476084840155
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.85701612496387,3.67481346272584,4.76591479384486
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.80715492881249,6.30494935533456,6.05605214207352
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.09376780699704,5.31081929875494,6.20229355287599
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.00837442005596,3.51979801104468,4.26408621555032
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.6937011523262,5.14041481956372,5.91705798594496
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.33671710241381,5.30884385972469,5.82278048106925
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.0794840487629,4.71436031740106,4.89692218308198
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.46026270069811,5.39856304512322,5.92941287291067
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.95236440077479,4.66460323485933,5.30848381781706
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.73012622863857,4.98978239648769,5.85995431256313
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.92660277240407,5.61718089661353,6.2718918345088
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.72742299997503,5.59124815804143,6.15933557900823
