"","Unnamed..0","tissue","endometriosis","severity","p41386_i_at","p213146_at","KDM6B"
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.29761849827615,7.18315164967734,7.24038507397674
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.13955405795804,6.51826570080721,6.32890987938262
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.77119700487735,7.74401238463833,7.75760469475784
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.65924061897501,8.11253473944478,7.88588767920989
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.41182846929248,5.08668119894704,4.74925483411976
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.7920430511053,4.52964442312688,4.16084373711609
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.46472412723579,5.25716051738077,4.86094232230828
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.72364119566938,6.53176871141034,6.12770495353986
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.82868661871465,5.51842182016091,5.17355421943778
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.00744175644536,4.80184326234946,4.90464250939741
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.8126731996711,4.75605037441324,4.78436178704217
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.5745981514722,4.82076012877697,4.69767914012458
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.36022917099249,4.73640679289626,4.54831798194438
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.33918820025317,4.66196793728056,4.50057806876687
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.38496214054295,4.98937220646367,5.18716717350331
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.14633697866052,5.00367781312196,5.07500739589124
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.46198976835453,5.80475312073595,6.13337144454524
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.38544929451185,4.28748952754578,4.33646941102882
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.69215830645181,4.15170044651567,4.42192937648374
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.1362039024108,8.08054765287696,8.10837577764388
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.01263971198698,6.55988077929355,6.78626024564026
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.19365628028699,6.78700107471297,6.99032867749998
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.8396639161863,6.96085863700361,6.90026127659496
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.49272537989779,8.47208651968055,8.48240594978917
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.76746963127154,7.90456871915658,7.83601917521406
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.11576797830112,6.87446747651915,6.99511772741013
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.98689545902688,7.60942405465577,7.79815975684133
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.59401658829242,7.36899385306982,7.48150522068112
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.25858241142287,8.55661927985432,8.90760084563859
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.1009667896758,9.79945055056334,9.95020867011957
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.92148582595906,7.90713781159776,7.91431181877841
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.97101817365812,6.59373824134427,6.78237820750119
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.68204031361735,8.54704319784435,8.61454175573085
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.24891371658786,6.13841190609743,6.69366281134264
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.88593577333467,8.15761003814426,8.02177290573946
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.61309080107443,6.89656218799083,7.25482649453263
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.88511861925469,6.69134000351985,7.28822931138727
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.89052775083423,7.96683710445653,7.92868242764538
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.5615486724126,6.79640376391653,6.67897621816457
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.6250567708088,5.99861448283849,6.31183562682364
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.79229105383737,8.44929857567319,8.62079481475528
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.14903398439791,7.77304237544694,7.96103817992243
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.16306600981466,8.03519727259524,8.09913164120495
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.06153430932278,6.51892436943302,6.7902293393779
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.4953131594397,9.60274300226255,9.54902808085112
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.4758199450034,6.50032471354404,6.48807232927372
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.98242455098278,9.03233286321442,9.0073787070986
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.80370159983356,7.88735254776198,7.84552707379777
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.49934039077559,7.94402954790451,7.72168496934005
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.51053539273643,6.61546217082268,6.56299878177956
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.00703795475969,5.47722232340353,5.74213013908161
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.17622378272544,5.90421596997209,6.54021987634876
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.41798544293934,6.3968197964113,6.90740261967532
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.49892962679106,6.45294365454801,6.97593664066954
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.96448681510944,6.27924294198553,6.62186487854748
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.62923327562521,6.27832273681302,6.95377800621911
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.04243825957814,6.99344622912801,7.51794224435307
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",5.87981780563245,6.20986982991462,6.04484381777353
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.76937587987415,6.78006476205348,6.77472032096381
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",6.13400366822335,6.50644682525266,6.320225246738
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.40057972822823,7.21749254922461,6.80903613872642
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.23484052528649,8.95803906129659,8.59643979329154
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.16060608903987,6.61070238008592,6.3856542345629
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.75791266953335,8.48687209166888,8.12239238060111
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.64839487519031,6.90215831778694,6.77527659648863
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.01776488768692,6.64543535862719,6.33160012315706
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.38689549205518,6.93713772648666,6.66201660927092
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.82341634295598,10.0090506587753,9.41623350086564
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.6388939082151,5.22543911911446,4.93216651366478
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.36815884516431,6.71198563631871,6.54007224074151
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.36008721455541,6.73985943357569,6.54997332406555
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.84302222792956,6.32216402231527,6.08259312512241
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.71754316026543,7.16256469950707,6.94005392988625
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.61824416643711,7.64545230560645,7.13184823602178
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.1559460250186,10.3754159822848,10.2656810036517
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.63257392910701,6.4194158364702,6.0259948827886
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.03069930962651,7.91459067148281,7.47264499055466
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.50831848979001,6.50432825009734,6.00632336994368
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.36149007981292,7.96355817994214,7.66252412987753
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.54738141927857,9.04756289757142,8.79747215842499
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.65906622508917,6.31187584435526,5.98547103472221
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.60954647582862,6.57186057695201,6.09070352639031
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.75038475956277,6.51929441820667,6.13483958888472
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.59854739440843,6.39933366246737,5.9989405284379
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.09599453627031,6.6339737222263,6.36498412924831
