"","Unnamed..0","tissue","endometriosis","severity","p211528_x_at","p211529_x_at","HLA-G"
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.1979413785569,13.1704691968402,13.1842052876985
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.2054863883889,13.1286918925734,13.1670891404811
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.7056933512864,12.6036770656395,12.654685208463
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.5922072226698,12.5229559986673,12.5575816106685
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",11.2850025840243,11.0007916736596,11.142897128842
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.342679274398,12.3216633819555,12.3321713281767
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",11.1514981248221,11.1788151117554,11.1651566182887
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.9679903632806,12.1039960272131,12.0359931952468
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.9997646216396,12.0188492835268,12.0093069525832
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.3169161712303,11.4592549508843,11.3880855610573
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.5322220895072,12.5229559986673,12.5275890440873
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.2623267506811,12.4864046045059,12.3743656775935
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.5322220895072,12.5229559986673,12.5275890440873
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.9150567844316,11.9818891472852,11.9484729658584
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.7260376619061,12.8130980569378,12.769567859422
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.2208651456633,11.1938303195687,11.207347732616
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.3070002293048,11.2005556800562,11.2537779546805
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.3489310601509,11.4284197901347,11.3886754251428
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.2352760593031,11.2625761099429,11.248926084623
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.5322220895072,12.5229559986673,12.5275890440873
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.7375925372512,11.5905473674662,11.6640699523587
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.2603350457189,12.3551793280135,12.3077571868662
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.3342173723852,12.0209323181912,12.1775748452882
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.8425630089716,11.59784425893,11.7202036339508
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.8421690371535,11.7839276295367,11.8130483333451
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.8383538153801,11.7330522531365,11.7857030342583
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.3818617921736,12.5229559986673,12.4524088954205
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.1648053478748,12.13478884189,12.1497970948824
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.8675317887577,12.8103690347954,12.8389504117766
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.7870695134876,11.5719364057829,11.6795029596353
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.3808269861399,11.2847345328118,11.3327807594758
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.419336180846,11.4354687820417,11.4274024814438
