"","Unnamed..0","tissue","endometriosis","severity","p208741_at","p208740_at","SAP18"
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.20402653340583,7.47934212332599,7.34168432836591
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.27303102501759,6.60202073539235,6.43752588020497
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.36221277995889,5.89422908822441,6.12822093409165
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.38440037766945,6.09008289245983,5.73724163506464
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.30247254675474,5.02411094129465,5.6632917440247
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.09249268902485,4.48802056528679,5.29025662715582
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.81715695900953,5.02411094129465,5.92063395015209
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.92808718649432,7.90524429749828,7.4166657419963
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.5861921799571,4.26151433708031,5.42385325851871
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.46893827672961,5.62144428285607,5.54519127979284
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.7239328485882,5.5081764483773,6.11605464848275
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.92875097631661,6.92463125937435,6.92669111784548
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.76496965964051,4.4309065282837,5.0979380939621
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.06263898139216,4.23836770277495,5.15050334208355
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.77570269733333,9.00881177856631,8.39225723794982
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.44420740104536,6.79382418796082,6.61901579450309
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.22955005892971,5.23125450869671,5.73040228381321
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.93678226880189,8.58125119030241,8.25901672955215
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.88775761318168,7.30103380805644,7.09439571061906
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.24467623217484,6.37216561432102,6.30842092324793
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.6945476028464,6.50536604131513,6.59995682208076
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.71803214049802,5.50766387637001,5.61284800843402
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.82980788037056,5.81735820139625,6.32358304088341
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.18205919934995,7.83179449292298,7.50692684613646
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.37330907077742,5.47434952266607,5.42382929672175
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.37187605002126,7.54754934737442,6.95971269869784
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.37330907077742,4.91722646764971,5.14526776921357
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.71730267316964,5.04622072990681,5.88176170153822
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.51440072179333,6.6269299222417,6.57066532201751
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.52364613283825,5.70703880091791,5.61534246687808
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.04064900310126,5.60957183929614,5.8251104211987
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.88953737642029,6.10108044162328,6.49530890902179
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.70648604450221,5.97055877157614,6.33852240803918
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.98410678353895,6.85836980877293,6.92123829615594
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.71555665558861,6.83623006005421,6.77589335782141
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.40502392234987,9.25640294538198,8.83071343386592
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.16475598089731,7.58339362165686,7.37407480127708
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.07844308150937,8.12529358044472,7.60186833097705
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.83440015610565,8.44948041424445,8.14194028517505
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.99456232426459,8.18786043637135,8.09121138031797
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.47790627413868,7.27557234800742,7.37673931107305
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.1502049754003,8.52476580737684,7.83748539138857
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.44462679026541,8.26557315636025,7.85509997331283
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.44499316751566,8.74231910950592,8.09365613851079
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.23802676255748,8.96638792661763,8.60220734458755
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.37282939304499,7.50997582907892,7.44140261106195
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.93564858746621,8.1952301794221,8.06543938344416
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.94554381771169,9.30966867188049,8.62760624479609
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.82184120048106,9.45707529150742,9.13945824599424
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.43626583295173,9.11976519836031,8.77801551565602
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.31967046754311,9.15124800722519,8.73545923738415
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.57605589330066,9.5155130055928,9.04578444944673
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.47797927530657,9.47175205051629,8.97486566291143
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.86129443013577,8.86913569983775,8.36521506498676
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.90000854557938,9.58654718093391,9.24327786325664
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.72921086405685,9.41001641661008,9.06961364033346
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.55439215528073,9.09174421180034,8.82306818354053
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.57045143046109,9.25928023589,8.91486583317554
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.0428932977585,9.17222760392877,8.60756045084364
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.02110579516214,8.64944039744429,8.83527309630322
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.89962583812637,9.41334716057418,8.65648649935028
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.53149111436587,9.29563332071691,8.91356221754139
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.48151165455683,7.58228699981799,7.53189932718741
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.05589451155351,8.3120127778182,8.18395364468585
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.96503052196255,8.37021757706295,8.16762404951275
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.95947330675313,6.99297459551512,6.97622395113413
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.4019154690876,6.44165105058689,6.42178325983724
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.13749481702041,5.98559616767337,6.06154549234689
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.39791128410948,8.02777967223323,7.21284547817135
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.30247254675474,6.40238390465372,6.35242822570423
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.11823073548711,7.60272408772189,7.3604774116045
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.0848183884847,4.81809153609218,5.95145496228844
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.37922589719947,5.02411094129465,5.70166841924706
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.50201108398509,8.20758473620873,7.85479791009691
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.06204980248879,5.84626764400019,6.45415872324449
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.87862107450368,7.25724043207005,7.06793075328687
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.63682220942302,7.80462528754648,7.22072374848475
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.30247254675474,6.13159127296402,6.21703190985938
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.46858686129204,5.04958497050338,5.75908591589771
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.44819818668101,7.21037223765858,7.3292852121698
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.20750786935955,7.682001740071,7.44475480471528
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.19491215892788,8.32025253132915,7.75758234512852
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.28246774476783,7.24889161466398,7.26567967971591
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.75695283903073,5.96450977646477,6.36073130774775
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.14252472725226,7.01843565730259,7.08048019227743
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.95638472674884,7.47131799574005,7.21385136124445
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.8797714403043,7.87906488987699,7.37941816509065
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.40287927034274,5.95024587859972,6.17656257447123
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.13870209179643,7.82715864357916,7.48293036768779
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.21287499846471,7.2496981010147,7.23128654973971
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.64369633886216,6.58953541967616,6.61661587926916
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.41689577188527,7.97686395339958,7.69687986264243
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.65129501512192,8.75081375572542,8.20105438542367
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.55735679921382,8.27439663817769,7.91587671869575
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.70322091709125,7.74620023528979,7.72471057619052
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.57681361475351,8.23378158557552,7.90529760016451
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.53904584934525,8.66297786090233,8.10101185512379
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.45507306991344,8.57164372794584,8.01335839892964
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.41378527938661,7.56408410443655,7.48893469191158
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.48079329565403,8.33424344631237,7.9075183709832
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",8.85254116018343,9.42247328152503,9.13750722085423
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.82485156602873,9.17117241743816,8.99801199173345
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",8.74591913938535,8.48089175023954,8.61340544481244
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.7499657998264,8.73996987367685,8.74496783675163
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.15496623619831,8.74567799832721,8.45032211726276
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.07698120431946,8.60974257100816,8.34336188766381
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.68793930059285,8.36622559901027,8.02708244980156
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.89788705871748,8.10939585869896,8.00364145870822
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.73351287444208,7.91799845861088,7.82575566652648
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.83966268645576,8.76665753925178,8.80316011285377
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.40016261281104,7.52899676058437,7.46457968669771
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.8955920899515,9.55769859725764,9.22664534360457
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.52879328476739,8.5391081490882,8.53395071692779
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.84158804893221,9.3467228063158,9.094155427624
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.33892630672462,8.35367143939073,8.34629887305768
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.91368894251163,8.65784965556529,8.28576929903846
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.22304860902994,8.03579200521657,8.12942030712325
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.95173143133543,8.04926812906731,8.00049978020137
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.57448114931289,8.02890507471694,7.80169311201491
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.49665476647109,8.61172911625655,8.55419194136382
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.98191667517162,8.37170219539196,8.17680943528179
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.68939290278309,8.30879226338839,7.99909258308574
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.92631567454678,7.53057788244354,7.22844677849516
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.07841209833648,9.10999598144891,8.59420403989269
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.73737707543251,8.36465082631789,8.0510139508752
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.08338753082771,8.67151854553908,8.3774530381834
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.29171828798571,9.22335925743378,8.75753877270974
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.41338480419695,8.67391240394623,8.54364860407159
