"","Unnamed..0","tissue","endometriosis","severity","p223237_x_at","p229617_x_at","p234068_s_at","AP2A1"
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.08353518170516,5.68615097113592,9.34662863686425,8.03877159656844
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.26687621421654,4.14419704888274,6.689909039625,6.03366076757476
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.27576178338126,5.2307258589232,9.51710120366422,8.00786294865623
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.56578043078859,3.78864710754473,5.22316487120918,5.52586413651417
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.87413764387127,4.20590069856218,7.68007613317934,6.58670482520426
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.04907496920062,5.51712586325322,9.33063817690814,7.96561300312066
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.84811076796143,4.32122397571312,6.71085399866822,6.29339624744759
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.83135535664717,5.53802671275264,8.63298190292799,7.6674546574426
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.59388270385849,4.1364797070481,6.68609752200239,6.13881997763633
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.55375821756536,4.58899955681755,8.39702677215933,7.17992818218075
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.7869191589744,5.0671732168857,8.09055430253595,7.31488222613202
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.3917285748942,5.68653053416315,9.40536162304538,8.16120691070091
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.52695401499335,5.19033063495291,8.67747894306492,7.46492119767039
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.70196065449427,4.59626853625977,7.90310142536413,6.73377687203939
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.26533670240379,5.01039023910324,8.68533233817777,7.32035309322827
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.9527586834701,4.43612865242569,7.50218145264282,6.6303562628462
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.77300190516873,3.26922941975975,5.36027814974949,5.13416982489266
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.34404031557556,5.04690784369499,8.71919950132752,7.37004922019936
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.34686080626916,4.50919595746551,8.29096746679685,7.04900807684384
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.44336358712739,3.59722766915333,8.03657454094228,6.359055265741
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.74978810760845,4.04955462508289,7.98373405120611,6.59435892796582
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.78308639730083,5.19549998293417,9.45274755444643,7.81044464489381
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.00636126210926,4.64647894942314,9.6749953294808,7.77594518033773
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.39323576397198,4.68492542727593,8.5784022445963,7.21885447861474
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.85019137762924,3.2531268619306,6.4840796284799,5.52913262267991
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.413631636085,3.6411349166601,8.1150509893216,6.3899391806889
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.62018762583968,4.31408167940998,8.92990504669093,7.28805811731353
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.63417705307071,4.80661660191818,9.02171664893488,7.48750343464126
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.67677104838033,2.44363062429306,3.92774025255934,3.68271397507758
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.33238000953565,3.13261109150225,4.21571332302112,4.22690147468634
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.67677104838033,2.87285920739128,4.61801430054763,4.05588151877308
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.61760998961673,2.45614838097841,3.66645006884518,3.58006947981344
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.64635877177776,2.96335395818068,4.33611134986092,3.98194135993979
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.67677104838033,2.48549760281956,4.42934252495607,3.86387039205199
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.94075728296652,2.42892565376329,4.45518212906137,3.94162168859706
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.12102236897824,2.82002149554902,4.46125596747067,4.13409994399931
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.04547032817889,2.86015398421164,4.34304751713828,4.08289060984294
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.67677104838033,2.7360861788717,3.53564430935567,3.64950051220257
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.52217305158671,2.79036833595323,5.39153403923948,4.56802514225981
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.73837701205867,2.31931419299959,4.30036542571878,3.78601887692568
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.07720232717972,3.26877544995464,5.32762811475592,4.89120196396343
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.88465836968752,2.61590836499989,4.93151544583367,4.14402739350703
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.52257331441846,2.87285920739128,4.1175072291828,3.83764658366418
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.93418457955781,5.03947438985038,9.25086284545225,7.74150727162015
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.77620235331472,3.94126029075876,7.89332757067347,6.53693007158232
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.94606841730843,4.22869494357161,8.15718952638922,6.77731762908975
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.10354723412668,5.59156246707798,9.7982390300535,8.16444957708605
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.12406272602816,5.45032686556234,9.41737796359426,7.99725585172825
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.90449036275061,5.09283470891386,9.32679498695051,7.77470668620499
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.18226752458975,4.21910850184978,8.92926380009906,7.11021327551286
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.81089071924097,5.19364987648694,9.58820511827848,7.86424857133546
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.46727923097445,4.46715641689845,9.05858299288155,7.33100621358482
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.26450142449811,5.12745373062157,7.38957998939239,6.92717838150402
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.80733843432597,4.81077990486815,8.77362345167307,7.46391393028906
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.91248013747275,3.68258058623255,7.62260175125061,6.40588749165197
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.43313990700258,4.50728328851244,7.36295790883916,6.76779370145139
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.08433951780369,3.90639171954085,7.92716116518338,6.63929746750931
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.76038827669712,4.46392673000486,7.64139039756089,6.62190180142096
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.0846930102186,3.76083090414178,7.7859257115157,6.54381654195869
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.62714203497934,5.08223254753512,8.47644739076949,7.39527399109465
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.08163414762171,5.60844461116378,6.00048997625955,6.89685624501501
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.44075037606747,3.83718189866654,8.89657433901192,7.05816887124864
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.28505315209086,3.67171235810482,7.55505456593548,6.17060669204372
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.71062262125558,4.20830074363969,7.36583550186899,6.42825295558809
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.34815890917277,5.71926953174607,9.56563120028493,8.21101988040126
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.1922655440749,4.39527736485944,7.99599693128207,6.8611799467388
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.5991114152314,4.58963299282776,8.74340765751638,7.31071735519185
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.68749295336953,4.90757665898286,8.47392664730852,7.35633208655364
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.89408281835212,4.19113847699255,8.4993748822154,6.86153205918669
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.69720109827855,4.39148133819214,6.99824112568158,6.36230785405076
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.55049986526378,4.82485485596262,8.87667050384059,7.417341741689
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.91179823382236,5.06827462140393,8.84257381037136,7.60754888853255
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.31248229880794,4.80634657106659,9.70115181464271,7.93999356150575
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.61105619527418,3.67580225311741,7.86724562757942,6.384701358657
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.32881622870357,3.13261109150225,6.43999767170248,5.30047499730277
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.01206380731573,3.96626606034607,7.90954567453821,6.29595851406667
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.82350641142008,3.754421122586,8.03387204996151,6.5372665279892
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.65448457858321,4.07912261984984,8.76756997381494,7.167059057416
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.06786436488889,3.6690544086187,7.38751375925025,6.04147751091928
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.9514773723623,3.274244138784,8.18744490073636,6.47105547062755
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.23410482069632,3.71981911440195,6.78927710626008,5.91440034711945
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",6.08114561834258,3.13258038575349,5.05430600246687,4.75601066885431
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.35915381266567,3.13261109150225,6.07541615134243,5.18906035183678
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",6.0201456994366,3.06654285162353,5.37657881786961,4.82108912297658
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.95814565010047,3.0395401386006,5.51743545287321,4.83837374719143
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.75319357780444,2.92714158812735,5.34737566579899,4.67590361057693
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.85396261284645,3.03393766580464,5.33117853713119,4.73969293859409
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.78726040297492,2.66524841497612,5.00218706479711,4.48489862758272
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.2602606052049,3.13258038575349,6.07214763114281,5.15499620736707
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.3031037751053,3.22480883915974,6.24119120657641,5.25636794028048
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.07720232717972,3.13258038575349,6.10428564490026,5.10468945261116
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.8547939400153,3.13258038575349,5.15151100566342,4.71296177714407
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.67677104838033,2.25702835674467,4.27122454718058,3.73500798410186
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.61848449873527,2.63265440999959,4.75245603775579,4.33453164883022
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.96929785961818,3.13261109150225,5.13465845021474,4.74552246711172
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.07720232717972,3.13261109150225,6.12848291165977,5.11276544344725
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.71300877218426,3.09662559521066,5.3503587784906,4.71999771529517
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.75204777156749,3.08750604133007,5.94790970644063,4.92915450644606
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.75159312789383,2.87285920739128,5.16164210471429,4.59536481333313
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.00504588667562,3.03631374939714,5.24626900100992,4.76254287902756
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.02643011125766,2.89053274952173,6.0287992222147,4.98192069433136
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.86903115949109,3.01687359750533,5.161660372499,4.68252170983181
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.77601969330584,2.87285920739128,5.2683023691525,4.63906042328321
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.84662697457218,2.87285920739128,5.0037106849909,4.57439895565145
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.74243820783345,2.87699206254108,5.22136739563924,4.61359922200459
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.98701612736257,3.04737921188444,5.72904811612645,4.92114781845782
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.07277448557081,2.73229470511114,4.96646414550344,4.5905111120618
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.01406672140385,2.9099127244887,5.06051799407295,4.66149914665517
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.94189708865317,2.87285920739128,5.63867263957721,4.81780964520722
