"","Unnamed..0","tissue","endometriosis","severity","p1552715_a_at","p231804_at","RXFP1"
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.32036052321332,6.75649518257005,5.53842785289168
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.76481680634361,7.38907239009029,5.57694459821695
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.42528466779136,7.84552766446301,6.63540616612718
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.32943648252623,7.79901365110342,6.56422506681482
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.17403031490916,7.34326510015883,5.258647707534
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.47269285285815,2.76666200645995,2.61967742965905
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.89608661742333,6.83910645897108,5.3675965381972
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.76913404562093,8.54325335201519,7.15619369881806
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.23602791534862,3.3380421953819,2.78703505536526
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.23602791534862,3.50173233526732,2.86888012530797
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.47269285285815,5.66040637592513,4.06654961439164
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.34261692978313,2.63601818024553,2.48931755501433
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.59788472300258,5.83850722891419,4.21819597595838
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.84901282863625,11.2190608684993,10.5340368485678
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.01627144011393,7.12450284497847,6.0703871425462
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.23602791534862,2.6734034927292,2.45471570403891
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.77808710477497,10.5632133021409,10.1706502034579
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.23602791534862,3.8740505159073,3.05503921562796
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.39455016811453,7.88897351261471,5.64176184036462
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.47269285285815,5.95518821752122,4.21394053518969
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.86851080822997,6.89730281685304,5.8829068125415
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.64475211386667,7.54398965920346,5.59437088653506
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.54439930190819,9.08163761642284,8.31301845916552
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.55528567085376,6.79862478777867,5.67695522931622
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.47360371130647,4.95192832780927,3.71276601955787
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.23602791534862,3.23469519326833,2.73536155430847
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.56738355940606,8.0984208320391,6.83290219572258
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.67526957782871,9.37151442076749,8.5233919992981
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.06063465022544,7.00409376353021,5.03236420687782
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.90941032831998,6.64887519042703,5.2791427593735
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.29108848197801,6.66954580782444,4.98031714490122
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.34617184338735,5.39215539560829,3.86916361949782
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.29108848197801,5.13058495773958,4.2108367198588
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.34261692978313,5.19358558258605,3.76810125618459
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.90822567411845,9.26724872439834,8.0877371992584
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.3338159378667,7.67097926265713,6.00239760026192
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.14666400546081,8.34288083241221,7.74477241893651
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.76584959025799,10.3806401316635,10.0732448609607
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.21466917359615,10.1887090191608,9.70168909637847
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.30092013643504,8.35428745064752,7.82760379354128
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.41469645606322,9.09697064254264,8.75583354930293
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.04370505571796,9.28924842978551,8.66647674275173
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.49803629145202,8.47347907077456,7.48575768111329
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.10036231334216,10.2697343831502,9.68504834824618
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.82167228245045,5.59283963049868,4.20725595647457
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.39852677630366,5.75054794649743,4.57453736140054
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.54185446647292,7.45389941429091,6.49787694038191
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.96534361517722,8.21214975375716,7.58874668446719
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.19462099566594,7.94623821086887,7.0704296032674
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.63753938525242,9.56239178841849,9.09996558683546
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.33395680985,11.5780906271732,10.9560237185116
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.71258214826298,8.78696944040203,8.24977579433251
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.14782741486501,8.10385085722333,7.62583913604417
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.68032313773986,9.52016872495293,9.10024593134639
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.5374956492992,11.5521827101317,11.0448391797154
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.12692160986724,7.51029222652254,6.81860691819489
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.93530924935322,10.7019716340458,10.3186404416995
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.05703625758082,9.31589365145393,8.68646495451738
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.10591534110118,11.0032904863842,10.0546029137427
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.29869540001618,7.83348281955674,7.06608910978646
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.63800646808757,7.45665918657456,6.54733282733106
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.68050525793172,8.76550786364282,8.22300656078727
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.7828998137941,11.5114538115191,11.1471768126566
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.29138586562417,5.72008578300852,4.50573582431635
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.31762857922572,8.85440744721205,8.08601801321888
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.34261692978313,4.52006600483741,3.43134146731027
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.63108102937304,7.99571592025789,6.81339847481546
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.9850253774559,6.06947299999712,5.52724918872651
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.47269285285815,4.1046903221709,3.28869158751453
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.91337484203736,10.6812724131664,10.2973236276019
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.23602791534862,4.50735530559873,3.37169161047367
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.81386196354778,7.3965167669128,6.60518936523029
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.06843355418621,10.1199946154539,9.59421408482006
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.24485256298944,9.34944693706893,8.29714975002918
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.10775985401032,6.86634943589271,5.48705464495151
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.18523150413102,7.49587342016973,5.84055246215038
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.4662167668702,8.62711294750483,7.54666485718752
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.82672065224931,6.78595163632838,4.80633614428884
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.47269285285815,7.57433811163172,5.02351548224494
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.64001149439611,7.03915136092106,5.83958142765858
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.14977890441941,6.54039497164609,5.34508693803275
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.63453169675762,8.078790666133,6.85666118144531
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.23602791534862,4.19736745152955,3.21669768343908
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.69297725093183,9.91118458625995,9.30208091859589
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.21804161188913,9.36212113158816,8.79008137173864
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.35718061272864,5.07229966891193,3.71474014082029
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.34261692978313,4.32776092427706,3.33518892703009
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.96149497242342,5.56173288392577,4.2616139281746
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.33139606957602,7.59263459030474,6.46201532994038
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.44450272301711,5.48778641535051,3.96614456918381
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.6747937668775,8.87514168421661,8.27496772554706
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.29922710124805,9.71287140509223,9.00604925317014
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.85358465931164,10.603493005596,10.2285388324538
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.1226242708876,12.5998380719948,12.3612311714412
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.93707109639389,10.4427209556064,10.1898960260001
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.4198822631854,11.3552980651207,10.887590164153
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.34159505744798,7.17634905670562,6.7589720570768
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.73430583445151,6.97330842412518,6.35380712928835
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.39455016811453,6.48586807732806,4.9402091227213
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",6.80467025596114,8.85918229888818,7.83192627742466
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.96340685982828,9.68445475316203,8.82393080649515
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",7.69203761373215,9.03574507859268,8.36389134616241
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.1433636974488,11.6522112654605,10.8977874814546
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.10332531866474,7.9601183987591,7.03172185871192
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.0619213708167,11.9719936591109,11.5169575149638
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.27557740524759,8.23904711891678,7.25731226208219
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.03988939126181,10.7270906901197,9.88349004069076
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.24309565580559,9.84678802651478,9.04494184116018
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.33285210368556,7.5918348086719,6.46234345617873
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.87564346265012,9.16849939670032,8.52207142967522
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.41288283415311,9.61504020363363,9.01396151889337
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.69034222119867,7.42549808673628,6.55792015396747
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.95930976178815,6.53410739284808,5.24670857731812
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.4878144238885,9.13086736446177,8.30934089417513
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.69417881299544,8.13173858294232,7.41295869796888
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.4229992690144,11.7398628733138,11.0814310711641
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.99251166509166,8.6908542127666,7.84168293892913
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.51486547676667,9.66783280577296,9.09134914126981
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.0174719479232,11.4262034020636,10.7218376749934
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.06043142927609,6.83965311610924,5.95004227269266
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.72592787478513,7.09268041674573,5.40930414576543
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.47113783437286,9.43359385041777,8.95236584239531
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.17847134698375,6.63630972954416,5.40739053826396
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.88879740880932,9.04226066056544,8.46552903468738
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.3647858405785,6.6684702267648,5.51662803367165
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.09877085990541,7.38081612928963,6.23979349459752
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.29647405496429,6.72657584176592,5.51152494836511
