"","Unnamed..0","tissue","endometriosis","severity","p227295_at","p236249_at","IKBIP"
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.71531272547153,4.70248827496084,4.70890050021618
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.50753776000224,5.21207255926128,6.35980515963176
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.31422069826093,4.47476069370036,4.89449069598064
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.46551533169157,5.78264168885537,5.62407851027347
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.37504081279334,5.42374883145152,5.89939482212243
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.25245453360557,6.16556266261866,5.70900859811212
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.23811427695534,5.10804295469943,4.17307861582738
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.35768425479909,6.30159404670718,6.32963915075313
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.20468440913878,6.21609524825227,6.21038982869552
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.26236726323948,4.89404255437448,5.07820490880698
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.83891985791631,5.63792655663813,5.73842320727722
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.21638954372278,5.55230260717649,5.38434607544963
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.5956252778623,6.42963272433238,6.51262900109734
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.23811427695534,4.95760767425217,4.09786097560375
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.78869531389566,6.3714573877994,5.58007635084753
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.1740760925946,3.78428326634967,3.97917967947213
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.89745619992413,4.40642021824886,4.1519382090865
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.95619966610626,5.48391546050366,4.72005756330496
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.72895631158865,4.70248827496084,4.21572229327474
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.7631197211732,5.97674462250773,4.86993217184046
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.01514901483396,4.66557269263313,4.34036085373354
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.03047636911985,6.39985813440266,5.71516725176125
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.46260825520661,5.42518363020997,6.44389594270829
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.8537205124513,5.65811645242898,5.25591848244014
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.93173900372105,5.14076672199236,5.5362528628567
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.89804840080033,5.89579621699848,6.39692230889941
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.70768404389153,4.64430638934072,5.17599521661612
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.55033426839604,5.50136673206824,5.02585050023214
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.75516707140148,5.90001971750069,6.32759339445109
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.5423889511986,5.82271176184513,6.18255035652187
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.60049862692312,6.7702775140867,7.18538807050491
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.01372185087213,4.94020679417025,5.97696432252119
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.86478142484933,5.75336627766285,5.30907385125609
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.62081409782838,5.65605076302659,6.13843243042749
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.21550498153097,8.31742602317079,8.76646550235088
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.02084659319623,7.62273163789668,8.32178911554645
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.47380612766305,7.04200543090992,7.75790577928649
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.47531033618181,7.54157185104975,8.00844109361578
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.12719313729845,6.20396838684605,7.16558076207225
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.95360204948034,7.3210779785541,8.13734001401722
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.01802388790362,7.85035055625628,8.43418722207995
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.67415820692079,7.0096857491193,7.84192197802004
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.93859220189887,6.20545434054427,7.07202327122157
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.53678496500275,7.16799395038384,7.8523894576933
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.79666467433357,7.00827597079546,7.40247032256451
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.56409450248355,8.26255671610272,8.41332560929314
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.31948131392148,6.13092431901505,6.22520281646826
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.66632350107306,8.07294644066488,8.36963497086897
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.49730179139729,7.60930957075423,8.05330568107576
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.80392023973932,4.81469440241157,5.30930732107544
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.73687867423044,5.94474012084237,6.34080939753641
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.60931392162911,6.0626415741172,6.83597774787316
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.57977194572484,4.82811255905499,5.70394225238991
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.30699903118515,5.28635915126397,4.29667909122456
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.78856402184623,4.75161598033205,5.27009000108914
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.76003752611723,7.52251995380313,7.64127873996018
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.3762341073906,4.70248827496084,5.53936119117572
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.45119353312086,4.5428978207594,4.49704567694013
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.06706316573707,6.1406630419452,5.10386310384114
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.17390797566948,5.75046909539976,5.96218853553462
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.86223846930535,5.73096108402123,6.29659977666329
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.72895631158865,5.50703940593314,4.6179978587609
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.40279316373462,6.55352618552141,6.97815967462802
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.62769489300879,6.11001595967543,6.36885542634211
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.19922746167935,5.91837693386936,5.55880219777436
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.1740760925946,5.01677018262898,4.59542313761179
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.15847071101735,4.88184879158929,4.52015975130332
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.22525125707406,6.00153717582655,6.6133942164503
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.80853819266058,6.10675913805868,6.45764866535963
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.09102810512599,7.00895752548213,7.04999281530406
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.80835320046513,5.98753871674068,4.89794595860291
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.69814642920288,5.62358161495264,5.16086402207776
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.58951988542091,4.70594523743197,5.14773256142644
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.58218282756521,6.31163046935927,6.44690664846224
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.72895631158865,4.70248827496084,4.21572229327474
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.13861790284477,6.42620433665148,5.78241111974812
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.59944533888671,6.17277621604866,6.38611077746769
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.38429390444838,5.44363848730452,4.91396619587645
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.08742326336956,4.69192339529667,5.38967332933312
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.2408629879749,5.07716707305997,5.65901503051743
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.83740051237163,5.18643883381147,6.01191967309155
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.40628515064825,5.5127073912487,5.95949627094847
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.60259714949345,5.85093858144316,6.2267678654683
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.55632436034832,5.73872850002193,6.14752643018512
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.63843203243923,6.74245856612316,6.69044529928119
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.69945714579911,5.39040885297573,5.54493299938742
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.20731837966957,6.91220719352643,7.059762786598
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",7.39454822687073,6.87778589714581,7.13616706200827
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.51808394881558,7.37155251436864,7.44481823159211
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",7.53712040751457,6.42759471127032,6.98235755939245
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.70307826017889,6.06243603729545,6.38275714873717
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.92780885453975,7.26481076850382,7.59630981152178
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.39773178877412,5.84164291918878,6.61968735398145
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.53356201014692,6.92508176980296,7.22932188997494
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.64111123370427,6.30636824733581,6.47373974052004
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.49119818402877,7.58970542838322,8.040451806206
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.7116620127546,7.05752662160635,7.38459431718047
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.09088579833064,7.69566293426373,7.89327436629719
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.16395627181585,6.50929342185159,7.33662484683372
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.95699014432614,6.73955808778654,7.34827411605634
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.6863281992446,6.67701122584544,7.18166971254502
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.28380074233743,6.65564277733001,7.46972175983372
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.91781929218909,7.32304257410647,7.62043093314778
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.82190973922898,5.8036802529708,6.31279499609989
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.5525719709576,6.87274332070209,7.21265764582984
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.18303023877242,7.08849540729801,7.13576282303521
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.20658153717157,6.26806405688294,6.73732279702726
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.28973294184223,7.29546753417732,7.79260023800977
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.82650965693635,7.63309856252397,7.72980410973016
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.6932849073959,8.14736877217313,8.42032683978452
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.06421842196049,7.02417808570129,7.54419825383089
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.16677260531023,6.21082518095046,6.68879889313035
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.34196732888791,7.54773490774851,7.94485111831821
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.19073867796579,7.6129433878456,7.9018410329057
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.77357313950332,6.70291288436033,7.23824301193183
