"","Unnamed..0","tissue","endometriosis","severity","p235432_at","p235410_at","NPHP3"
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.34982082335021,3.37389912656012,4.36185997495516
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.14253670195959,6.39185227087094,6.26719448641527
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.14073283049776,6.60530720279438,5.87302001664607
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.34504589491701,5.22134465543317,5.28319527517509
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.89426593772237,3.52417043842032,4.20921818807135
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.92652420879316,5.34067359505954,4.13359890192635
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.46246178015674,3.37389912656012,3.41818045335843
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.11422717557635,4.29806712907679,3.70614715232657
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.54023187679191,8.55734367965048,8.54878777822119
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.03917247902917,4.35248037731821,4.19582642817369
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.93822498420237,5.83702574207621,5.88762536313929
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.66517401054662,7.35687307167989,7.51102354111326
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.5565892130048,5.83702750943468,5.69680836121974
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.01136075234754,5.02336405052258,5.01736240143506
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.81225541201306,5.88859382497746,5.85042461849526
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.54529228002972,4.77505133249967,5.1601718062647
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.15184295361997,6.25836360534813,5.70510327948405
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.83634088363733,7.1863400196652,7.51134045165126
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.45634440709623,3.52417043842032,3.49025742275828
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.94501416297058,7.38986385473757,7.16743900885407
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.08479911921908,5.18781535959718,5.13630723940813
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.65423784774495,5.03395981933639,4.84409883354067
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.57498376521384,5.19775976810707,5.38637176666045
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.72349411564353,5.68687602801334,5.70518507182843
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.92088394404249,4.73805306077316,5.32946850240782
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.82751065565318,5.0014400468344,5.41447535124379
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.34504589491701,6.20639203653163,5.77571896572432
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.0672607787798,4.89206971216081,5.4796652454703
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.92768118181706,6.34518299778241,6.63643208979973
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.23488097132297,9.20549770192595,8.72018933662446
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.88518405705949,7.07545008413909,6.98031707059929
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.52131323349412,6.71324120214207,7.1172772178181
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.95691971288002,7.3108261057438,7.63387290931191
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.7917584977698,7.38430952496346,7.58803401136663
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.29684831861506,6.4989250101213,6.39788666436818
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.65516100311523,6.45565506428505,6.55540803370014
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.21126711100892,7.1042403721523,7.15775374158061
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.20793266574634,7.7534685857257,6.98070062573602
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.19521400278791,8.25451816144606,8.22486608211699
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.66262808528176,6.90674474657471,6.78468641592823
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.93903577928462,5.72769566240153,5.33336572084307
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.78691320835288,7.20689959230274,7.49690640032781
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.54288041783652,7.76743696973396,8.15515869378524
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.81413161819063,8.46558265412775,8.63985713615919
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.39581062944484,7.8486106256873,8.12221062756607
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.07428728768096,8.34210286115351,8.70819507441723
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.85390300528261,8.11044905543957,8.48217603036109
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.81305675623801,7.9761091063828,8.3945829313104
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.64377225052289,8.05097908532563,8.34737566792426
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.3319136620692,8.17845797563243,8.25518581885082
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.08128928113803,7.32929758145303,7.70529343129553
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.32299158562497,7.30947282914115,7.81623220738306
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.0648704336134,7.17359320967035,7.61923182164188
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.47692417385947,7.19132917180713,7.8341266728333
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.88718178949775,7.07727960566164,7.48223069757969
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.36416670491545,7.05134458086815,7.2077556428918
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.13478840109036,6.45748360526755,6.29613600317895
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.78079047445649,7.26938355644842,7.52508701545245
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.87660737714627,7.51109281144004,7.69385009429315
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.46567208646151,4.76076620567108,5.1132191460663
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.81422941276126,5.45916864888402,5.63669903082264
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.32697400168667,5.01677819198027,5.67187609683347
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.14414416501484,6.99492629465608,7.06953522983546
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.86724245824545,4.7554439446007,4.81134320142307
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.16232226078591,5.65452085459197,6.40842155768894
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.34412766620336,6.25234178763765,5.29823472692051
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.79349957910001,4.37900640058375,5.08625298984188
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.82549266759579,6.73063536568682,6.7780640166413
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.38492877427094,6.64691026422212,7.01591951924653
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.20174773689715,6.07443555377555,6.13809164533635
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.47507876717156,6.22267690971483,6.34887783844319
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.43549925254191,6.13353912064431,6.78451918659311
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.22609240198811,6.48063539458391,7.35336389828601
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.95931277907331,5.54938307848028,4.7543479287768
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.47822719122454,6.33072064393547,6.90447391758
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.01472547003477,6.40056713523194,6.70764630263336
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.48194770854523,6.6570474370854,7.06949757281532
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.07860909017643,3.87493812520772,4.47677360769207
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.96300810706541,5.33237036631079,5.6476892366881
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.94635732286345,5.7842899522272,6.36532363754533
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.40824679222259,6.69320593904579,6.55072636563419
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.72647432474393,6.45243551113341,6.58945491793867
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.03455837350947,6.31980287818502,6.67718062584725
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.21631500369633,5.62770891310313,5.92201195839973
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.32573168708389,6.09388306799349,5.70980737753869
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.91540920705665,7.24080082420474,7.5781050156307
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.78411032807496,6.81203285155101,7.29807158981298
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.19789189422539,7.51116909027324,8.35453049224932
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.59300034254404,7.55739231518116,8.0751963288626
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.9479708385656,8.05198957692935,8.49998020774748
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.76405651497202,7.69827993921832,8.23116822709517
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.42314764782735,7.70425853469753,8.06370309126244
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.32845452586401,7.06655986581628,7.69750719584015
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.14590740784482,7.13834144719274,7.64212442751878
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",9.97661807216487,9.16469570431387,9.57065688823937
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.832329858352,9.65086762409237,10.2415987412222
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",9.19810128174481,9.1161215299501,9.15711140584746
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.80797617746091,8.92780945255956,9.36789281501023
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.51689260150369,8.47371066931931,8.9953016354115
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.88870093366544,8.58692059670282,8.73781076518413
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.63346401891624,8.07369687613676,8.8535804475265
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.89613987976488,8.92071753986681,9.40842870981584
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.23892003944771,8.07720692504813,8.65806348224792
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.5429166944822,9.15642878160851,9.84967273804535
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.02064879945519,7.84518604184192,8.43291742064855
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.72445582428877,7.97464546715058,8.34955064571967
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.1734943499709,8.69047599981364,8.93198517489227
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.47547194901572,8.5182027452954,8.49683734715556
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.5552211485734,9.96868214815091,10.2619516483622
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.57292183398778,8.74949069347794,8.66120626373286
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.6432210202643,9.41673139276828,10.0299762065163
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.3386277264037,9.26952976909453,9.80407874774912
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.87267755992575,8.19672983688292,8.53470369840434
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.78918256203476,8.79452273216883,9.29185264710179
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.89922561500562,8.64419660548824,8.77171111024693
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.5692203305424,8.48823847625214,9.02872940339727
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.006041578356,7.7714343395914,8.3887379589737
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.64107850088019,8.379308375107,8.51019343799359
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.20298749232092,8.20809522713238,8.70554135972665
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.10896748637914,8.12573401950117,8.11735075294015
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.67633830177348,8.22104260920293,8.4486904554882
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.33483311247887,8.32421281424435,8.82952296336161
