"","Unnamed..0","tissue","endometriosis","severity","p218105_s_at","p223742_at","p223743_s_at","MRPL4"
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.67745386678535,7.81461875781229,8.97586005740425,8.82264422733396
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.2763793393436,7.99941624319609,10.7914829027341,9.6890928284246
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.27719660333943,7.20680893085843,8.95521484057253,8.47974012492346
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.94450862972775,6.71968200269697,8.56417245355174,8.07612102865882
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.2139511284053,7.57055474524457,10.5042827915963,9.42959622174872
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.4494319186837,8.39076838390135,10.098141838559,9.64611404704802
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.2137117474553,8.93805994157925,11.2123560056813,10.4547092315719
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.61507466565934,7.71088872520207,9.18532444904674,8.83709594663605
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.2519836477051,7.90290029716446,10.0617113365413,9.40553176047029
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.9567160765328,8.8979084161099,10.7217804738165,10.1921349888197
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.8118437983214,8.320403655951,10.9731462189932,10.0351312244219
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.6058407022664,9.2170233647733,11.0498977294113,10.290920598817
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.0738467998135,8.03838661311117,9.94334715105119,9.35186018799195
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.4509613509882,7.50583223617516,10.8303354503059,9.59570967915642
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.127122477678,8.23060037387878,9.73768196116301,9.36513493757326
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.42516603625449,6.77381750915859,7.96261843360449,7.72053399300586
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.3326266730285,7.76097523199819,10.400915080404,9.4981723284769
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.60068620148465,7.39468078663976,9.76659833179168,8.9206551066387
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.24824188215643,7.06107779509529,9.41084182709772,8.57338716811648
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.68550400818494,7.4149050308008,9.50130186522373,8.86723696806982
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.0148752010243,7.30911524911551,10.2133433638781,9.1791112713393
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.73492745085243,7.2202108067026,10.0429504683316,8.99936290862888
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.65082456570627,7.31937439805016,9.79380580875933,8.92133492417192
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.67643376463678,6.6105060443786,9.18679384162538,8.15791121688025
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.75668095235833,6.89805755675485,8.91380958941863,8.18951603284394
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.0278703958299,7.73297502352179,10.3690801445232,9.37664185462496
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.4085812055392,7.67434464246415,10.7897357638189,9.62422053727408
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.43744622141125,5.89899051221374,7.79346705767374,7.04330126376624
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.30235350720381,5.75327245095538,7.74738086797448,6.93433560871122
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.32909029579859,6.5168680731946,7.94280317362979,7.26292051420766
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.7709493346967,5.49362771032473,7.44906081287737,6.5712126192996
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.23119683187336,5.55943229011745,7.5636824174842,6.78477051315834
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.88200755344016,6.21612105226859,7.53742941590864,6.87851934053913
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.61406549898048,6.3991507068424,8.01304685770898,7.34208768784395
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.20860809807797,6.0358128170735,7.7765814169742,7.00700077737522
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.23351494969188,5.62088972951191,7.62874714459805,6.82771727460061
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.75831719132758,5.76055393414342,8.01511170872009,7.1779942780637
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.38669902140924,6.54457547833699,8.74053672543073,7.89060374172565
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.68530326598622,5.9963091814445,7.71295882170627,7.131523756379
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.25962429530388,6.26161367939442,8.05861182079253,7.52661659849694
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.84258382433343,6.32503861831398,7.92808311656599,7.36523518640447
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.68363194110572,6.21448300234923,8.18121833105866,7.3597777581712
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.8845935997204,6.78277384364504,9.37168779864556,8.346351747337
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.74548592677948,6.48675290989437,8.65980865827418,7.96401583164934
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.85512847943839,7.40026595003145,10.3724004813397,9.20926497026985
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.72135698353369,7.75060618949265,10.4335568299538,9.30184000099338
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.5267260769937,8.05371879806715,10.5985404416159,9.72632843889225
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.2545764105543,7.75948959720057,10.480910781903,9.49832559655262
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.95432249380912,7.66892169087076,10.3666338991122,9.32995936126403
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.4455323804399,7.64362698111666,10.7474039390234,9.61218776685999
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.51909173971528,7.0220386612605,9.62099474673742,8.72070838257107
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.5242390772923,8.32386758418835,10.5398537146914,9.79598679205735
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.95992078680732,7.85735785914085,10.1443964737761,9.32055837324142
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.54832063095503,7.22160462520142,9.29057363193306,8.6868329626965
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.2264048139093,8.1295308061273,9.69719846704941,9.35104469569534
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.44826411325375,7.60137266085933,9.54671284330133,8.86544987247147
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.75834530366297,7.75189389668484,9.61845585216228,9.0428983508367
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.51477207115745,7.65800934032353,9.40060262927308,8.85779468025135
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.99966879711049,8.36975573295777,10.0600738423225,9.47649945746359
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.1982478375529,7.69626220664712,8.59178061903856,8.82876355441286
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.77508329423337,7.7010765000586,10.0764948619326,9.18421821874152
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.0460347837399,7.58469792549149,9.87486669744584,9.16853313555908
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.45015818176488,7.79270659913695,9.1910085044872,8.81129109512968
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.3576249036209,8.35668246969457,10.6600335408599,9.79144697139179
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.87772545653849,7.85899235690771,9.65493414150341,9.13055065164987
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.73878816390986,7.16499191143791,9.53487550734368,8.81288519423048
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.147944657755,7.58668135103916,10.2168083968585,9.31714480188422
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.61416378535392,7.83686503491294,9.87555739482215,9.10886207169634
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.96258922702295,7.6530797893722,9.54552004673459,9.05372968770991
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.284139710822,7.28772618365122,10.3316303089271,9.30116540113344
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.4379742359275,8.23021796523097,10.4836074796033,9.71726656025392
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.28589940346582,7.11399941550417,9.29297234618025,8.56429038838341
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.5771759455829,7.69466580722226,9.3792300684377,8.88369060708095
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.52618545927928,4.196137606961,7.41052541899291,6.3776161617444
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.11873800706507,4.10932384400051,6.84752835513741,6.025196735401
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.1467023739423,4.196137606961,7.06130115521315,6.13471371203882
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.79734458921008,3.64001311033692,8.03249905462877,6.48995225139192
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.38465414915908,3.71245922108477,7.04972942612699,6.04894759879028
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.58117038978132,4.22320422827176,7.24239578108318,6.34892346637875
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.24615917072862,4.24404117435119,7.91954932403604,6.80324988970528
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",6.89387514329155,4.59015186871281,6.60553172802011,6.02985291334149
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.27044903832652,5.51491217832668,7.5406780054751,6.7753464073761
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",6.92316456541261,5.94092709117097,6.99722491935385,6.62043885864581
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.44445952228313,5.79651879752257,7.38360005959346,6.87485945979972
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.49052583938657,5.69109737774597,7.42620617476496,6.86927646396583
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.60719940845839,5.89479451393931,6.32992786281806,6.27730726173859
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.08492551931314,5.68074936816443,7.06927898083815,6.61165128943857
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.83909400146467,6.08655946831788,7.76714008466977,7.23093118481744
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.73760443741876,6.10398417490204,8.06548485518923,7.30235782250334
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.44319775165094,6.25395314145084,7.13599019371768,6.94438036227315
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.15445043937733,4.8352946316847,7.1757052129926,6.38848342801821
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.61602600705056,5.6489792266084,7.12174109220739,6.46224877528878
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.01088301771262,6.10796970591458,6.86030407431817,6.65971893264846
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.303017851255,5.59119428064432,7.46044024762449,6.78488412650794
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.18561186730575,5.90241679044614,7.46663858676761,6.85155574817317
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.94930679567424,5.45776227786936,6.97817562069949,6.46174823141436
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.86552508657781,5.54723809010858,7.16185723708172,6.52487347125604
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.19106538315485,5.41725682627215,6.54243193399823,6.38358471447508
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.08629228119494,5.74804681285735,7.39182174782024,6.74205361395751
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.03285046247908,4.8765912255296,6.79985657354406,6.23643275385091
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.54197829816546,6.14182772844301,7.69434561602667,7.12605054754505
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.67669931093746,5.85940020355933,7.67639611837475,7.07083187762385
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.62827771381262,5.3711000267189,6.49703198670482,6.16546990907878
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.46404336458811,6.02591243323029,7.73752891820542,7.07582823867461
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.09662750566574,5.72909521531209,6.94301479738521,6.58957917278768
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.34274275815594,6.07798076490983,7.55402213326461,6.99158188544346
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.26356391736837,6.28227511202691,6.83250396308826,6.79278099749451
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.3697880018878,6.56624832062723,7.78821254698761,7.24141628983421
