"","Unnamed..0","tissue","endometriosis","severity","p212048_s_at","p238760_at","YARS"
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.74724119326819,5.24771183300177,6.99747651313498
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.08469357438515,7.38781018516165,8.2362518797734
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.72777355664145,6.517983553321,8.12287855498123
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.5226250640978,6.22158273214602,7.87210389812191
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.74053075091929,6.75008971275816,7.74531023183873
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.4106733082762,6.53453232189582,7.47260281508601
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.40989396305481,4.75574348865973,7.08281872585727
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.28882791355722,5.64724101394502,7.46803446375112
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.91580059645371,6.87081510194994,7.89330784920183
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.76550810723404,5.62966120404534,7.69758465563969
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.14850197941704,6.61204918409071,7.88027558175387
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.85581757470319,6.34424768957126,7.60003263213722
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.75093117224101,6.94347781540719,8.3472044938241
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.0278239548351,6.96593567732804,8.49687981608157
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.87268193641858,5.54879523229257,7.21073858435557
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.51010438542514,6.36565870882159,7.93788154712337
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.37036327856839,5.96137037435787,7.66586682646313
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.26484711761031,6.40673418142443,7.83579064951737
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.90091286330668,7.03319768401387,7.96705527366028
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.49551913172222,6.64418116968624,8.06985015070423
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.91221504707652,6.05136312630811,7.48178908669231
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.53336764697449,5.47757257378502,7.00547011037975
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.85987474373091,5.65288177656666,7.25637826014878
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.03405949448647,6.65569267364292,7.8448760840647
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.99135093440414,6.36450543034895,7.67792818237655
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.3600122347991,6.74461150108021,8.05231186793966
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.77384894219771,5.57802217677099,7.67593555948435
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.97517908169629,4.75574348865973,6.86546128517801
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.00634227822979,6.09191854446454,7.54913041134716
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.78034695210434,5.74805986671489,7.76420340940961
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.146763246996,5.35459954622162,7.75068139660881
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.58725072391277,4.82845490412665,7.20785281401971
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.18970547698695,5.9109855104346,7.55034549371077
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.1407337012219,5.48584765385684,7.81329067753937
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.80527912626913,6.18131841731163,7.99329877179038
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.49813631057024,5.98030378413143,7.73922004735084
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.5533120282303,5.51871616008621,7.53601409415825
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.30815237253083,6.45883620196946,7.88349428725015
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.946210855729,5.46593360272379,7.7060722292264
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.448009790632,3.91691024542508,7.18246001802854
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.180000493379,3.48246107406078,6.83123078371989
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.1468485899202,4.51036485228824,7.32860672110422
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.86853716486063,3.11337649088038,6.49095682787051
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.61721260467518,3.11337649088038,6.36529454777778
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.89452805277734,4.75574348865973,7.32513577071853
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.088091428302,4.75574348865973,7.42191745848087
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.0184899651204,3.18207689532473,6.60028343022257
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.0461453019541,3.46227037107517,6.75420783651463
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.2789101885191,2.85271598933848,6.56581308892879
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.0175866274915,3.4396155667325,6.728601097112
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.2727449621195,3.69033019381922,6.98153757796936
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.3423405492304,4.50822567105233,7.42528311014136
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.4615309977627,2.74095293966251,6.60124196871261
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.2218218535563,3.12879898051346,6.67531041703488
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.1418586798059,5.76737771055005,7.95461819517798
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.89461273495251,4.64574345339668,7.27017809417459
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.86661795496531,4.75574348865973,7.31118072181252
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.87383030071255,6.14496121397632,8.00939575734444
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.08533233930858,5.58839927556798,7.33686580743828
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.42990224067774,5.43255725507076,7.43122974787425
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.69376335221114,5.33883140746369,7.51629737983742
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.60910892311848,5.76310199066684,7.68610545689266
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.60623343116222,5.98190969987897,7.79407156552059
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.7653099954624,6.90530751890316,7.83530875718278
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.81424749367664,5.94753423925288,7.88089086646476
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.0652305450257,5.57430970652524,7.81977012577547
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.06303049182136,5.72959214334281,7.39631131758208
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.79548159224794,5.88829109054049,7.84188634139421
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.1529623604904,6.75524748406802,8.45410492227921
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.88927052056206,5.67507636768917,7.28217344412561
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.91553617110125,7.36488298973924,8.14020958042024
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.0276945401731,6.45442113338182,8.24105783677746
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.87082048334754,6.18326758977045,8.02704403655899
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.2049978619448,6.69293557808013,8.44896672001246
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.12425067824,6.65385890760318,8.38905479292159
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.6887524596597,6.2393150593333,7.9640337594965
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.5875272058132,5.72882400038168,7.65817560309744
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.73628110095274,6.43111882231783,8.08369996163528
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.93104192084059,7.01071375649016,8.47087783866538
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.0587509628854,6.44992896578777,8.25433996433658
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.1801520892221,6.4026054318738,8.29137876054795
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.0696134445578,5.51963190046543,7.79462267251161
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.53029279087569,5.56480893306279,7.54755086196924
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.52417521348949,5.57569028028029,7.54993274688489
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.66323400948172,5.82095191298209,7.7420929612319
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.9583627545087,5.7036280857376,7.33099542012315
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.8676508368699,4.71248793091434,6.79006938389212
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.91061984620872,4.75574348865973,6.83318166743422
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.0082445055406,6.1155938471845,7.56191917636255
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.5325564603447,5.88649360453895,7.20952503244183
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.32760756064087,6.50827428434692,7.91794092249389
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.8734696461493,6.27011531282377,8.07179247948653
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",8.91587539616935,5.2797382226467,7.09780680940803
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.60844330758002,5.42048144541163,7.51446237649582
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",9.67521005880767,5.50751068782863,7.59136037331815
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.68981585821221,5.02773665839513,7.35877625830367
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.55954965270967,5.43618143140129,7.49786554205548
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.41314389615659,4.95357744981556,7.18336067298608
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.55468282521984,5.59193591502323,7.57330937012154
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.68628560502475,5.57299911932144,7.6296423621731
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.72030763305624,5.69689639151985,7.70860201228805
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.47577132596147,5.75806995697752,7.61692064146949
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.0447312804644,5.22841171708061,7.63657149877251
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.94305384966031,3.41978959305252,6.68142172135641
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.40931529009585,4.85406926331554,7.1316922767057
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.49469188452955,5.10535065765547,7.30002127109251
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.35792263841951,4.88322939086709,7.1205760146433
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.44398075889308,5.57160530373114,7.50779303131211
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.07729933439945,5.47095088615734,7.2741251102784
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.17708039518219,6.04548753708602,7.6112839661341
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.01361619474932,4.05398098463807,6.53379858969369
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.46403865967765,5.21800596350924,7.34102231159344
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.0913547870082,5.42193434210565,7.75664456455693
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.76625337053614,5.30416060507238,7.53520698780426
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.3113270778814,6.97560109223046,8.64346408505593
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.84236023936726,4.75574348865973,7.29905186401349
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.28991120650863,4.75574348865973,7.02282734758418
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.86232120239713,5.16031378286725,7.51131749263219
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.63798286374182,5.26491918862498,7.4514510261834
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.73606587286477,5.72196711851225,7.72901649568851
