"","Unnamed..0","tissue","endometriosis","severity","p204298_s_at","p215446_s_at","LOX"
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.31157727079737,6.0207025981367,5.16613993446703
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.24231840241585,7.66034488659398,6.95133164450491
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.65109717657865,8.29322491751612,8.47216104704739
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.87649340408483,3.89635877240297,4.3864260882439
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.49880252954314,8.18794809986551,6.84337531470432
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.08776192302881,6.08929019425898,5.58852605864389
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.94478194631055,6.39178500808293,5.66828347719674
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.95614087608924,5.64315522838332,5.29964805223628
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.88259301446242,9.2287984233776,9.05569571892001
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.95713090890065,5.3310428213853,5.64408686514298
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.87649340408483,4.41949792650234,4.64799566529359
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.91894881850846,4.7724076845654,4.84567825153693
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.91894881850846,4.41949792650234,4.6692233725054
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.91894881850846,5.50445758844749,5.21170320347798
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.56030725263254,6.04200875169241,5.80115800216247
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.91817443159874,7.76174439336923,6.83995941248399
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.44851525631439,5.42421359079325,4.43636442355382
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.49686626220795,3.57179831225243,4.03433228723019
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.92156355959215,6.94396478204556,5.93276417081885
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.87574124318336,8.53437366997008,7.20505745657672
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.87649340408483,6.16282848486569,5.51966094447526
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.30308395854009,7.31270130126721,6.30789262990365
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.09271736352951,7.51686752493779,6.80479244423365
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.47186450113016,7.64830385911678,6.56008418012347
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.28770880065902,10.1277756715025,9.20774223608076
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.08265541416268,7.82582400404919,6.45423970910594
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.55629768618156,4.25007579913464,4.4031867426581
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.95629570490124,6.95137045918067,5.95383308204095
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.6822596264729,10.0443058844496,8.86328275546125
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.85050150489488,9.79461711403435,8.82255930946462
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.74447388657141,8.70749266869431,7.22598327763286
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.00002601245623,10.9941164976469,9.99707125505157
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.31050820686609,8.58156675688649,6.94603748187629
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.29672761912817,9.06621487039898,7.68147124476357
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.99511027228225,10.3651058605293,9.18010806640577
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.44949645149918,9.17843768727226,7.81396706938572
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.62103139939252,9.2531199449413,8.43707567216691
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.50428471181659,8.90722112646218,7.70575291913938
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.94029281732057,9.27278847173613,8.60654064452835
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.45159276365236,9.50725083865356,8.47942180115296
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.91894881850846,8.27755537721531,6.59825209786188
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.58912775250505,9.87902785815334,8.73407780532919
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.94824598726665,8.66305596142061,7.30565097434363
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.19566390937173,7.42577641730919,6.81072016334046
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.06879960882324,7.41811684573862,6.74345822728093
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.56510911340898,8.39104490182226,7.47807700761562
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.2996865669985,6.69778983309798,5.99873820004824
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.49501624089629,4.41949792650234,4.45725708369932
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.29517316461902,7.57015702687647,6.43266509574774
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.19340682904533,9.44281297163288,8.31810990033911
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.19574161048501,8.42658338992573,8.31116250020537
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.0974952205678,6.95137045918067,6.52443283987424
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.7846720551338,7.83110684402215,6.30788944957798
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.28376917210357,8.97204450704615,9.12790683957486
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.47250184136186,8.22882221563991,7.35066202850089
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.61007703099514,6.95137045918067,6.78072374508791
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.27422649837171,9.69185224509678,8.98303937173424
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.80237482778953,7.12006989706405,6.46122236242679
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.83361173120097,7.6110470369647,6.72232938408284
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.74003865873955,5.10835944214147,4.42419905044051
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.87649340408483,5.65679547068752,5.26664443738617
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.42252276964077,8.22880901166298,7.32566589065187
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.15297279239561,7.13045547922425,6.14171413580993
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.32629160364083,8.43417930781486,7.38023545572785
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.80190177678338,6.68093181200898,6.24141679439618
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.08552217274356,7.66184945041012,6.37368581157684
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.33083511987404,8.16422866366919,6.74753189177162
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.2845395724042,8.69086874433972,7.98770415837196
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.35151477920746,9.87943314873743,8.61547396397244
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.19603476557808,7.55751313176777,6.37677394867293
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.47049675063923,7.92747144514415,7.19898409789169
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.43669240678747,7.13860328250149,6.28764784464448
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.58594892538071,6.61921099003822,5.60257995770947
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.62091093893125,5.81910816950758,5.22000955421942
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.91894881850846,6.72766604128973,5.8233074298991
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.04339224916552,8.48223259020176,6.76281241968364
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.49174003856455,7.69330729442621,6.59252366649538
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.94478194631055,7.09610357053489,6.02044275842272
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.91894881850846,6.95137045918067,5.93515963884457
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.84872463873264,7.49509922942755,6.67191193408009
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.94478194631055,7.72022139179497,6.33250166905276
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",3.74003865873955,5.29048159110793,4.51526012492374
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.21456613178939,6.58112720706128,5.39784666942533
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",5.03505696040939,8.9307024346577,6.98287969753355
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.82596830736106,6.35674510348241,5.09135670542174
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.87649340408483,8.32140660570606,6.59895000489544
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.5628127125208,7.73432093967331,6.14856682609705
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.21280549863742,10.3565452042849,8.78467535146116
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.94478194631055,8.23719838126985,6.5909901637902
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.96665019078027,9.11506785225201,7.54085902151614
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.76696612017924,6.902172845067,5.33456948262312
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.45657091298854,10.4298133143982,9.44319211369337
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.91459318513136,9.83175489681477,8.37317404097307
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.33932698318127,8.77152522353191,7.05542610335659
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.50472507427657,8.97327692435769,7.23900099931713
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.56481812882422,7.07746012916232,5.32113912899327
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.14170035642141,10.1270035830808,8.6343519697511
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.78523957324269,7.50991043231515,6.14757500277892
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.51901638642473,7.56009923408908,6.03955781025691
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.10038340053265,9.92320573462632,8.51179456757949
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.20630831589859,8.13793497012996,6.67212164301428
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.80651277137071,9.11136285426347,7.95893781281709
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.58639238052169,8.14469536412715,6.36554387232442
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.22670791375141,10.6254713918248,9.9260896527881
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.76849318818429,9.58654059768543,8.17751689293486
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.25092455953055,10.186025571443,8.71847506548677
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.53313594222475,9.56387593083858,8.04850593653167
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.33580166508948,9.1064930935277,7.72114737930859
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.31671387562268,9.29285213110564,7.80478300336416
