"","Unnamed..0","tissue","endometriosis","severity","p218239_s_at","p218238_at","GTPBP4"
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.96350569375419,5.01224436714277,5.98787503044848
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.97454442396491,6.96329955615109,7.468921990058
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.5608562339729,4.24279172960812,5.40182398179051
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.87781230529983,4.75922491129796,5.81851860829889
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.24012920413456,5.18365304113675,6.21189112263566
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.70434745361026,6.3182502082268,7.01129883091853
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.53360278681635,4.45848736311023,4.99604507496329
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.82685484585762,5.55907939517023,6.19296712051393
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.8312450965545,8.11915030837296,8.47519770246373
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.96350569375419,5.74644378712433,6.35497474043926
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.90216718224344,5.14809743544169,6.02513230884257
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.96208929682325,7.66448442525524,7.81328686103924
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.59098013803511,6.2194210292552,6.90520058364515
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.00429740061583,4.08811501565947,5.54620620813765
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.51697101568902,6.34364956438798,7.4303102900385
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.96350569375419,5.74562326679183,6.35456448027301
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.35577359523723,3.5925168939774,4.97414524460731
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.12798881308849,7.03453227227361,7.58126054268105
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.85134895820859,5.13135531080445,5.99135213450652
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.7952618237006,6.98688608386059,7.39107395378059
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.9387446294998,5.50183527698989,6.22028995324485
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.53100086264292,5.13489906423115,6.33294996343704
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.16700601501759,5.5505159812343,6.35876099812594
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.98337282692666,4.37139332676707,5.67738307684686
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.17232723902599,5.29368201847847,6.23300462875223
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.01156339957329,5.69518011677147,6.35337175817238
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.03167567604623,5.76427899876457,6.3979773374054
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.29938823496101,6.40684489688338,6.8531165659222
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.4602066611952,6.93422334825664,7.19721500472592
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.49887176104905,7.79129552284034,8.14508364194469
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.49803530045724,6.28917493043739,6.89360511544731
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.63748503238753,7.69210835579433,8.16479669409093
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.27330385704847,8.30066896448275,8.78698641076561
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.82189071373119,6.85993720363924,7.34091395868522
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.79888224014938,6.653137133109,7.22600968662919
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.28015143505588,7.68123381118511,7.9806926231205
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.76016471656484,7.80692615173604,8.28354543415044
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.79284923859048,7.59442121967973,8.1936352291351
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.99194027077507,8.1399622986885,8.56595128473178
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.87170059695076,7.40385172969436,7.63777616332256
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.4264436239875,7.73206985044396,8.07925673721573
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.8423651771146,8.68284213611163,9.26260365661311
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.56589583072796,8.4413437815352,9.00361980613158
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.83466023880558,8.75211135225665,9.29338579553112
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.45300415217049,8.58474461946784,9.01887438581916
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.5584349400097,8.07910741160176,8.81877117580573
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.46574563204805,8.57164467266628,9.01869515235716
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.58501827217845,8.87193977632695,9.2284790242527
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.7070219771302,8.68913853519165,9.19808025616092
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.6544489800467,8.29877524184865,8.97661211094768
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.62546612597936,8.73453937219444,9.1800027490869
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.67733722518642,8.73400451407775,9.20567086963209
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.79136787649924,8.68912054572844,9.24024421111384
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.19839294796535,7.58859649755239,8.39349472275887
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.59421621497125,8.78088874693494,9.18755248095309
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.95400480985097,8.77284908733187,9.36342694859142
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.6720417551331,5.93709513458539,6.80456844485925
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.42628262876687,7.80185975819412,8.11407119348049
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.77043889633205,7.92425564339218,8.34734726986212
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.06271194618168,7.07516630337045,7.56893912477607
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.96350569375419,5.63259057276521,6.2980481332597
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.65588205148585,5.96869767613135,6.8122898638086
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.56425737479543,7.50668955884772,8.03547346682157
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.44139339492423,5.91750424706753,6.67944882099588
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.74468985109495,6.84588424961486,7.29528705035491
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.30081864849713,3.29707641732247,5.2989475329098
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.37801236551266,6.09747036542137,6.73774136546701
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.70091899317005,7.87230502315237,8.28661200816121
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.49343714973376,5.81982528408083,6.65663121690729
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.62863417386531,7.5515093022047,8.090071738035
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.32498869198676,7.09485342195956,7.70992105697316
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.15668325825484,6.41588488099431,6.78628406962457
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.23109978195827,4.66192734988155,5.94651356591991
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.45944613393559,4.24279172960812,5.85111893177186
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.39844906584725,7.62518516849434,8.0118171171708
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.81864482405341,8.13597336853171,8.47730909629256
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.47492310357786,7.28071660920312,7.87781985639049
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.62169284942426,5.99881591459309,6.81025438200867
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.90065237155271,6.65892841915033,7.27979039535152
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.05931311517863,7.05174953002419,7.55553132260141
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.73005159851499,6.83845837791176,7.28425498821337
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.46357417928951,5.88076308283121,6.67216863106036
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.48540067760115,7.5296349486026,8.00751781310188
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.11461696167299,7.30773852530827,7.71117774349063
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.20363112409849,6.59446414174086,6.89904763291968
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.16517659814038,6.48754184784882,7.3263592229946
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.22066378202859,7.55705396834867,7.88885887518863
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.87545556803209,7.51143532146929,8.19344544475069
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.57650031949462,8.2559424057694,8.41622136263201
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.03099379180652,8.52740672763039,8.77920025971845
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.97699235223703,8.25221220198057,8.6146022771088
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.66713119420644,8.64413390169179,8.65563254794911
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.80030848663633,8.5888117661306,8.69456012638346
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.8656252125343,8.69411328198375,8.77986924725903
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",8.93379559762731,7.22936658606987,8.08158109184859
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.39235194702482,7.9123886247081,8.65237028586646
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",9.79619525036545,8.58948464097578,9.19283994567061
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.59858280727458,8.34281099540136,8.97069690133797
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.1511701187145,8.78368218195243,9.46742615033347
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.44400590866982,8.09998816156098,8.7719970351154
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.4664230974931,8.29566497129269,8.88104403439289
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.73428503447209,8.2578498914139,8.996067462943
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.77498149325823,7.90274262561563,8.83886205943693
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.6103732791759,7.92106785267521,8.76572056592556
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.87560251700532,8.49773131259498,9.18666691480015
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.48156059558743,8.43249650508935,8.95702855033839
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.6239560030013,8.1693247203991,8.8966403617002
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.39203627483677,8.10882935773768,8.75043281628722
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.55273741010348,8.26399377091381,8.90836559050864
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.27742650902886,7.96305545015973,8.62024097959429
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.71319759097883,8.16629664135873,8.93974711616878
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.99612411123935,8.61801668702383,9.30707039913159
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.16555725995812,7.70348827208646,8.43452276602229
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.7585582238937,8.08220366457119,8.92038094423244
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.62171514028743,8.57688203738199,9.09929858883471
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.0876190164469,8.73139352896018,9.40950627270354
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.3287860879858,9.14750003294538,9.73814306046559
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.44591718080712,8.29572475559995,8.87082096820354
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.13264706952831,7.91627766350616,8.52446236651724
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.82595586804997,8.66718779554146,9.24657183179572
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.0093118815328,8.73518587405422,9.37224887779351
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.80879071518217,8.50716072590359,9.15797572054288
