"","Unnamed..0","tissue","endometriosis","severity","p211615_s_at","p230194_at","LRPPRC"
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.70520422300528,5.73216969917372,6.7186869610895
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.41789609878288,6.26854582682389,7.34322096280338
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.64904922558119,5.92473853215423,7.28689387886771
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.50467525896652,5.15322352053897,5.82894938975275
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.4384032864864,5.85691987826477,6.14766158237559
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.42181642866074,7.30094130787624,8.36137886826849
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.95704905455693,5.99774951558034,6.47739928506864
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.49435841143087,5.03841647157992,6.26638744150539
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.0708368827787,6.46176720026942,7.76630204152406
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.05278532596301,6.6770393303788,7.3649123281709
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.6442791866873,6.42448315739111,7.03438117203921
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.10530874444893,6.05666187705658,7.58098531075276
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.94755060126169,5.22471469844442,6.08613264985306
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.44087560830827,6.01856777006028,6.72972168918428
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.31182796811786,6.16020290112125,7.73601543461955
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.03546625968556,5.49500113888202,6.26523369928379
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.53375134245866,6.86751421446846,7.70063277846356
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.84008745013812,6.29141766375943,7.06575255694877
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.37227203431693,5.43584458640613,6.40405831036153
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.27985383197369,6.39063147872324,6.83524265534846
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.78687101218026,6.05264893300332,6.41975997259179
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.32570807934226,5.9048341895848,6.61527113446353
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.97429945746654,6.65762782143383,6.81596363945019
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.08167456798573,6.43866256784271,7.26016856791422
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.02177072822716,6.45415969021919,7.23796520922317
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.25607737522056,5.60878952636586,7.43243345079321
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.53618598018172,7.47400161188502,8.50509379603337
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.60408723369639,6.5329633001974,7.56852526694689
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.29692738865215,6.46859686823406,7.88276212844311
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.4956606274887,7.29493467690889,8.3952976521988
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.98075499514306,5.7286311311424,7.35469306314273
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.32439585195646,5.9709949372609,7.14769539460868
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.16208173641923,6.27379601739467,7.71793887690695
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.18056781511472,6.90074701041055,8.04065741276263
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.97686853345717,6.4534259307558,7.71514723210649
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.63659888010116,7.20169349337592,8.41914618673854
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.13849664246761,6.40353273231563,7.77101468739162
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.10267996916179,5.89398910690969,7.49833453803574
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.89126484402428,7.68767457686161,8.78946971044294
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.47409780587265,7.56324824946896,8.51867302767081
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.87436035514527,7.53991232556023,8.70713634035275
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.80245096817361,6.94945802490463,8.37595449653912
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.89666164643876,7.54306434288894,8.71986299466385
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.75979141454725,7.41441851383983,8.58710496419354
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.74940288255841,7.15275399609414,8.45107843932628
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.92404571831129,7.54805293005513,8.73604932418321
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.81399236371784,7.92720585959042,8.87059911165413
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.99970623781836,7.95140410642995,8.97555517212415
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.77583665479276,7.44711751700075,8.61147708589676
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.90658012030221,7.40368362227095,8.65513187128658
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.0521601262333,7.23519389998944,8.64367701311137
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.2290880925908,7.76455600941653,8.99682205100367
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.83676803146246,7.6925020650381,8.76463504825028
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.78762966384355,6.44699089945016,7.61731028164685
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.61697453491396,6.00054464935003,7.808759592132
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.35065446887865,6.7384690309402,8.04456174990943
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.98616822271624,6.85503958213357,7.42060390242491
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.93262982815226,6.47585793862636,7.20424388338931
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.92702421130764,5.21221787048657,6.5696210408971
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.0423406977755,6.74122950389649,7.891785100836
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.16559525939127,5.76795022579348,6.96677274259238
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.70688840699849,5.4744609657122,7.09067468635534
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.64651946288063,6.18481493939902,7.41566720113982
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.3275175121084,5.03841647157992,6.18296699184416
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.12254293798196,6.22093767494478,7.67174030646337
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.15515047275284,5.8545783879924,7.00486443037262
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.84392978915956,5.17525989133153,7.00959484024555
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.64865492306386,6.23510551899174,7.4418802210278
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.09850765417426,5.4958005595422,6.79715410685823
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.11147696568836,6.52662651532784,7.3190517405081
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.95329014518889,5.96458738171372,7.4589387634513
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.16642086857434,6.24144527076891,7.70393306967163
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.56669568206608,6.55024411919919,8.05846990063263
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.94055893606955,5.29485676109847,7.11770784858401
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.93179101645951,6.48335215195431,7.20757158420691
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.6349298742675,6.53264495774828,7.58378741600789
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.70541582225657,5.72674444590976,7.21608013408317
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.07744949271828,6.416859163433,7.74715432807564
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.70064873036861,6.30268660901275,7.50166766969068
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.48796917253549,6.59187504361228,8.03992210807388
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.30385340067621,5.29846617120973,6.80115978594297
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.50317922700297,6.00403869544784,7.2536089612254
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.4950922880906,6.08676303840868,7.29092766324964
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.31802367139448,6.74001888412441,8.02902127775944
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.79100184274418,6.44699089945016,7.61899637109717
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.51199567980927,6.65338486978836,7.58269027479882
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.63223149131388,7.26894489415182,7.95058819273285
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.80497681928771,6.64209177729351,7.72353429829061
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.83958001258991,6.44699089945016,7.64328545602003
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.83272705503723,6.58383779828897,7.7082824266631
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.93006118312574,6.43708562703182,7.68357340507878
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",9.77176261851385,7.80030673952761,8.78603467902073
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.96203169236666,7.92888496740595,8.94545832988631
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",10.0758812090294,7.51888437184999,8.79738279043969
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.72595632779504,6.84228399116868,8.28412015948186
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.96334141521045,7.41164781614427,8.68749461567736
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.50875622354694,7.17340424876922,8.34108023615808
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.66399689428029,7.25789586089902,8.46094637758966
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.88608062424255,7.21099840596574,8.54853951510415
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.36622277923795,6.71614936218462,8.04118607071128
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.0086092188271,7.29999109808945,8.65430015845828
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.33036255329568,6.14997994477262,7.74017124903415
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.3305604415394,7.90023552971968,9.11539798562954
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.70856290521347,7.40368362227095,8.55612326374221
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.87600553064507,7.62545725556957,8.75073139310732
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.9952540863635,7.22584286162635,8.61054847399492
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.3053166473324,6.82833937438859,8.0668280108605
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.58373086805215,7.21201314567272,8.39787200686244
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.88635400459223,6.80742685508869,8.34689042984046
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.18273319201883,6.99450629911091,8.08861974556487
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.52010924474555,7.1390370266986,8.32957313572208
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.92219554502036,7.56805399474497,8.74512476988266
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.1624463230419,7.24446362859962,8.70345497582076
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.01290098556252,5.21159604251019,7.11224851403636
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.96310258691828,7.82172765554337,8.89241512123083
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.41723939710563,6.69066498914691,8.05395219312627
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.0073659807884,7.19855686138856,8.60296142108848
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.0117121911154,8.0527997445405,9.03225596782795
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.0306453989593,7.55458150272594,8.79261345084262
