"","Unnamed..0","tissue","endometriosis","severity","p218179_s_at","p233558_s_at","TRAPPC11"
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.91753306870864,7.84169104972092,7.87961205921478
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.5439738369705,7.8276997244874,7.68583678072895
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.07135331827353,7.66225476876059,7.86680404351706
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.82344167133798,5.78250796912299,6.80297482023049
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.9306194559226,7.73699633266591,7.83380789429425
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.90514117011959,7.89875099220544,7.90194608116252
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.72217336024267,5.83124134954744,6.27670735489506
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.28027427952567,6.57742179801057,6.92884803876812
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.12073340973414,6.49458076138556,6.80765708555985
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.15341123263549,4.99770375461782,5.57555749362665
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.90821249178032,3.74207373843304,4.32514311510668
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.61337833006139,4.19208177607514,4.90273005306826
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.05389454215532,6.27972560819398,6.66681007517465
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.15494631044021,4.35208158449702,4.75351394746862
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.22610290637903,5.73940548771135,5.98275419704519
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.83202900529257,3.22838256745474,4.03020578637365
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.96509133121378,4.40581234622212,4.68545183871795
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.98825443918814,5.93489841329707,6.4615764262426
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.15494631044021,3.30176942305711,4.22835786674866
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.14967811336566,5.16636707254828,5.65802259295697
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.2225032992493,4.81671762280964,5.51961046102947
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.61483379861219,4.59827610827014,5.10655495344117
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.15494631044021,2.6639917537774,3.90946903210881
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.83202900529257,2.6981401593225,3.76508458230754
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.34982951256821,5.04511829835885,5.69747390546353
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.72586289560348,6.11544292721167,6.42065291140757
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.72217336024267,5.21457094475093,5.9683721524968
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.97721909142531,3.22838256745474,4.10280082944002
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.82124282472062,5.16004913335105,5.49064597903583
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.90933181333852,4.91061747916393,5.40997464625123
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.68239754871065,4.69905307560607,5.69072531215836
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.23260902473144,2.77562824137302,4.00411863305223
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.45845883333285,5.06744670138193,5.76295276735739
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.98351163044567,4.5459295127353,5.26472057159048
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.15494631044021,4.08481499797218,4.6198806542062
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.2861204615566,4.60549649711539,5.445808479336
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.77478369530338,5.58663515820676,6.18070942675507
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.22730872458435,7.25806748467976,7.74268810463206
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.85042215511537,7.634334547901,7.24237835150818
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.13773805814247,7.01031425707,7.07402615760624
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.10970913142036,7.59785182728575,7.35378047935306
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.19496175388195,7.27472722444452,7.23484448916324
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.72217336024267,6.1546295421765,6.43840145120959
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.90562013537222,6.27592451699012,6.59077232618117
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",8.5801180911377,6.45025271763393,7.51518540438582
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.82536518333223,7.26535383645588,8.04535950989406
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",8.05428515232265,6.92165043360633,7.48796779296449
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.88337619911268,7.37148427283568,8.12743023597418
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.77993541827344,7.22241771163744,8.00117656495544
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.06279024575764,7.0078413861955,7.53531581597657
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.03810389571616,7.30630147205346,8.17220268388481
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.79564582059797,7.28618712500207,8.04091647280002
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.11083539098411,7.22882466855747,7.66983002977079
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.24667450795258,7.1911259187709,8.21890021336174
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.25841733674333,6.91023656036953,7.58432694855643
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.45981040261477,7.50509545981698,7.98245293121587
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.36936839323119,6.92359221898033,7.64648030610576
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.06100908690472,6.57834543058154,7.31967725874313
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.11774257106027,7.43304438742072,7.7753934792405
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.1909361760729,7.31543572948947,7.75318595278118
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.21944030557899,7.47768554529677,7.84856292543788
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.25461647767489,6.43440219282028,6.84450933524758
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.5097374728852,7.07383199759141,7.2917847352383
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.62548447795495,7.22352811156938,7.92450629476217
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.11199643669509,7.27215394926643,7.69207519298076
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.49488294076484,7.34002179528763,7.91745236802624
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.07457420578241,6.49884863838136,6.78671142208188
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.97459869025682,7.13313496556341,7.55386682791011
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.95006432794439,7.03853059710027,7.49429746252233
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.89258170803271,7.09209706834501,7.49233938818886
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.22287392810754,7.26928825811511,7.74608109311133
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.3868924375367,7.21232883234372,7.79961063494021
